CountBreath,CountDeath,CountEasyStatus,CountHardStatus,CountMediumStatus,Counthospitalized,Counthospitalized_without_release,StandardOccupancy,date,new_hospitalized,num_visits,patients_home,patients_hotel,total_beds
0,0,11,0,0,11,11,0.00843558282208589,2020-03-02T00:00:00.000Z,1,5632,-173,0,1304
0,0,10,0,0,10,10,0.007668711656441718,2020-03-03T00:00:00.000Z,0,7857,-170,0,1304
0,0,12,0,0,12,11,0.009202453987730062,2020-03-04T00:00:00.000Z,0,7012,-172,0,1304
0,0,12,1,0,13,13,0.009969325153374233,2020-03-05T00:00:00.000Z,1,7012,-172,0,1304
1,0,14,2,0,16,16,0.01226993865030675,2020-03-06T00:00:00.000Z,1,5177,-171,0,1304
2,0,17,3,0,20,20,0.01533742331288344,2020-03-07T00:00:00.000Z,1,4861,-171,0,1304
4,0,21,5,0,26,26,0.01993865030674847,2020-03-08T00:00:00.000Z,2,7330,-168,0,1304
5,0,33,6,0,39,39,0.0299079754601227,2020-03-09T00:00:00.000Z,7,6205,-177,0,1304
5,0,53,6,0,59,59,0.04524539877300614,2020-03-10T00:00:00.000Z,2,6021,-164,0,1304
6,0,73,7,1,81,81,0.06211656441717792,2020-03-11T00:00:00.000Z,10,5981,-166,0,1304
6,0,95,7,1,103,101,0.0789877300613497,2020-03-12T00:00:00.000Z,6,5983,-165,0,1304
6,0,112,7,4,123,122,0.09432515337423313,2020-03-13T00:00:00.000Z,10,4121,-151,0,1304
4,0,152,6,4,162,161,0.1242331288343558,2020-03-14T00:00:00.000Z,20,3692,-161,0,1304
6,0,187,9,6,202,200,0.1549079754601227,2020-03-15T00:00:00.000Z,37,5490,-162,0,1304
7,0,205,11,5,221,215,0.169478527607362,2020-03-16T00:00:00.000Z,27,4759,-104,0,1304
7,0,238,12,6,256,256,0.196319018404908,2020-03-17T00:00:00.000Z,46,4338,-56,0,1304
7,0,279,16,11,306,269,0.2346625766871166,2020-03-18T00:00:00.000Z,54,3920,44,0,1304
12,0,263,21,11,295,264,0.2262269938650307,2020-03-19T00:00:00.000Z,31,4053,174,0,1304
12,1,252,23,14,289,251,0.2216257668711656,2020-03-20T00:00:00.000Z,30,3207,351,0,1304
15,0,229,27,21,277,274,0.2124233128834356,2020-03-21T00:00:00.000Z,35,2905,534,0,1304
22,0,255,37,32,324,305,0.2484662576687117,2020-03-22T00:00:00.000Z,54,4523,750,0,1304
24,0,274,42,36,352,323,0.2699386503067485,2020-03-23T00:00:00.000Z,58,4053,1070,0,1304
26,3,302,45,48,395,343,0.3029141104294479,2020-03-24T00:00:00.000Z,82,3963,1463,0,1304
28,1,311,49,53,413,397,0.316717791411043,2020-03-25T00:00:00.000Z,81,3666,1821,0,1304
