name,value
ריפוי בעיסוק,0
פראמדיקים,0
חובשי רפואת חירום,0
פיזיותרפיה,1
שירות סוציאלי,1
קלינאות תקשורת,1
פסיכולוגיה,3
מערך לוגיסטי,3
מעבדה,5
רוקחות,6
כוח עזר,11
סקטורים אחרים,37
מינהל ומשק,57
