averageInfected,begin_date,end_date,isCurrentWeek
2303,2021-10-03T00:00:00.000Z,2021-10-09T00:00:00.000Z,False
1583,2021-10-10T00:00:00.000Z,2021-10-16T00:00:00.000Z,False
1030,2021-10-17T00:00:00.000Z,2021-10-23T00:00:00.000Z,False
884,2021-10-24T00:00:00.000Z,2021-10-26T00:00:00.000Z,True
