period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
3_Month,0-9,1147469,428851,37.37
All,0-9,1663134,662782,39.85
1_Year,0-9,1507434,571935,37.94
6_Month,0-9,1379851,527907,38.26
1_Month,0-9,734810,306084,41.65
6_Month,10-19,1247538,539023,43.21
1_Month,10-19,585961,294940,50.33
All,10-19,1571547,707633,45.03
1_Year,10-19,1380620,575404,41.68
3_Month,10-19,1044756,467442,44.74
1_Month,20-29,441347,181881,41.21
1_Year,20-29,1170690,376604,32.17
3_Month,20-29,797117,300591,37.71
6_Month,20-29,1017387,347825,34.19
All,20-29,1360725,489698,35.99
3_Month,30-39,778936,319099,40.97
All,30-39,1253654,474208,37.83
1_Month,30-39,469035,212374,45.28
1_Year,30-39,1099213,394336,35.87
6_Month,30-39,967227,367329,37.98
All,40-49,1109810,418374,37.7
1_Year,40-49,973792,348288,35.77
6_Month,40-49,865942,325252,37.56
3_Month,40-49,716445,290838,40.59
1_Month,40-49,437770,192966,44.08
All,50-59,840664,273832,32.57
1_Year,50-59,725202,218912,30.19
6_Month,50-59,639350,203276,31.79
3_Month,50-59,518367,185966,35.88
1_Month,50-59,310242,124307,40.07
1_Month,60-69,244582,77896,31.85
3_Month,60-69,412773,121479,29.43
6_Month,60-69,511287,130903,25.6
1_Year,60-69,581797,142234,24.45
All,60-69,675176,179110,26.53
3_Month,70-79,246795,61533,24.93
1_Month,70-79,144532,38644,26.74
6_Month,70-79,309232,66088,21.37
1_Year,70-79,357222,72782,20.37
All,70-79,417621,92238,22.09
1_Month,80-89,61157,15948,26.08
3_Month,80-89,96517,24012,24.88
6_Month,80-89,119981,26325,21.94
1_Year,80-89,143535,29511,20.56
All,80-89,180264,39871,22.12
All,90+,47671,11390,23.89
1_Year,90+,35803,7905,22.08
6_Month,90+,29330,7045,24.02
3_Month,90+,24096,6425,26.66
1_Month,90+,16575,4384,26.45
