gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage
זכר,0-9,6 חודשים,299712,11.9,5,0.2,17,0.9,60,0.7
זכר,0-9,3 חודשים,247140,11.2,4,0.2,12,1.1,40,0.8
זכר,0-9,מתחילת קורונה,389143,11,7,0.1,26,0.5,97,0.4
זכר,0-9,שנה,331839,11.9,5,0.1,19,0.7,74,0.6
זכר,0-9,חודש אחרון,166609,12.7,2,0.1,11,1.3,33,0.8
נקבה,0-9,חודש אחרון,111547,8.5,1,0.1,6,0.7,22,0.5
נקבה,0-9,6 חודשים,222900,8.8,1,0,6,0.3,41,0.5
נקבה,0-9,3 חודשים,177062,8.1,1,0.1,6,0.6,28,0.5
נקבה,0-9,מתחילת קורונה,297021,8.4,4,0,13,0.2,63,0.2
נקבה,0-9,שנה,250025,9,3,0.1,10,0.4,53,0.4
זכר,10-19,שנה,307239,11,2,0,15,0.6,43,0.3
זכר,10-19,מתחילת קורונה,394399,11.2,4,0,23,0.4,67,0.2
זכר,10-19,6 חודשים,280117,11.1,2,0.1,14,0.8,29,0.3
זכר,10-19,3 חודשים,243350,11.1,1,0.1,9,0.9,20,0.4
זכר,10-19,חודש אחרון,144834,11.1,1,0.1,9,1,12,0.3
נקבה,10-19,חודש אחרון,121379,9.3,1,0.1,6,0.7,8,0.2
נקבה,10-19,6 חודשים,259616,10.3,2,0.1,12,0.7,26,0.3
נקבה,10-19,3 חודשים,222576,10.1,1,0.1,7,0.7,14,0.3
נקבה,10-19,שנה,284869,10.2,3,0.1,15,0.6,39,0.3
נקבה,10-19,מתחילת קורונה,358691,10.2,6,0.1,19,0.3,63,0.2
זכר,20-29,שנה,154464,5.5,13,0.3,36,1.3,131,1
זכר,20-29,חודש אחרון,63617,4.9,2,0.1,8,0.9,22,0.5
זכר,20-29,3 חודשים,118982,5.4,3,0.2,10,1,30,0.6
זכר,20-29,6 חודשים,137484,5.5,6,0.2,20,1.1,70,0.8
זכר,20-29,מתחילת קורונה,219927,6.2,25,0.3,50,0.9,208,0.8
נקבה,20-29,מתחילת קורונה,302003,8.6,20,0.2,55,1,247,0.9
נקבה,20-29,3 חודשים,181059,8.2,4,0.2,11,1,23,0.4
נקבה,20-29,חודש אחרון,98764,7.5,4,0.3,9,1,15,0.4
נקבה,20-29,6 חודשים,206117,8.2,6,0.2,16,0.9,83,0.9
נקבה,20-29,שנה,227857,8.2,10,0.2,25,0.9,136,1
זכר,30-39,3 חודשים,124879,5.7,8,0.4,20,1.9,44,0.8
זכר,30-39,מתחילת קורונה,206876,5.9,50,0.5,91,1.6,567,2.1
זכר,30-39,שנה,158896,5.7,31,0.7,55,2,291,2.2
זכר,30-39,6 חודשים,142928,5.7,17,0.6,34,1.9,171,1.9
זכר,30-39,חודש אחרון,74261,5.7,5,0.3,14,1.6,33,0.8
נקבה,30-39,מתחילת קורונה,296338,8.4,34,0.3,90,1.6,546,2
נקבה,30-39,שנה,241675,8.7,18,0.4,56,2.1,307,2.3
