section,female,male,period,order_period
0-9,"{'amount': 35188, 'percentage': 14.2}","{'amount': 35545, 'percentage': 14.3}",חודש אחרון,5
0-9,"{'amount': 101211, 'percentage': 9.8}","{'amount': 103292, 'percentage': 10}",שנה,2
0-9,"{'amount': 50053, 'percentage': 12.8}","{'amount': 50228, 'percentage': 12.9}",6 חודשים,3
0-9,"{'amount': 49063, 'percentage': 12.9}","{'amount': 49195, 'percentage': 13}",3 חודשים,4
0-9,"{'amount': 110998, 'percentage': 9.2}","{'amount': 113209, 'percentage': 9.3}",מתחילת קורונה,1
10-19,"{'amount': 129819, 'percentage': 10.7}","{'amount': 128883, 'percentage': 10.6}",מתחילת קורונה,1
10-19,"{'amount': 28902, 'percentage': 11.7}","{'amount': 25081, 'percentage': 10.1}",חודש אחרון,5
10-19,"{'amount': 41501, 'percentage': 10.9}","{'amount': 36327, 'percentage': 9.6}",3 חודשים,4
10-19,"{'amount': 42974, 'percentage': 11}","{'amount': 37545, 'percentage': 9.6}",6 חודשים,3
10-19,"{'amount': 113541, 'percentage': 11}","{'amount': 106270, 'percentage': 10.3}",שנה,2
20-29,"{'amount': 31009, 'percentage': 8}","{'amount': 24253, 'percentage': 6.2}",6 חודשים,3
20-29,"{'amount': 30310, 'percentage': 8}","{'amount': 23683, 'percentage': 6.2}",3 חודשים,4
20-29,"{'amount': 20681, 'percentage': 8.3}","{'amount': 15949, 'percentage': 6.4}",חודש אחרון,5
20-29,"{'amount': 112565, 'percentage': 9.3}","{'amount': 96146, 'percentage': 7.9}",מתחילת קורונה,1
20-29,"{'amount': 94259, 'percentage': 9.1}","{'amount': 77944, 'percentage': 7.6}",שנה,2
30-39,"{'amount': 79382, 'percentage': 7.7}","{'amount': 65192, 'percentage': 6.3}",שנה,2
30-39,"{'amount': 31938, 'percentage': 8.2}","{'amount': 23457, 'percentage': 6}",6 חודשים,3
30-39,"{'amount': 31220, 'percentage': 8.2}","{'amount': 22950, 'percentage': 6}",3 חודשים,4
30-39,"{'amount': 20882, 'percentage': 8.4}","{'amount': 15105, 'percentage': 6.1}",חודש אחרון,5
30-39,"{'amount': 92240, 'percentage': 7.6}","{'amount': 77052, 'percentage': 6.4}",מתחילת קורונה,1
40-49,"{'amount': 64267, 'percentage': 6.2}","{'amount': 53686, 'percentage': 5.2}",שנה,2
40-49,"{'amount': 24201, 'percentage': 6.2}","{'amount': 19325, 'percentage': 5}",6 חודשים,3
40-49,"{'amount': 23601, 'percentage': 6.2}","{'amount': 18815, 'percentage': 5}",3 חודשים,4
40-49,"{'amount': 14405, 'percentage': 5.8}","{'amount': 11374, 'percentage': 4.6}",חודש אחרון,5
40-49,"{'amount': 76370, 'percentage': 6.3}","{'amount': 64156, 'percentage': 5.3}",מתחילת קורונה,1
50-59,"{'amount': 13867, 'percentage': 3.6}","{'amount': 11020, 'percentage': 2.8}",6 חודשים,3
50-59,"{'amount': 13499, 'percentage': 3.6}","{'amount': 10758, 'percentage': 2.8}",3 חודשים,4
50-59,"{'amount': 42181, 'percentage': 4.1}","{'amount': 36158, 'percentage': 3.5}",שנה,2
50-59,"{'amount': 51259, 'percentage': 4.2}","{'amount': 44355, 'percentage': 3.7}",מתחילת קורונה,1
50-59,"{'amount': 7339, 'percentage': 3}","{'amount': 5606, 'percentage': 2.3}",חודש אחרון,5
60-69,"{'amount': 8286, 'percentage': 2.2}","{'amount': 7030, 'percentage': 1.9}",3 חודשים,4
60-69,"{'amount': 8568, 'percentage': 2.2}","{'amount': 7246, 'percentage': 1.9}",6 חודשים,3
60-69,"{'amount': 3651, 'percentage': 1.5}","{'amount': 3031, 'percentage': 1.2}",חודש אחרון,5
60-69,"{'amount': 31529, 'percentage': 2.6}","{'amount': 29892, 'percentage': 2.5}",מתחילת קורונה,1
60-69,"{'amount': 25959, 'percentage': 2.5}","{'amount': 24188, 'percentage': 2.3}",שנה,2
70-79,"{'amount': 1750, 'percentage': 0.7}","{'amount': 1360, 'percentage': 0.5}",חודש אחרון,5
70-79,"{'amount': 4481, 'percentage': 1.2}","{'amount': 3859, 'percentage': 1}",3 חודשים,4
70-79,"{'amount': 4638, 'percentage': 1.2}","{'amount': 3999, 'percentage': 1}",6 חודשים,3
70-79,"{'amount': 13602, 'percentage': 1.3}","{'amount': 12353, 'percentage': 1.2}",שנה,2
70-79,"{'amount': 16280, 'percentage': 1.3}","{'amount': 15146, 'percentage': 1.3}",מתחילת קורונה,1
80-89,"{'amount': 2251, 'percentage': 0.6}","{'amount': 1748, 'percentage': 0.5}",3 חודשים,4
80-89,"{'amount': 7743, 'percentage': 0.8}","{'amount': 5634, 'percentage': 0.5}",שנה,2
80-89,"{'amount': 2360, 'percentage': 0.6}","{'amount': 1830, 'percentage': 0.5}",6 חודשים,3
80-89,"{'amount': 963, 'percentage': 0.4}","{'amount': 681, 'percentage': 0.3}",חודש אחרון,5
80-89,"{'amount': 9347, 'percentage': 0.8}","{'amount': 6822, 'percentage': 0.6}",מתחילת קורונה,1
90+,"{'amount': 3445, 'percentage': 0.3}","{'amount': 1667, 'percentage': 0.1}",מתחילת קורונה,1
90+,"{'amount': 306, 'percentage': 0.1}","{'amount': 150, 'percentage': 0.1}",חודש אחרון,5
90+,"{'amount': 690, 'percentage': 0.2}","{'amount': 375, 'percentage': 0.1}",3 חודשים,4
90+,"{'amount': 733, 'percentage': 0.2}","{'amount': 393, 'percentage': 0.1}",6 חודשים,3
90+,"{'amount': 2776, 'percentage': 0.3}","{'amount': 1388, 'percentage': 0.1}",שנה,2
