section,male,female,period,order_period
0-9,"{'amount': 7, 'percentage': 0.2}","{'amount': 7, 'percentage': 0.2}",שנה,2
0-9,"{'amount': 10, 'percentage': 0.2}","{'amount': 10, 'percentage': 0.2}",מתחילת קורונה,1
0-9,"{'amount': 3, 'percentage': 0.6}","{'amount': 0, 'percentage': 0}",חודש אחרון,5
0-9,"{'amount': 3, 'percentage': 0.4}","{'amount': 1, 'percentage': 0.1}",3 חודשים,4
0-9,"{'amount': 3, 'percentage': 0.3}","{'amount': 2, 'percentage': 0.2}",6 חודשים,3
10-19,"{'amount': 4, 'percentage': 0.4}","{'amount': 3, 'percentage': 0.3}",6 חודשים,3
10-19,"{'amount': 3, 'percentage': 0.6}","{'amount': 1, 'percentage': 0.2}",חודש אחרון,5
10-19,"{'amount': 15, 'percentage': 0.3}","{'amount': 10, 'percentage': 0.2}",מתחילת קורונה,1
10-19,"{'amount': 4, 'percentage': 0.6}","{'amount': 1, 'percentage': 0.1}",3 חודשים,4
10-19,"{'amount': 12, 'percentage': 0.3}","{'amount': 7, 'percentage': 0.2}",שנה,2
20-29,"{'amount': 5, 'percentage': 0.7}","{'amount': 5, 'percentage': 0.7}",3 חודשים,4
20-29,"{'amount': 4, 'percentage': 0.8}","{'amount': 4, 'percentage': 0.8}",חודש אחרון,5
20-29,"{'amount': 32, 'percentage': 0.9}","{'amount': 32, 'percentage': 0.9}",שנה,2
20-29,"{'amount': 34, 'percentage': 0.8}","{'amount': 42, 'percentage': 1}",מתחילת קורונה,1
20-29,"{'amount': 11, 'percentage': 1.1}","{'amount': 8, 'percentage': 0.8}",6 חודשים,3
30-39,"{'amount': 72, 'percentage': 1.6}","{'amount': 80, 'percentage': 1.8}",מתחילת קורונה,1
30-39,"{'amount': 53, 'percentage': 1.5}","{'amount': 69, 'percentage': 1.9}",שנה,2
30-39,"{'amount': 13, 'percentage': 2.5}","{'amount': 12, 'percentage': 2.3}",חודש אחרון,5
30-39,"{'amount': 14, 'percentage': 2.1}","{'amount': 13, 'percentage': 1.9}",3 חודשים,4
30-39,"{'amount': 20, 'percentage': 2}","{'amount': 32, 'percentage': 3.2}",6 חודשים,3
40-49,"{'amount': 59, 'percentage': 5.8}","{'amount': 30, 'percentage': 3}",6 חודשים,3
40-49,"{'amount': 37, 'percentage': 5.4}","{'amount': 20, 'percentage': 2.9}",3 חודשים,4
40-49,"{'amount': 31, 'percentage': 6}","{'amount': 19, 'percentage': 3.7}",חודש אחרון,5
40-49,"{'amount': 158, 'percentage': 4.5}","{'amount': 90, 'percentage': 2.5}",שנה,2
40-49,"{'amount': 191, 'percentage': 4.4}","{'amount': 104, 'percentage': 2.4}",מתחילת קורונה,1
50-59,"{'amount': 57, 'percentage': 8.4}","{'amount': 34, 'percentage': 5}",3 חודשים,4
50-59,"{'amount': 49, 'percentage': 9.4}","{'amount': 28, 'percentage': 5.4}",חודש אחרון,5
50-59,"{'amount': 340, 'percentage': 9.6}","{'amount': 155, 'percentage': 4.4}",שנה,2
50-59,"{'amount': 411, 'percentage': 9.4}","{'amount': 180, 'percentage': 4.1}",מתחילת קורונה,1
50-59,"{'amount': 106, 'percentage': 10.4}","{'amount': 64, 'percentage': 6.3}",6 חודשים,3
60-69,"{'amount': 133, 'percentage': 13.1}","{'amount': 105, 'percentage': 10.3}",6 חודשים,3
60-69,"{'amount': 93, 'percentage': 13.7}","{'amount': 71, 'percentage': 10.4}",3 חודשים,4
60-69,"{'amount': 72, 'percentage': 13.8}","{'amount': 53, 'percentage': 10.2}",חודש אחרון,5
60-69,"{'amount': 719, 'percentage': 16.4}","{'amount': 350, 'percentage': 8}",מתחילת קורונה,1
60-69,"{'amount': 579, 'percentage': 16.3}","{'amount': 299, 'percentage': 8.4}",שנה,2
70-79,"{'amount': 146, 'percentage': 14.4}","{'amount': 98, 'percentage': 9.7}",6 חודשים,3
70-79,"{'amount': 81, 'percentage': 15.6}","{'amount': 45, 'percentage': 8.7}",חודש אחרון,5
70-79,"{'amount': 788, 'percentage': 18}","{'amount': 404, 'percentage': 9.2}",מתחילת קורונה,1
70-79,"{'amount': 625, 'percentage': 17.6}","{'amount': 334, 'percentage': 9.4}",שנה,2
70-79,"{'amount': 114, 'percentage': 16.8}","{'amount': 60, 'percentage': 8.8}",3 חודשים,4
80-89,"{'amount': 462, 'percentage': 10.6}","{'amount': 321, 'percentage': 7.3}",מתחילת קורונה,1
80-89,"{'amount': 92, 'percentage': 9.1}","{'amount': 69, 'percentage': 6.8}",6 חודשים,3
80-89,"{'amount': 53, 'percentage': 10.2}","{'amount': 35, 'percentage': 6.7}",חודש אחרון,5
80-89,"{'amount': 70, 'percentage': 10.3}","{'amount': 56, 'percentage': 8.2}",3 חודשים,4
80-89,"{'amount': 361, 'percentage': 10.2}","{'amount': 254, 'percentage': 7.2}",שנה,2
90+,"{'amount': 91, 'percentage': 2.1}","{'amount': 84, 'percentage': 1.9}",מתחילת קורונה,1
90+,"{'amount': 15, 'percentage': 1.5}","{'amount': 15, 'percentage': 1.5}",6 חודשים,3
90+,"{'amount': 11, 'percentage': 1.6}","{'amount': 11, 'percentage': 1.6}",3 חודשים,4
90+,"{'amount': 7, 'percentage': 1.3}","{'amount': 7, 'percentage': 1.3}",חודש אחרון,5
90+,"{'amount': 68, 'percentage': 1.9}","{'amount': 63, 'percentage': 1.8}",שנה,2
