period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,127066,34648,27.27
3_Month,0-9,866237,387260,44.71
6_Month,0-9,1231689,501454,40.71
1_Year,0-9,1485646,617481,41.56
All,0-9,1685868,725448,43.03
1_Month,10-19,136531,32752,23.99
3_Month,10-19,739716,376330,50.87
6_Month,10-19,1144496,537133,46.93
1_Year,10-19,1379050,622563,45.14
All,10-19,1601187,767935,47.96
1_Month,20-29,170854,39558,23.15
3_Month,20-29,650163,257726,39.64
6_Month,20-29,971756,367637,37.83
1_Year,20-29,1192888,428528,35.92
All,20-29,1415620,550705,38.9
1_Month,30-39,173681,44841,25.82
3_Month,30-39,669874,298768,44.6
6_Month,30-39,946038,396669,41.93
1_Year,30-39,1135487,458420,40.37
All,30-39,1315710,545161,41.43
1_Month,40-49,172946,42184,24.39
3_Month,40-49,621631,273967,44.07
6_Month,40-49,862518,363927,42.19
1_Year,40-49,1015331,411574,40.54
All,40-49,1167198,486198,41.66
1_Month,50-59,152950,33552,21.94
3_Month,50-59,475051,184975,38.94
6_Month,50-59,656684,241336,36.75
1_Year,50-59,774118,268580,34.69
All,50-59,898044,326125,36.32
1_Month,60-69,135539,28318,20.89
3_Month,60-69,388031,125373,32.31
6_Month,60-69,534891,165273,30.9
1_Year,60-69,630201,182526,28.96
All,60-69,728486,221143,30.36
1_Month,70-79,93672,18803,20.07
3_Month,70-79,243232,68513,28.17
6_Month,70-79,332778,89554,26.91
1_Year,70-79,394579,98979,25.08
All,70-79,458638,119495,26.05
1_Month,80-89,39961,6876,17.21
3_Month,80-89,94288,26976,28.61
6_Month,80-89,125910,34302,27.24
1_Year,80-89,153965,38819,25.21
All,80-89,194976,49838,25.56
1_Month,90+,10774,1555,14.43
3_Month,90+,23059,6938,30.09
6_Month,90+,29926,8764,29.29
1_Year,90+,37042,9954,26.87
All,90+,50772,13633,26.85
