cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
אבו ג'ווייעד (שבט),קטן מ-15,אין מידע,20,43.02,5.87,צהוב,4649
אבו גוש,קטן מ-15,אין מידע,40,50.88,3.79,ירוק,7862
אבו סנאן,קטן מ-15,אין מידע,37,25.86,4.39,ירוק,14306
אבן יהודה,28,27.72,101,71.96,6.6,כתום,14036
אום אל-פחם,קטן מ-15,אין מידע,18,3.17,2.81,ירוק,56713
אופקים,24,21.05,114,35.21,6.41,כתום,32378
אור יהודה,22,17.60,125,34.17,5.92,צהוב,36587
אור עקיבא,קטן מ-15,אין מידע,80,41.20,7.2,כתום,19417
אורנית,קטן מ-15,אין מידע,57,63.26,6.08,כתום,9010
אזור,קטן מ-15,אין מידע,51,38.55,6.72,כתום,13228
אילת,31,17.03,182,34.66,6.62,כתום,52507
אכסאל,קטן מ-15,אין מידע,19,12.63,4.16,ירוק,15039
אלעד,קטן מ-15,אין מידע,21,4.27,3.24,ירוק,49179
אלפי מנשה,קטן מ-15,אין מידע,31,38.70,6,כתום,8011
אלקנה,קטן מ-15,אין מידע,43,108.61,7.01,כתום,3959
אפרת,19,33.93,56,49.04,7.42,כתום,11420
אריאל,קטן מ-15,אין מידע,77,37.58,6.41,כתום,20488
אשדוד,115,15.25,754,33.31,6.65,כתום,226329
אשקלון,122,15.95,765,52.24,7.04,כתום,146442
באקה אל-גרביה,קטן מ-15,אין מידע,22,7.23,4.25,ירוק,30448
באר יעקב,34,26.98,126,43.72,6.03,כתום,28818
באר שבע,206,17.28,1192,56.59,6.99,כתום,210624
בית אריה,קטן מ-15,אין מידע,18,33.70,5.24,צהוב,5342
בית דגן,קטן מ-15,אין מידע,31,42.48,5.5,צהוב,7298
בית שאן,קטן מ-15,אין מידע,107,56.38,5.47,צהוב,18980
בית שמש,24,21.82,110,8.32,3.98,ירוק,132210
בני ברק,קטן מ-15,אין מידע,97,4.66,2.55,ירוק,208031
"בני עי""ש",קטן מ-15,אין מידע,17,24.63,5.87,צהוב,6902
בנימינה-גבעת עדה,19,24.36,78,48.84,6.24,כתום,15971
בת חפר,קטן מ-15,אין מידע,20,37.89,4.4,ירוק,5278
בת ים,70,12.94,541,42.34,6.42,כתום,127772
ג'דיידה-מכר,קטן מ-15,אין מידע,23,10.78,2.81,ירוק,21331
גבעת זאב,קטן מ-15,אין מידע,43,22.39,5.14,צהוב,19205
גבעת שמואל,24,18.46,130,47.73,6.06,כתום,27236
גבעתיים,50,17.24,290,47.64,6.56,כתום,60872
גדרה,32,25.60,125,43.40,5.64,צהוב,28805
גן יבנה,19,20.65,92,38.51,6.73,כתום,23887
גני תקווה,20,17.24,116,53.93,6.23,כתום,21508
דאלית אל-כרמל,קטן מ-15,אין מידע,19,10.64,5,צהוב,17862
