age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,203165,77933,1505185,13.5,5.2
20-29,612566,241405,1277634,47.9,18.9
30-39,658621,281395,1186386,55.5,23.7
40-49,734339,488698,1080768,67.9,45.2
50-59,635935,500361,832687,76.4,60.1
60-69,598864,536418,735380,81.4,72.9
70-79,448232,416686,462148,97,90.2
80-89,200057,184289,222547,89.9,82.8
90+,47114,42390,50589,93.1,83.8
