name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,95.18987274169922,47
יוספטל,,27.69230842590332,10
שמיר,,73.51290893554688,40
וולפסון,,74.08492279052734,20
זיו צפת,,68.87608337402344,20
הלל יפה,,90.48543548583984,21
נהריה,,80.22129821777344,18
ברזילי,,76.98675537109375,28
פוריה,,58.87323760986328,5
סוראסקי,,115.20068359375,55
בני ציון,,85.21939849853516,11
רבין ק. בילינסון,,83.59281158447266,39
סורוקה,,77.82571411132812,16
מאיר,,73.13624572753906,12
קפלן,,72.92418670654297,27
"רמב""ם",,94.26229858398438,23
הכרמל,,78.5276107788086,7
השרון ק. גולדה,,53.11203384399414,7
הדסה עין כרם,,,60
הסקוטי,,34.58646774291992,2
המשפחה הקדושה,,,0
סנט ג'וזף,,,2
שערי צדק,,108.3538055419922,33
אל מקאסד,,,0
לניאדו,,91.92200469970703,20
אוגוסטה ויקטוריה,,,1
מעייני הישועה,,103.1645584106445,14
אסותא אשדוד,,,4
שניידר,,,0
סנט וינסנט,,27.61194038391113,1
המרכזי בעמק,,74.6551742553711,24
