section,male,female,period
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 0.1}",6 חודשים
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",3 חודשים
0-9,"{'amount': 7, 'percentage': 0.1}","{'amount': 5, 'percentage': 0}",מתחילת קורונה
0-9,"{'amount': 5, 'percentage': 0.1}","{'amount': 2, 'percentage': 0}",שנה
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",3 חודשים
10-19,"{'amount': 7, 'percentage': 0.1}","{'amount': 8, 'percentage': 0.1}",מתחילת קורונה
10-19,"{'amount': 1, 'percentage': 0.1}","{'amount': 1, 'percentage': 0.1}",6 חודשים
10-19,"{'amount': 5, 'percentage': 0.1}","{'amount': 4, 'percentage': 0.1}",שנה
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
20-29,"{'amount': 1, 'percentage': 0.1}","{'amount': 0, 'percentage': 0}",3 חודשים
20-29,"{'amount': 1, 'percentage': 0.4}","{'amount': 0, 'percentage': 0}",חודש אחרון
20-29,"{'amount': 2, 'percentage': 0.1}","{'amount': 0, 'percentage': 0}",6 חודשים
20-29,"{'amount': 25, 'percentage': 0.2}","{'amount': 22, 'percentage': 0.2}",מתחילת קורונה
20-29,"{'amount': 6, 'percentage': 0.1}","{'amount': 8, 'percentage': 0.2}",שנה
30-39,"{'amount': 4, 'percentage': 0.3}","{'amount': 4, 'percentage': 0.3}",6 חודשים
30-39,"{'amount': 0, 'percentage': 0}","{'amount': 2, 'percentage': 0.3}",3 חודשים
30-39,"{'amount': 53, 'percentage': 0.5}","{'amount': 40, 'percentage': 0.3}",מתחילת קורונה
30-39,"{'amount': 22, 'percentage': 0.5}","{'amount': 17, 'percentage': 0.4}",שנה
30-39,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 0.4}",חודש אחרון
40-49,"{'amount': 54, 'percentage': 1.2}","{'amount': 24, 'percentage': 0.5}",שנה
40-49,"{'amount': 4, 'percentage': 0.6}","{'amount': 3, 'percentage': 0.4}",3 חודשים
40-49,"{'amount': 124, 'percentage': 1.1}","{'amount': 79, 'percentage': 0.7}",מתחילת קורונה
40-49,"{'amount': 8, 'percentage': 0.6}","{'amount': 5, 'percentage': 0.3}",6 חודשים
40-49,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
50-59,"{'amount': 140, 'percentage': 3}","{'amount': 73, 'percentage': 1.6}",שנה
50-59,"{'amount': 11, 'percentage': 1.5}","{'amount': 4, 'percentage': 0.6}",3 חודשים
50-59,"{'amount': 34, 'percentage': 2.4}","{'amount': 12, 'percentage': 0.8}",6 חודשים
50-59,"{'amount': 398, 'percentage': 3.4}","{'amount': 203, 'percentage': 1.8}",מתחילת קורונה
50-59,"{'amount': 4, 'percentage': 1.7}","{'amount': 2, 'percentage': 0.8}",חודש אחרון
60-69,"{'amount': 353, 'percentage': 7.5}","{'amount': 237, 'percentage': 5.1}",שנה
60-69,"{'amount': 38, 'percentage': 5.2}","{'amount': 12, 'percentage': 1.7}",3 חודשים
60-69,"{'amount': 92, 'percentage': 6.4}","{'amount': 51, 'percentage': 3.6}",6 חודשים
60-69,"{'amount': 1034, 'percentage': 8.9}","{'amount': 568, 'percentage': 4.9}",מתחילת קורונה
60-69,"{'amount': 12, 'percentage': 5.1}","{'amount': 5, 'percentage': 2.1}",חודש אחרון
70-79,"{'amount': 634, 'percentage': 13.5}","{'amount': 470, 'percentage': 10}",שנה
70-79,"{'amount': 202, 'percentage': 14.1}","{'amount': 135, 'percentage': 9.4}",6 חודשים
70-79,"{'amount': 99, 'percentage': 13.7}","{'amount': 65, 'percentage': 9}",3 חודשים
70-79,"{'amount': 1738, 'percentage': 15}","{'amount': 1105, 'percentage': 9.5}",מתחילת קורונה
70-79,"{'amount': 32, 'percentage': 13.5}","{'amount': 19, 'percentage': 8}",חודש אחרון
80-89,"{'amount': 130, 'percentage': 18}","{'amount': 131, 'percentage': 18.1}",3 חודשים
80-89,"{'amount': 2039, 'percentage': 17.6}","{'amount': 1876, 'percentage': 16.2}",מתחילת קורונה
80-89,"{'amount': 261, 'percentage': 18.2}","{'amount': 239, 'percentage': 16.7}",6 חודשים
80-89,"{'amount': 834, 'percentage': 17.8}","{'amount': 795, 'percentage': 17}",שנה
80-89,"{'amount': 53, 'percentage': 22.4}","{'amount': 35, 'percentage': 14.8}",חודש אחרון
90+,"{'amount': 175, 'percentage': 12.2}","{'amount': 207, 'percentage': 14.4}",6 חודשים
90+,"{'amount': 25, 'percentage': 10.5}","{'amount': 48, 'percentage': 20.3}",חודש אחרון
90+,"{'amount': 99, 'percentage': 13.7}","{'amount': 125, 'percentage': 17.3}",3 חודשים
90+,"{'amount': 971, 'percentage': 8.4}","{'amount': 1275, 'percentage': 11}",מתחילת קורונה
90+,"{'amount': 444, 'percentage': 9.5}","{'amount': 561, 'percentage': 12}",שנה
