cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
Abu Sinan,קטן מ-15,אין מידע,30,20.97,4.75,צהוב,14306
Afula,קטן מ-15,אין מידע,127,22.34,5.41,צהוב,56844
Akko,קטן מ-15,אין מידע,119,24.03,5.11,צהוב,49517
Ar'ara,קטן מ-15,אין מידע,26,10.19,3.17,ירוק,25525
Arad,קטן מ-15,אין מידע,30,11.04,5.96,צהוב,27170
Ari'el,קטן מ-15,אין מידע,27,13.18,4.6,צהוב,20488
Arrabe,קטן מ-15,אין מידע,24,9.13,3.92,ירוק,26274
Ashdod,20,6.23,321,14.18,5.19,צהוב,226329
Ashqelon,35,9.14,383,26.15,5.54,צהוב,146442
Azor,קטן מ-15,אין מידע,30,22.68,4.35,ירוק,13228
Baqa Al-Gharbiyye,קטן מ-15,אין מידע,27,8.87,5.4,צהוב,30448
Bat Yam,21,7.61,276,21.60,5.21,צהוב,127772
Be'er Sheva,45,9.70,464,22.03,5.09,צהוב,210624
Be'er Ya'aqov,קטן מ-15,אין מידע,30,10.41,5.37,צהוב,28818
Bene Beraq,קטן מ-15,אין מידע,86,4.13,1.43,ירוק,208031
Bet She'an,קטן מ-15,אין מידע,53,27.92,3.87,ירוק,18980
Bet Shemesh,קטן מ-15,אין מידע,67,5.07,4.47,ירוק,132210
Bi'ne,קטן מ-15,אין מידע,16,19.00,5.47,צהוב,8421
Binyamina-Giv'at Ada,קטן מ-15,אין מידע,42,26.30,5.28,צהוב,15971
Deir Al-Asad,קטן מ-15,אין מידע,19,14.95,4.93,צהוב,12710
Deir Hanna,קטן מ-15,אין מידע,21,20.08,4.47,ירוק,10459
Dimona,קטן מ-15,אין מידע,56,16.02,4.86,צהוב,34954
Elat,קטן מ-15,אין מידע,56,10.67,5.07,צהוב,52507
Even Yehuda,קטן מ-15,אין מידע,37,26.36,5.26,צהוב,14036
Gan Yavne,קטן מ-15,אין מידע,26,10.88,7.17,כתום,23887
Ganne Tiqwa,קטן מ-15,אין מידע,44,20.46,4.42,ירוק,21508
Gedera,קטן מ-15,אין מידע,42,14.58,6.57,כתום,28805
Giv'at Shemu'el,קטן מ-15,אין מידע,45,16.52,5.31,צהוב,27236
Giv'atayim,קטן מ-15,אין מידע,111,18.23,5.23,צהוב,60872
Hadera,קטן מ-15,אין מידע,188,19.00,5.17,צהוב,98928
Haifa,43,5.51,780,27.37,6.07,כתום,284981
Harish,0,0,28,14.28,5.72,צהוב,19608
Herzliyya,16,6.72,238,23.99,5.38,צהוב,99208
Hod Hasharon,קטן מ-15,אין מידע,127,19.61,4.75,צהוב,64755
Holon,25,7.23,346,17.61,4.98,צהוב,196510
I'billin,קטן מ-15,אין מידע,16,11.84,4.49,ירוק,13515
Jerusalem,47,6.46,728,7.64,4.05,ירוק,952916
Kafar Kanna,קטן מ-15,אין מידע,19,8.17,3.93,ירוק,23251
Kafar Qara,קטן מ-15,אין מידע,32,16.55,7.06,כתום,19330
Karmi'el,קטן מ-15,אין מידע,123,26.63,6.66,כתום,46190
Kefar Sava,22,7.86,280,27.54,5.02,צהוב,101664
Kefar Yona,קטן מ-15,אין מידע,40,15.30,5.34,צהוב,26140
Kokhav Ya'ir,קטן מ-15,אין מידע,18,20.60,6.52,כתום,8738
Lehavim,קטן מ-15,אין מידע,21,31.62,8,אדום,6641
Lod,קטן מ-15,אין מידע,99,12.25,4.4,ירוק,80786
Ma'ale Adummim,קטן מ-15,אין מידע,39,10.32,5.16,צהוב,37802
Ma'alot-Tarshiha,קטן מ-15,אין מידע,30,13.54,5.05,צהוב,22158
Mazkeret Batya,קטן מ-15,אין מידע,20,13.25,4.12,ירוק,15095
Metar,קטן מ-15,אין מידע,18,18.07,4.93,צהוב,9963
Mevasseret Ziyyon,קטן מ-15,אין מידע,55,22.59,6.26,כתום,24347
Migdal Haemeq,קטן מ-15,אין מידע,41,15.90,6.35,כתום,25790
Modi'in-Makkabbim-Re'ut,קטן מ-15,אין מידע,156,16.47,6.32,כתום,94744
Mughar,קטן מ-15,אין מידע,35,15.04,5.76,צהוב,23271
Nahariyya,17,12.14,140,23.65,6.74,כתום,59189
Nazareth,קטן מ-15,אין מידע,102,13.12,4.91,צהוב,77734
Nes Ziyyona,קטן מ-15,אין מידע,82,16.23,5.91,צהוב,50532
Nesher,קטן מ-15,אין מידע,51,21.30,5.85,צהוב,23947
Netanya,31,8.54,363,16.24,5.08,צהוב,223562
Netivot,קטן מ-15,אין מידע,56,14.19,6.24,כתום,39456
Nof Hagalil,קטן מ-15,אין מידע,83,19.79,5.23,צהוב,41950
Ofaqim,קטן מ-15,אין מידע,33,10.19,5.89,צהוב,32378
Omer,0,0,17,22.46,6.02,כתום,7569
Or Aqiva,קטן מ-15,אין מידע,42,21.63,5.13,צהוב,19417
Or Yehuda,קטן מ-15,אין מידע,73,19.95,5.29,צהוב,36587
Oranit,קטן מ-15,אין מידע,20,22.20,9.9,אדום,9010
Pardes Hanna-Karkur,קטן מ-15,אין מידע,79,18.10,5.17,צהוב,43646
Pardesiyya,קטן מ-15,אין מידע,18,27.08,5.47,צהוב,6647
Petah Tiqwa,44,7.46,590,23.56,5.72,צהוב,250427
Qadima-Zoran,קטן מ-15,אין מידע,32,14.09,5.09,צהוב,22711
Qalansawe,קטן מ-15,אין מידע,19,8.10,4.11,ירוק,23471
Qiryat Atta,קטן מ-15,אין מידע,119,20.07,5.36,צהוב,59291
Qiryat Bialik,קטן מ-15,אין מידע,124,29.78,5.94,צהוב,41645
Qiryat Gat,קטן מ-15,אין מידע,97,16.57,4.9,צהוב,58550
Qiryat Mal'akhi,קטן מ-15,אין מידע,30,12.32,3.68,ירוק,24346
Qiryat Motzkin,קטן מ-15,אין מידע,123,27.06,5.56,צהוב,45461
Qiryat Ono,קטן מ-15,אין מידע,93,22.81,5.78,צהוב,40778
Qiryat Shemona,קטן מ-15,אין מידע,50,22.25,5.66,צהוב,22470
Qiryat Tiv'on,קטן מ-15,אין מידע,92,50.37,6.95,כתום,18266
Qiryat Yam,קטן מ-15,אין מידע,123,31.23,5.59,צהוב,39389
Ra'annana,קטן מ-15,אין מידע,161,20.92,4.87,צהוב,76958
Rahat,קטן מ-15,אין מידע,24,3.26,2.19,ירוק,73671
Ramat Gan,16,4.38,365,21.89,5.21,צהוב,166746
Ramat Hasharon,קטן מ-15,אין מידע,66,13.90,4.55,צהוב,47482
Ramat Yishay,קטן מ-15,אין מידע,18,22.80,7.18,כתום,7896
Ramla,קטן מ-15,אין מידע,143,18.59,5.33,צהוב,76903
Rehovot,22,8.73,252,17.24,6.05,כתום,146213
Reine,קטן מ-15,אין מידע,17,8.88,4.39,ירוק,19134
Rishon Leziyyon,38,7.16,531,20.75,5.73,צהוב,255891
Rosh Haayin,18,15.00,120,17.82,6.09,כתום,67337
Sakhnin,קטן מ-15,אין מידע,39,12.10,3.43,ירוק,32220
Sederot,קטן מ-15,אין מידע,37,12.80,6.1,כתום,28899
Shefar'am,קטן מ-15,אין מידע,70,16.51,5.05,צהוב,42400
Shoham,קטן מ-15,אין מידע,21,9.99,2.77,ירוק,21029
Tamra,קטן מ-15,אין מידע,28,8.03,4.31,ירוק,34859
Tayibe,קטן מ-15,אין מידע,31,6.95,4.11,ירוק,44582
Tel Aviv - Yafo,45,5.23,861,17.19,5.05,צהוב,501015
Tel Mond,קטן מ-15,אין מידע,20,14.86,5.32,צהוב,13461
Tiberias,קטן מ-15,אין מידע,113,24.73,4.63,צהוב,45686
Tirat Karmel,קטן מ-15,אין מידע,72,29.65,7.45,כתום,24285
Tire,קטן מ-15,אין מידע,38,14.09,5.54,צהוב,26972
Umm Al-Fahm,קטן מ-15,אין מידע,54,9.52,4.07,ירוק,56713
Yafi,קטן מ-15,אין מידע,19,9.85,3.89,ירוק,19298
Yavne,קטן מ-15,אין מידע,87,17.48,6.13,כתום,49759
Yehud,קטן מ-15,אין מידע,62,20.66,5.88,צהוב,30003
Yeroham,קטן מ-15,אין מידע,16,14.98,4.54,צהוב,10680
Yoqne'am Illit,קטן מ-15,אין מידע,46,19.12,6.87,כתום,24061
Zefat,קטן מ-15,אין מידע,34,9.33,4.62,צהוב,36423
Zikhron Ya'aqov,קטן מ-15,אין מידע,48,20.42,5.07,צהוב,23503
