period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,19427,5270,27.13
3_Month,0-9,102930,42976,41.75
6_Month,0-9,349089,109447,31.35
1_Year,0-9,1432363,625914,43.7
All,0-9,1710311,764666,44.71
1_Month,10-19,20525,4263,20.77
3_Month,10-19,103561,41174,39.76
6_Month,10-19,367558,106052,28.85
1_Year,10-19,1320877,636003,48.15
All,10-19,1627689,805504,49.49
1_Month,20-29,30251,7715,25.5
3_Month,20-29,130512,53080,40.67
6_Month,20-29,488212,120436,24.67
1_Year,20-29,1169632,460606,39.38
All,20-29,1468851,600415,40.88
1_Month,30-39,33918,9300,27.42
3_Month,30-39,146248,65665,44.9
6_Month,30-39,482773,144737,29.98
1_Year,30-39,1121561,503759,44.92
All,30-39,1368602,607984,44.42
1_Month,40-49,33021,9294,28.15
3_Month,40-49,143158,66236,46.27
6_Month,40-49,458520,141989,30.97
1_Year,40-49,1006719,461095,45.8
All,40-49,1215804,551366,45.35
1_Month,50-59,31715,9113,28.73
3_Month,50-59,131666,62826,47.72
6_Month,50-59,404742,122850,30.35
1_Year,50-59,785428,323584,41.2
All,50-59,950922,390929,41.11
1_Month,60-69,35594,10666,29.97
3_Month,60-69,140299,68344,48.71
6_Month,60-69,369589,119154,32.24
1_Year,60-69,653993,248877,38.05
All,60-69,784068,294542,37.57
1_Month,70-79,35372,10183,28.79
3_Month,70-79,125438,61235,48.82
6_Month,70-79,265217,95842,36.14
1_Year,70-79,426036,161349,37.87
All,70-79,507930,186284,36.68
1_Month,80-89,24876,5228,21.02
3_Month,80-89,64906,26703,41.14
6_Month,80-89,105815,39310,37.15
1_Year,80-89,166197,65077,39.16
All,80-89,215910,78048,36.15
1_Month,90+,8332,1472,17.67
3_Month,90+,18401,6567,35.69
6_Month,90+,25891,9480,36.62
1_Year,90+,39544,16175,40.9
All,90+,56109,20318,36.21
