period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,12014,2147,17.87
3_Month,0-9,89956,41554,46.19
6_Month,0-9,321180,96426,30.02
1_Year,0-9,1386665,596134,42.99
All,0-9,1710941,765164,44.72
1_Month,10-19,13903,2179,15.67
3_Month,10-19,90951,38903,42.77
6_Month,10-19,339101,92865,27.39
1_Year,10-19,1281815,613877,47.89
All,10-19,1628164,806061,49.51
1_Month,20-29,22088,3667,16.6
3_Month,20-29,121073,50597,41.79
6_Month,20-29,456092,111070,24.35
1_Year,20-29,1141014,444396,38.95
All,20-29,1469803,601254,40.91
1_Month,30-39,23046,4382,19.01
3_Month,30-39,137415,62741,45.66
6_Month,30-39,452310,134029,29.63
1_Year,30-39,1096990,489200,44.59
All,30-39,1369507,609007,44.47
1_Month,40-49,23051,4606,19.98
3_Month,40-49,134966,63190,46.82
6_Month,40-49,431225,132165,30.65
1_Year,40-49,987855,450977,45.65
All,40-49,1216667,552520,45.41
1_Month,50-59,23081,4608,19.96
3_Month,50-59,124206,59845,48.18
6_Month,50-59,382894,116168,30.34
1_Year,50-59,772767,319248,41.31
All,50-59,951852,392247,41.21
1_Month,60-69,26278,5692,21.66
3_Month,60-69,133027,65325,49.11
6_Month,60-69,353605,115367,32.63
1_Year,60-69,644965,247627,38.39
All,60-69,785217,296240,37.73
1_Month,70-79,26498,5619,21.21
3_Month,70-79,120169,58560,48.73
6_Month,70-79,257164,94396,36.71
1_Year,70-79,421294,161650,38.37
All,70-79,509261,187994,36.92
1_Month,80-89,18692,2710,14.5
3_Month,80-89,63357,25869,40.83
6_Month,80-89,103750,38871,37.47
1_Year,80-89,164011,65040,39.66
All,80-89,216644,78723,36.34
1_Month,90+,6361,776,12.2
3_Month,90+,18140,6433,35.46
6_Month,90+,25568,9375,36.67
1_Year,90+,39000,16198,41.53
All,90+,56341,20515,36.41
