section,female,male,period
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
0-9,"{'amount': 9, 'percentage': 0.3}","{'amount': 5, 'percentage': 0.1}",שנה
0-9,"{'amount': 6, 'percentage': 0.3}","{'amount': 3, 'percentage': 0.1}",6 חודשים
0-9,"{'amount': 4, 'percentage': 0.6}","{'amount': 1, 'percentage': 0.2}",3 חודשים
0-9,"{'amount': 9, 'percentage': 0.2}","{'amount': 7, 'percentage': 0.2}",מתחילת קורונה
10-19,"{'amount': 8, 'percentage': 0.2}","{'amount': 12, 'percentage': 0.3}",מתחילת קורונה
10-19,"{'amount': 1, 'percentage': 1}","{'amount': 0, 'percentage': 0}",חודש אחרון
10-19,"{'amount': 3, 'percentage': 0.5}","{'amount': 2, 'percentage': 0.3}",3 חודשים
10-19,"{'amount': 3, 'percentage': 0.1}","{'amount': 6, 'percentage': 0.3}",6 חודשים
10-19,"{'amount': 7, 'percentage': 0.2}","{'amount': 10, 'percentage': 0.3}",שנה
20-29,"{'amount': 20, 'percentage': 1}","{'amount': 23, 'percentage': 1.1}",6 חודשים
20-29,"{'amount': 7, 'percentage': 1.1}","{'amount': 13, 'percentage': 2}",3 חודשים
20-29,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
20-29,"{'amount': 36, 'percentage': 1}","{'amount': 31, 'percentage': 0.8}",מתחילת קורונה
20-29,"{'amount': 33, 'percentage': 1}","{'amount': 29, 'percentage': 0.8}",שנה
30-39,"{'amount': 63, 'percentage': 1.8}","{'amount': 47, 'percentage': 1.4}",שנה
30-39,"{'amount': 47, 'percentage': 2.3}","{'amount': 32, 'percentage': 1.6}",6 חודשים
30-39,"{'amount': 27, 'percentage': 4.1}","{'amount': 16, 'percentage': 2.4}",3 חודשים
30-39,"{'amount': 5, 'percentage': 5.1}","{'amount': 2, 'percentage': 2}",חודש אחרון
30-39,"{'amount': 66, 'percentage': 1.8}","{'amount': 58, 'percentage': 1.6}",מתחילת קורונה
40-49,"{'amount': 78, 'percentage': 2.3}","{'amount': 149, 'percentage': 4.3}",שנה
40-49,"{'amount': 54, 'percentage': 2.6}","{'amount': 102, 'percentage': 5}",6 חודשים
40-49,"{'amount': 23, 'percentage': 3.5}","{'amount': 52, 'percentage': 7.9}",3 חודשים
40-49,"{'amount': 1, 'percentage': 1}","{'amount': 16, 'percentage': 16.2}",חודש אחרון
40-49,"{'amount': 83, 'percentage': 2.2}","{'amount': 162, 'percentage': 4.4}",מתחילת קורונה
50-59,"{'amount': 89, 'percentage': 4.4}","{'amount': 208, 'percentage': 10.2}",6 חודשים
50-59,"{'amount': 47, 'percentage': 7.1}","{'amount': 80, 'percentage': 12.1}",3 חודשים
50-59,"{'amount': 141, 'percentage': 4.1}","{'amount': 326, 'percentage': 9.5}",שנה
50-59,"{'amount': 146, 'percentage': 3.9}","{'amount': 354, 'percentage': 9.6}",מתחילת קורונה
50-59,"{'amount': 13, 'percentage': 13.1}","{'amount': 20, 'percentage': 20.2}",חודש אחרון
60-69,"{'amount': 61, 'percentage': 9.2}","{'amount': 88, 'percentage': 13.3}",3 חודשים
60-69,"{'amount': 169, 'percentage': 8.3}","{'amount': 330, 'percentage': 16.1}",6 חודשים
60-69,"{'amount': 9, 'percentage': 9.1}","{'amount': 11, 'percentage': 11.1}",חודש אחרון
60-69,"{'amount': 284, 'percentage': 7.7}","{'amount': 630, 'percentage': 17}",מתחילת קורונה
60-69,"{'amount': 273, 'percentage': 8}","{'amount': 588, 'percentage': 17.1}",שנה
70-79,"{'amount': 7, 'percentage': 7.1}","{'amount': 6, 'percentage': 6.1}",חודש אחרון
70-79,"{'amount': 63, 'percentage': 9.5}","{'amount': 80, 'percentage': 12.1}",3 חודשים
70-79,"{'amount': 198, 'percentage': 9.7}","{'amount': 342, 'percentage': 16.7}",6 חודשים
70-79,"{'amount': 318, 'percentage': 9.3}","{'amount': 622, 'percentage': 18.1}",שנה
70-79,"{'amount': 338, 'percentage': 9.1}","{'amount': 675, 'percentage': 18.2}",מתחילת קורונה
80-89,"{'amount': 33, 'percentage': 5}","{'amount': 46, 'percentage': 6.9}",3 חודשים
80-89,"{'amount': 248, 'percentage': 7.2}","{'amount': 354, 'percentage': 10.3}",שנה
80-89,"{'amount': 154, 'percentage': 7.5}","{'amount': 189, 'percentage': 9.2}",6 חודשים
80-89,"{'amount': 3, 'percentage': 3}","{'amount': 4, 'percentage': 4}",חודש אחרון
80-89,"{'amount': 268, 'percentage': 7.2}","{'amount': 389, 'percentage': 10.5}",מתחילת קורונה
90+,"{'amount': 72, 'percentage': 1.9}","{'amount': 78, 'percentage': 2.1}",מתחילת קורונה
90+,"{'amount': 1, 'percentage': 1}","{'amount': 0, 'percentage': 0}",חודש אחרון
90+,"{'amount': 10, 'percentage': 1.5}","{'amount': 6, 'percentage': 0.9}",3 חודשים
90+,"{'amount': 36, 'percentage': 1.8}","{'amount': 33, 'percentage': 1.6}",6 חודשים
90+,"{'amount': 63, 'percentage': 1.8}","{'amount': 66, 'percentage': 1.9}",שנה
