coronaOccupancy,isolatedTeam,name,normalOccupancy
170,106,הדסה עין כרם,119.9730072021484
110.00000000000001,77,שערי צדק,103.6855010986328
108,75,שמיר (אסף הרופא),66.8911361694336
104,70,סוראסקי,103.8428726196289
86,57,שיבא,99.55696105957031
76,45,וולפסון,65.59297180175781
76,48,קפלן,94.94584655761719
72,91,סורוקה,68.02780151367188
70,20,הלל יפה,83.88349151611328
70,33,מאיר,78.14910125732422
64,29,ברזילי,76.66666412353516
52,84,לניאדו,0.835654616355896
52,82,רבין ק. בילינסון,93.77245330810547
50,64,מעייני הישועה,86.58146667480469
48,28,אסותא אשדוד,
44,120,"רמב""ם",91.75257873535156
40,40,המרכזי בעמק,76.20689392089844
36,20,השרון ק. גולדה,57.26140975952148
32,129,נהריה,79.94467163085938
30,23,פוריה,65.63380432128906
24,29,בני ציון,82.44803619384766
12,8,זיו צפת,79.53890228271484
8,30,שניידר,73.417724609375
0,0,מ.גריאטרי פרדס חנה,
0,8,יוספטל,55.38461685180664
0,0,נאות התיכון,
0,0,סנט ג'וזף,
0,21,הסקוטי,99.24812316894531
0,0,"מר""ג דורות נתניה",
0,0,עמל בשרון - רעננה,
0,21,הכרמל,70.96114349365234
0,0,אל מקאסד,
0,16,המשפחה הקדושה,164.1666717529297
0,0,הסהר האדום,
0,23,הר הצופים,84.72222137451172
0,44,הצרפתי,58.95522308349609
0,4,אלישע,
0,1,אסותא באר שבע,
0,3,אסותא חיפה,
0,9,אסותא רמת החייל,
0,2,אסותא ראשון לציון,
