age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,359529,327142,1538337,23.4,21.3
20-29,1006049,927408,1300361,77.4,71.3
30-39,974264,913965,1197026,81.4,76.4
40-49,933966,881408,1098556,85,80.2
50-59,759753,717889,849966,89.4,84.5
60-69,670005,641737,741639,90.3,86.5
70-79,481221,466444,490784,98.1,95
80-89,215952,209241,225538,95.7,92.8
90+,50713,48429,51496,98.5,94
