day_date,flue_vaccinations_amount_cum
2021-07-01T00:00:00.000Z,3409
2021-07-02T00:00:00.000Z,3774
2021-07-03T00:00:00.000Z,3841
2021-07-04T00:00:00.000Z,8209
2021-07-05T00:00:00.000Z,12305
2021-07-06T00:00:00.000Z,16669
2021-07-07T00:00:00.000Z,20757
2021-07-08T00:00:00.000Z,24433
2021-07-09T00:00:00.000Z,24834
2021-07-10T00:00:00.000Z,24913
2021-07-11T00:00:00.000Z,29493
2021-07-12T00:00:00.000Z,34002
2021-07-13T00:00:00.000Z,38440
2021-07-14T00:00:00.000Z,42527
2021-07-15T00:00:00.000Z,46221
2021-07-16T00:00:00.000Z,46636
2021-07-17T00:00:00.000Z,46712
2021-07-18T00:00:00.000Z,49057
2021-07-19T00:00:00.000Z,52969
2021-07-20T00:00:00.000Z,56174
2021-07-21T00:00:00.000Z,58993
2021-07-22T00:00:00.000Z,61595
2021-07-23T00:00:00.000Z,61886
2021-07-24T00:00:00.000Z,61969
2021-07-25T00:00:00.000Z,66323
2021-07-26T00:00:00.000Z,71033
2021-07-27T00:00:00.000Z,74901
2021-07-28T00:00:00.000Z,78733
2021-07-29T00:00:00.000Z,82119
2021-07-30T00:00:00.000Z,82437
2021-07-31T00:00:00.000Z,82537
2021-08-01T00:00:00.000Z,86577
2021-08-02T00:00:00.000Z,90239
2021-08-03T00:00:00.000Z,93788
2021-08-04T00:00:00.000Z,97193
2021-08-05T00:00:00.000Z,100199
2021-08-06T00:00:00.000Z,100506
2021-08-07T00:00:00.000Z,100576
2021-08-08T00:00:00.000Z,104905
2021-08-09T00:00:00.000Z,108976
2021-08-10T00:00:00.000Z,112888
2021-08-11T00:00:00.000Z,116810
2021-08-12T00:00:00.000Z,120174
2021-08-13T00:00:00.000Z,120538
2021-08-14T00:00:00.000Z,120619
2021-08-15T00:00:00.000Z,124761
2021-08-16T00:00:00.000Z,129093
2021-08-17T00:00:00.000Z,133458
2021-08-18T00:00:00.000Z,137322
2021-08-19T00:00:00.000Z,140432
2021-08-20T00:00:00.000Z,140730
2021-08-21T00:00:00.000Z,140828
2021-08-22T00:00:00.000Z,144750
2021-08-23T00:00:00.000Z,148843
2021-08-24T00:00:00.000Z,152518
2021-08-25T00:00:00.000Z,155898
2021-08-26T00:00:00.000Z,158759
2021-08-27T00:00:00.000Z,159135
2021-08-28T00:00:00.000Z,159245
2021-08-29T00:00:00.000Z,163145
2021-08-30T00:00:00.000Z,166871
2021-08-31T00:00:00.000Z,169987
2021-09-01T00:00:00.000Z,172741
2021-09-02T00:00:00.000Z,175945
2021-09-03T00:00:00.000Z,176397
2021-09-04T00:00:00.000Z,176474
2021-09-05T00:00:00.000Z,180353
2021-09-06T00:00:00.000Z,180998
2021-09-07T00:00:00.000Z,181592
2021-09-08T00:00:00.000Z,182117
2021-09-09T00:00:00.000Z,186016
2021-09-10T00:00:00.000Z,186606
2021-09-11T00:00:00.000Z,186790
2021-09-12T00:00:00.000Z,196188
2021-09-13T00:00:00.000Z,209776
2021-09-14T00:00:00.000Z,226634
2021-09-15T00:00:00.000Z,233171
2021-09-16T00:00:00.000Z,234538
2021-09-17T00:00:00.000Z,240791
2021-09-18T00:00:00.000Z,242092
