period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,122135,10798,8.84
3_Month,0-9,351486,114981,32.71
6_Month,0-9,1226594,502950,41
1_Year,0-9,1490516,623183,41.81
All,0-9,1696067,731213,43.11
1_Month,10-19,134248,8521,6.35
3_Month,10-19,360742,108018,29.94
6_Month,10-19,1146495,538658,46.98
1_Year,10-19,1388719,627098,45.16
All,10-19,1613746,772777,47.89
1_Month,20-29,163632,9635,5.89
3_Month,20-29,431980,91860,21.26
6_Month,20-29,981768,371951,37.89
1_Year,20-29,1212939,433973,35.78
All,20-29,1437684,555980,38.67
1_Month,30-39,153956,14098,9.16
3_Month,30-39,423734,110806,26.15
6_Month,30-39,954856,402855,42.19
1_Year,30-39,1155664,466026,40.33
All,30-39,1338974,552579,41.27
1_Month,40-49,150860,13646,9.05
3_Month,40-49,404927,105385,26.03
6_Month,40-49,872642,370437,42.45
1_Year,40-49,1034863,419123,40.5
All,40-49,1188658,493633,41.53
1_Month,50-59,135473,11851,8.75
3_Month,50-59,344709,78144,22.67
6_Month,50-59,670090,247792,36.98
1_Year,50-59,796348,275452,34.59
All,50-59,920997,332858,36.14
1_Month,60-69,116844,12323,10.55
3_Month,60-69,297512,61452,20.66
6_Month,60-69,548792,172374,31.41
1_Year,60-69,651978,189876,29.12
All,60-69,750941,228420,30.42
1_Month,70-79,77980,9472,12.15
3_Month,70-79,197148,39291,19.93
6_Month,70-79,342871,95215,27.77
1_Year,70-79,409896,104802,25.57
All,70-79,474290,125287,26.42
1_Month,80-89,32941,3822,11.6
3_Month,80-89,74980,14715,19.63
6_Month,80-89,128203,36510,28.48
1_Year,80-89,157873,41097,26.03
All,80-89,199578,52101,26.11
1_Month,90+,9340,995,10.65
3_Month,90+,18249,3458,18.95
6_Month,90+,30102,9299,30.89
1_Year,90+,37585,10498,27.93
All,90+,51678,14169,27.42
