period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,6652,891,13.39
3_Month,0-9,23518,4298,18.28
6_Month,0-9,144118,48942,33.96
1_Year,0-9,1254673,541690,43.17
All,0-9,1713405,766815,44.75
1_Month,10-19,9699,1795,18.51
3_Month,10-19,30757,6023,19.58
6_Month,10-19,151663,49418,32.58
1_Year,10-19,1177683,578055,49.08
All,10-19,1630479,808634,49.59
1_Month,20-29,15783,2380,15.08
3_Month,20-29,45524,7623,16.75
6_Month,20-29,207596,61591,29.67
1_Year,20-29,1047280,425988,40.68
All,20-29,1474112,604508,41.01
1_Month,30-39,15241,2708,17.77
3_Month,30-39,44908,9293,20.69
6_Month,30-39,220523,76549,34.71
1_Year,30-39,1015865,469633,46.23
All,30-39,1373082,613092,44.65
1_Month,40-49,16165,3092,19.13
3_Month,40-49,45880,10316,22.48
6_Month,40-49,214966,78253,36.4
1_Year,40-49,926314,439809,47.48
All,40-49,1219909,557116,45.67
1_Month,50-59,17201,3372,19.6
3_Month,50-59,45938,10807,23.53
6_Month,50-59,198793,74926,37.69
1_Year,50-59,728447,317505,43.59
All,50-59,955463,397742,41.63
1_Month,60-69,20088,4177,20.79
3_Month,60-69,52727,13357,25.33
6_Month,60-69,204691,82567,40.34
1_Year,60-69,612547,251051,40.98
All,60-69,789270,303650,38.47
1_Month,70-79,21968,4217,19.2
3_Month,70-79,53875,14216,26.39
6_Month,70-79,172762,75708,43.82
1_Year,70-79,405171,168325,41.54
All,70-79,514576,196584,38.2
1_Month,80-89,18295,2083,11.39
3_Month,80-89,34192,6556,19.17
6_Month,80-89,81439,32886,40.38
1_Year,80-89,158228,68037,43
All,80-89,219743,82685,37.63
1_Month,90+,6513,521,8
3_Month,90+,11200,1672,14.93
6_Month,90+,22175,8055,36.32
1_Year,90+,37757,16839,44.6
All,90+,57450,21406,37.26
