section,female,male,period,order_period
0-9,"{'amount': 311374, 'percentage': 8.4}","{'amount': 401778, 'percentage': 10.9}",מתחילת קורונה,1
0-9,"{'amount': 211341, 'percentage': 8.5}","{'amount': 282596, 'percentage': 11.3}",6 חודשים,3
0-9,"{'amount': 189227, 'percentage': 8.1}","{'amount': 257419, 'percentage': 11}",3 חודשים,4
0-9,"{'amount': 25145, 'percentage': 7.9}","{'amount': 35604, 'percentage': 11.2}",חודש אחרון,5
0-9,"{'amount': 256470, 'percentage': 8.9}","{'amount': 334621, 'percentage': 11.6}",שנה,2
10-19,"{'amount': 374984, 'percentage': 10.2}","{'amount': 405748, 'percentage': 11}",מתחילת קורונה,1
10-19,"{'amount': 293384, 'percentage': 10.2}","{'amount': 310890, 'percentage': 10.8}",שנה,2
10-19,"{'amount': 254117, 'percentage': 10.2}","{'amount': 270514, 'percentage': 10.9}",6 חודשים,3
10-19,"{'amount': 236857, 'percentage': 10.1}","{'amount': 253468, 'percentage': 10.8}",3 חודשים,4
10-19,"{'amount': 26986, 'percentage': 8.5}","{'amount': 31180, 'percentage': 9.8}",חודש אחרון,5
20-29,"{'amount': 234093, 'percentage': 8.1}","{'amount': 157381, 'percentage': 5.5}",שנה,2
20-29,"{'amount': 315546, 'percentage': 8.6}","{'amount': 227766, 'percentage': 6.2}",מתחילת קורונה,1
20-29,"{'amount': 193962, 'percentage': 8.3}","{'amount': 126438, 'percentage': 5.4}",3 חודשים,4
20-29,"{'amount': 203911, 'percentage': 8.2}","{'amount': 132634, 'percentage': 5.3}",6 חודשים,3
20-29,"{'amount': 23261, 'percentage': 7.3}","{'amount': 15226, 'percentage': 4.8}",חודש אחרון,5
30-39,"{'amount': 208001, 'percentage': 8.9}","{'amount': 134037, 'percentage': 5.7}",3 חודשים,4
30-39,"{'amount': 220095, 'percentage': 8.8}","{'amount': 140995, 'percentage': 5.7}",6 חודשים,3
30-39,"{'amount': 28365, 'percentage': 8.9}","{'amount': 19125, 'percentage': 6}",חודש אחרון,5
30-39,"{'amount': 311540, 'percentage': 8.4}","{'amount': 216501, 'percentage': 5.9}",מתחילת קורונה,1
30-39,"{'amount': 251052, 'percentage': 8.7}","{'amount': 164391, 'percentage': 5.7}",שנה,2
40-49,"{'amount': 187668, 'percentage': 8}","{'amount': 125284, 'percentage': 5.3}",3 חודשים,4
40-49,"{'amount': 271645, 'percentage': 7.4}","{'amount': 193784, 'percentage': 5.3}",מתחילת קורונה,1
40-49,"{'amount': 219115, 'percentage': 7.6}","{'amount': 150083, 'percentage': 5.2}",שנה,2
40-49,"{'amount': 195255, 'percentage': 7.8}","{'amount': 130923, 'percentage': 5.3}",6 חודשים,3
40-49,"{'amount': 26888, 'percentage': 8.4}","{'amount': 18235, 'percentage': 5.7}",חודש אחרון,5
50-59,"{'amount': 175355, 'percentage': 4.8}","{'amount': 128434, 'percentage': 3.5}",מתחילת קורונה,1
50-59,"{'amount': 18716, 'percentage': 5.9}","{'amount': 12035, 'percentage': 3.8}",חודש אחרון,5
