coronaOccupancy,isolatedTeam,name,normalOccupancy
128.735632183908,116,הדסה עין כרם,87.0445327758789
110.00000000000001,32,שערי צדק,77.39557647705078
107.40740740740739,18,אסותא אשדוד,
100,51,שיבא,79.30379486083984
100,29,הדסה הר הצופים,63.54166793823242
96,4,הסקוטי,99.29077911376953
94.28571428571428,80,לניאדו,71.5877456665039
89.28571428571429,63,רבין ק. בילינסון,72.45509338378906
89.28571428571429,41,קפלן,100.9025268554688
87.5,17,המשפחה הקדושה,151.6666717529297
83.87096774193549,32,שמיר (אסף הרופא),51.29068374633789
74.76635514018692,84,נהריה,63.48547744750977
72.85714285714285,29,וולפסון,56.07613372802734
71.7948717948718,28,זיו צפת,51.87319946289063
69.64285714285714,31,בני ציון,62.81755065917969
66.17647058823529,121,הכרמל,54.60122680664063
65.51724137931035,124,"רמב""ם",73.50515747070312
62.16216216216216,0,סנט ג'וזף,
59.036144578313255,62,הלל יפה,65.82524108886719
58.69565217391305,48,פוריה,51.54929733276367
56.60377358490566,34,מעייני הישועה,83.70606994628906
54.11764705882353,55,ברזילי,56.83333206176758
53.68421052631579,50,מאיר,61.18251800537109
52.63157894736842,74,המרכזי בעמק,67.24137878417969
47.5,7,השרון ק. גולדה,47.71784210205078
41.379310344827594,69,סורוקה,61.2510871887207
39.47368421052632,65,סוראסקי,83.26216888427734
39.130434782608695,0,אל מקאסד,
33.33333333333333,35,שניידר,92.40505981445312
7.142857142857142,0,אוגוסטה ויקטוריה,
0,15,סנט וינסנט,66.41790771484375
0,1,יוספטל,40
0,0,האיטלקי,
0,0,אלישע,
