age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,310767,239466,1538337,20.2,15.6
20-29,918799,725863,1300361,70.7,55.8
30-39,906196,752184,1197026,75.7,62.8
40-49,889948,781106,1098556,81,71.1
50-59,731949,659768,849966,86.1,77.6
60-69,652491,609124,741639,88,82.1
70-79,474604,452240,490784,96.7,92.1
80-89,211936,200605,225538,94,88.9
90+,49707,46339,51496,96.5,90
