period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,38523,18509,48.05
3_Month,0-9,203960,41651,20.42
6_Month,0-9,1174082,507692,43.24
1_Year,0-9,1489342,640463,43
All,0-9,1703793,748405,43.93
1_Month,10-19,44200,22205,50.24
3_Month,10-19,222492,42097,18.92
6_Month,10-19,1087456,545624,50.17
1_Year,10-19,1387558,647965,46.7
All,10-19,1623248,793742,48.9
1_Month,20-29,56066,23455,41.83
3_Month,20-29,294181,45072,15.32
6_Month,20-29,940073,390054,41.49
1_Year,20-29,1222703,458779,37.52
All,20-29,1459782,579457,39.69
1_Month,30-39,65514,29262,44.67
3_Month,30-39,293059,59534,20.31
6_Month,30-39,922278,427124,46.31
1_Year,30-39,1165779,497125,42.64
All,30-39,1359891,582296,42.82
1_Month,40-49,67431,30510,45.25
3_Month,40-49,283854,60081,21.17
6_Month,40-49,845457,397464,47.01
1_Year,40-49,1045517,452091,43.24
All,40-49,1207352,525343,43.51
1_Month,50-59,62293,28533,45.8
3_Month,50-59,253689,54288,21.4
6_Month,50-59,656719,276988,42.18
1_Year,50-59,812000,307988,37.93
All,50-59,941951,364171,38.66
1_Month,60-69,65686,30205,45.98
3_Month,60-69,233306,56254,24.11
6_Month,60-69,547432,205521,37.54
1_Year,60-69,671065,225096,33.54
All,60-69,773266,262866,33.99
1_Month,70-79,60001,26771,44.62
3_Month,70-79,168000,47030,27.99
6_Month,70-79,351035,125796,35.84
1_Year,70-79,429567,136428,31.76
All,70-79,494746,156590,31.65
1_Month,80-89,34034,10335,30.37
3_Month,80-89,68499,18080,26.39
6_Month,80-89,132072,48136,36.45
1_Year,80-89,165972,53021,31.95
All,80-89,208008,63883,30.71
1_Month,90+,10806,2267,20.98
3_Month,90+,17804,4164,23.39
6_Month,90+,30860,11834,38.35
1_Year,90+,39361,13105,33.29
All,90+,53780,16722,31.09
