name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,thirdDose,activeSickTo1000
Atlit,10,אדום,81.3,43,12,91,אדום,2022-07-01T00:00:00.000Z,73.90,70.33,53.62,93.7
Kokhav Hashahar,5.8,כתום,21.4,33,0,קטן מ-15,צהוב,2022-07-01T00:00:00.000Z,62.37,54.49,37.54,
Gedera,10,אדום,100.3,28,5,346,אדום,2022-07-01T00:00:00.000Z,75.12,71.28,53.84,120.1
Netivot,10,אדום,63.6,33,26,283,אדום,2022-07-01T00:00:00.000Z,55.63,47.44,30.13,71.7
Nesher,10,אדום,125.3,39,35,333,אדום,2022-07-01T00:00:00.000Z,77.50,74.64,61.06,139.1
Elat,10,אדום,100.0,41,41,550,אדום,2022-07-01T00:00:00.000Z,83.54,79.28,59.71,104.7
Ari'el,10,אדום,103.0,40,17,242,אדום,2022-07-01T00:00:00.000Z,71.32,68.13,53.78,118.1
Allon Shevut,7.6,צהוב,54.6,45,41,20,אדום,2022-07-01T00:00:00.000Z,מעל 90%,84.54,66.18,64.3
Kefar Adummim,10,כתום,78.2,58,68,38,אדום,2022-07-01T00:00:00.000Z,74.92,70.48,50.48,80.4
Hashmona'im,10,כתום,149.6,47,-2,46,אדום,2022-07-01T00:00:00.000Z,מעל 90%,מעל 90%,81.93,172.1
Bir El-Maksur,9.5,אדום,34.9,27,47,34,אדום,2022-07-01T00:00:00.000Z,68.34,61.73,36.75,34.9
Merkaz Shappira,8.9,צהוב,100.0,43,84,26,אדום,2022-07-01T00:00:00.000Z,75.07,69.70,52.44,108.4
Kisra-Sumei,10,צהוב,36.8,34,43,30,אדום,2022-07-01T00:00:00.000Z,71.62,61.09,35.65,33.4
Ahuzzat Baraq,10,כתום,104.3,38,-7,32,אדום,2022-07-01T00:00:00.000Z,מעל 90%,87.99,68.97,133.4
Elyakhin,9.6,כתום,77.9,43,80,28,אדום,2022-07-01T00:00:00.000Z,72.42,69.04,52.08,80.8
Eli,9.3,כתום,24.5,42,-26,קטן מ-15,אדום,2022-07-01T00:00:00.000Z,66.02,59.55,41.32,
Daburiyya,7.6,כתום,34.6,15,12,44,אדום,2022-07-01T00:00:00.000Z,68.73,59.27,37.52,41.2
Shoham,10,אדום,125.5,43,10,289,אדום,2022-07-01T00:00:00.000Z,מעל 90%,מעל 90%,75.08,137.4
Laqye,3.6,כתום,4.8,3,-9,קטן מ-15,ירוק,2022-07-01T00:00:00.000Z,31.34,25.98,9.98,
Ar'ara-Banegev,5.1,ירוק,6.3,7,19,קטן מ-15,צהוב,2022-07-01T00:00:00.000Z,33.47,27.90,12.12,
