section,male,female,period
0-9,"{'amount': 22597, 'percentage': 5.3}","{'amount': 18560, 'percentage': 4.4}",3 חודשים
0-9,"{'amount': 9341, 'percentage': 4.3}","{'amount': 8260, 'percentage': 3.8}",חודש אחרון
0-9,"{'amount': 283291, 'percentage': 9.6}","{'amount': 222726, 'percentage': 7.6}",6 חודשים
0-9,"{'amount': 428111, 'percentage': 9.9}","{'amount': 351400, 'percentage': 8.1}",מתחילת קורונה
0-9,"{'amount': 359523, 'percentage': 10.3}","{'amount': 293216, 'percentage': 8.4}",שנה
10-19,"{'amount': 429953, 'percentage': 10}","{'amount': 419173, 'percentage': 9.7}",מתחילת קורונה
10-19,"{'amount': 10590, 'percentage': 4.9}","{'amount': 11099, 'percentage': 5.1}",חודש אחרון
10-19,"{'amount': 275630, 'percentage': 9.4}","{'amount': 273034, 'percentage': 9.3}",6 חודשים
10-19,"{'amount': 333048, 'percentage': 9.6}","{'amount': 333564, 'percentage': 9.6}",שנה
10-19,"{'amount': 20830, 'percentage': 4.9}","{'amount': 21091, 'percentage': 5}",3 חודשים
20-29,"{'amount': 18299, 'percentage': 4.3}","{'amount': 26556, 'percentage': 6.3}",3 חודשים
20-29,"{'amount': 9484, 'percentage': 4.4}","{'amount': 13535, 'percentage': 6.2}",חודש אחרון
20-29,"{'amount': 153162, 'percentage': 5.2}","{'amount': 237868, 'percentage': 8.1}",6 חודשים
20-29,"{'amount': 184744, 'percentage': 5.3}","{'amount': 280043, 'percentage': 8}",שנה
20-29,"{'amount': 255525, 'percentage': 5.9}","{'amount': 363959, 'percentage': 8.4}",מתחילת קורונה
30-39,"{'amount': 24813, 'percentage': 5.8}","{'amount': 34443, 'percentage': 8.1}",3 חודשים
30-39,"{'amount': 12007, 'percentage': 5.5}","{'amount': 16613, 'percentage': 7.6}",חודש אחרון
30-39,"{'amount': 168880, 'percentage': 5.7}","{'amount': 259429, 'percentage': 8.8}",6 חודשים
30-39,"{'amount': 252675, 'percentage': 5.9}","{'amount': 366870, 'percentage': 8.5}",מתחילת קורונה
30-39,"{'amount': 199932, 'percentage': 5.7}","{'amount': 304352, 'percentage': 8.7}",שנה
40-49,"{'amount': 24286, 'percentage': 5.7}","{'amount': 35574, 'percentage': 8.4}",3 חודשים
40-49,"{'amount': 11947, 'percentage': 5.5}","{'amount': 17993, 'percentage': 8.3}",חודש אחרון
40-49,"{'amount': 158392, 'percentage': 5.4}","{'amount': 240097, 'percentage': 8.2}",6 חודשים
40-49,"{'amount': 228098, 'percentage': 5.3}","{'amount': 327746, 'percentage': 7.6}",מתחילת קורונה
40-49,"{'amount': 183886, 'percentage': 5.3}","{'amount': 273426, 'percentage': 7.9}",שנה
50-59,"{'amount': 109855, 'percentage': 3.7}","{'amount': 166786, 'percentage': 5.7}",6 חודשים
50-59,"{'amount': 10915, 'percentage': 5}","{'amount': 17191, 'percentage': 7.9}",חודש אחרון
50-59,"{'amount': 157073, 'percentage': 3.6}","{'amount': 223991, 'percentage': 5.2}",מתחילת קורונה
50-59,"{'amount': 20946, 'percentage': 4.9}","{'amount': 32923, 'percentage': 7.8}",3 חודשים
50-59,"{'amount': 124195, 'percentage': 3.6}","{'amount': 185105, 'percentage': 5.3}",שנה
60-69,"{'amount': 22350, 'percentage': 5.3}","{'amount': 33186, 'percentage': 7.8}",3 חודשים
60-69,"{'amount': 12147, 'percentage': 5.6}","{'amount': 17606, 'percentage': 8.1}",חודש אחרון
60-69,"{'amount': 84334, 'percentage': 2.9}","{'amount': 120362, 'percentage': 4.1}",6 חודשים
60-69,"{'amount': 116037, 'percentage': 2.7}","{'amount': 155466, 'percentage': 3.6}",מתחילת קורונה
60-69,"{'amount': 93499, 'percentage': 2.7}","{'amount': 131595, 'percentage': 3.8}",שנה
70-79,"{'amount': 72166, 'percentage': 1.7}","{'amount': 87065, 'percentage': 2}",מתחילת קורונה
70-79,"{'amount': 55924, 'percentage': 1.9}","{'amount': 69110, 'percentage': 2.4}",6 חודשים
70-79,"{'amount': 11766, 'percentage': 5.4}","{'amount': 14678, 'percentage': 6.7}",חודש אחרון
70-79,"{'amount': 60906, 'percentage': 1.7}","{'amount': 75039, 'percentage': 2.2}",שנה
70-79,"{'amount': 20523, 'percentage': 4.8}","{'amount': 25797, 'percentage': 6.1}",3 חודשים
80-89,"{'amount': 4502, 'percentage': 2.1}","{'amount': 5712, 'percentage': 2.6}",חודש אחרון
80-89,"{'amount': 20366, 'percentage': 0.7}","{'amount': 27594, 'percentage': 0.9}",6 חודשים
80-89,"{'amount': 27633, 'percentage': 0.6}","{'amount': 37689, 'percentage': 0.9}",מתחילת קורונה
80-89,"{'amount': 22553, 'percentage': 0.6}","{'amount': 30470, 'percentage': 0.9}",שנה
80-89,"{'amount': 7801, 'percentage': 1.8}","{'amount': 10052, 'percentage': 2.4}",3 חודשים
90+,"{'amount': 794, 'percentage': 0.4}","{'amount': 1462, 'percentage': 0.7}",חודש אחרון
90+,"{'amount': 4143, 'percentage': 0.1}","{'amount': 7703, 'percentage': 0.3}",6 חודשים
90+,"{'amount': 1448, 'percentage': 0.3}","{'amount': 2655, 'percentage': 0.6}",3 חודשים
90+,"{'amount': 5911, 'percentage': 0.1}","{'amount': 11350, 'percentage': 0.3}",מתחילת קורונה
90+,"{'amount': 4621, 'percentage': 0.1}","{'amount': 8560, 'percentage': 0.2}",שנה
