age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,609955,380384,1538337,39.7,24.7
20-29,1020165,932402,1300361,78.5,71.7
30-39,991866,924205,1197026,82.9,77.2
40-49,945165,886892,1098556,86,80.7
50-59,760085,716177,849966,89.4,84.3
60-69,672739,643613,741639,90.7,86.8
70-79,468027,454892,490784,95.4,92.7
80-89,211652,205454,225538,93.8,91.1
90+,47986,46144,51496,93.2,89.6
