name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,,6
אוגוסטה ויקטוריה,,,0
רבין ק. בילינסון,,84.9101791381836,10
מאיר,,89.07454681396484,4
המרכזי בעמק,,,0
הכרמל,,,0
סוראסקי,,99.31682586669922,8
אסותא אשדוד,,,0
בני ציון,,,0
ברזילי,,,0
הדסה עין כרם,,113.2275161743164,2
הלל יפה,,80.97087097167969,5
המשפחה הקדושה,,,0
הסקוטי,,,0
השרון ק. גולדה,,50.20746994018555,1
שמיר,,,0
יוספטל,,,0
לניאדו,,96.10028076171875,3
מעייני הישועה,,,0
נהריה,,,0
סורוקה,,72.71937561035156,1
סנט וינסנט,,,0
פוריה,,,0
קפלן,,,0
זיו צפת,,,0
"רמב""ם",,82.7868881225586,2
שערי צדק,,,0
סנט ג'וזף,,,0
אל מקאסד,,,0
וולפסון,,65.59297180175781,5
