section,female,male,period,order_period
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 1.4}",חודש אחרון,5
0-9,"{'amount': 20, 'percentage': 0.1}","{'amount': 23, 'percentage': 0.1}",שנה,2
0-9,"{'amount': 14, 'percentage': 0.2}","{'amount': 10, 'percentage': 0.1}",6 חודשים,3
0-9,"{'amount': 2, 'percentage': 0.6}","{'amount': 2, 'percentage': 0.6}",3 חודשים,4
0-9,"{'amount': 21, 'percentage': 0.1}","{'amount': 25, 'percentage': 0.1}",מתחילת קורונה,1
10-19,"{'amount': 44, 'percentage': 0.3}","{'amount': 28, 'percentage': 0.2}",מתחילת קורונה,1
10-19,"{'amount': 1, 'percentage': 1.4}","{'amount': 0, 'percentage': 0}",חודש אחרון,5
10-19,"{'amount': 2, 'percentage': 0.6}","{'amount': 0, 'percentage': 0}",3 חודשים,4
10-19,"{'amount': 21, 'percentage': 0.3}","{'amount': 10, 'percentage': 0.1}",6 חודשים,3
10-19,"{'amount': 42, 'percentage': 0.3}","{'amount': 26, 'percentage': 0.2}",שנה,2
20-29,"{'amount': 98, 'percentage': 1.3}","{'amount': 85, 'percentage': 1.2}",6 חודשים,3
20-29,"{'amount': 3, 'percentage': 1}","{'amount': 4, 'percentage': 1.3}",3 חודשים,4
20-29,"{'amount': 1, 'percentage': 1.4}","{'amount': 2, 'percentage': 2.9}",חודש אחרון,5
20-29,"{'amount': 161, 'percentage': 1}","{'amount': 139, 'percentage': 0.8}",מתחילת קורונה,1
20-29,"{'amount': 158, 'percentage': 1}","{'amount': 135, 'percentage': 0.8}",שנה,2
30-39,"{'amount': 340, 'percentage': 2.1}","{'amount': 397, 'percentage': 2.4}",שנה,2
30-39,"{'amount': 213, 'percentage': 2.9}","{'amount': 216, 'percentage': 3}",6 חודשים,3
30-39,"{'amount': 18, 'percentage': 5.8}","{'amount': 5, 'percentage': 1.6}",3 חודשים,4
30-39,"{'amount': 3, 'percentage': 4.3}","{'amount': 1, 'percentage': 1.4}",חודש אחרון,5
30-39,"{'amount': 349, 'percentage': 2.1}","{'amount': 411, 'percentage': 2.4}",מתחילת קורונה,1
40-49,"{'amount': 563, 'percentage': 3.5}","{'amount': 915, 'percentage': 5.6}",שנה,2
40-49,"{'amount': 305, 'percentage': 4.2}","{'amount': 487, 'percentage': 6.7}",6 חודשים,3
40-49,"{'amount': 6, 'percentage': 1.9}","{'amount': 19, 'percentage': 6.1}",3 חודשים,4
40-49,"{'amount': 2, 'percentage': 2.9}","{'amount': 3, 'percentage': 4.3}",חודש אחרון,5
40-49,"{'amount': 574, 'percentage': 3.4}","{'amount': 936, 'percentage': 5.6}",מתחילת קורונה,1
50-59,"{'amount': 463, 'percentage': 6.4}","{'amount': 691, 'percentage': 9.5}",6 חודשים,3
50-59,"{'amount': 22, 'percentage': 7}","{'amount': 21, 'percentage': 6.7}",3 חודשים,4
50-59,"{'amount': 969, 'percentage': 6}","{'amount': 1467, 'percentage': 9}",שנה,2
50-59,"{'amount': 983, 'percentage': 5.8}","{'amount': 1527, 'percentage': 9.1}",מתחילת קורונה,1
50-59,"{'amount': 3, 'percentage': 4.3}","{'amount': 4, 'percentage': 5.8}",חודש אחרון,5
60-69,"{'amount': 37, 'percentage': 11.8}","{'amount': 25, 'percentage': 8}",3 חודשים,4
60-69,"{'amount': 594, 'percentage': 8.2}","{'amount': 759, 'percentage': 10.4}",6 חודשים,3
60-69,"{'amount': 11, 'percentage': 15.9}","{'amount': 5, 'percentage': 7.2}",חודש אחרון,5
60-69,"{'amount': 1313, 'percentage': 7.8}","{'amount': 2124, 'percentage': 12.6}",מתחילת קורונה,1
60-69,"{'amount': 1287, 'percentage': 7.9}","{'amount': 2046, 'percentage': 12.6}",שנה,2
70-79,"{'amount': 5, 'percentage': 7.2}","{'amount': 10, 'percentage': 14.5}",חודש אחרון,5
70-79,"{'amount': 38, 'percentage': 12.1}","{'amount': 37, 'percentage': 11.8}",3 חודשים,4
70-79,"{'amount': 677, 'percentage': 9.3}","{'amount': 799, 'percentage': 11}",6 חודשים,3
70-79,"{'amount': 1493, 'percentage': 9.2}","{'amount': 2113, 'percentage': 13}",שנה,2
70-79,"{'amount': 1542, 'percentage': 9.1}","{'amount': 2221, 'percentage': 13.2}",מתחילת קורונה,1
80-89,"{'amount': 23, 'percentage': 7.3}","{'amount': 30, 'percentage': 9.6}",3 חודשים,4
80-89,"{'amount': 1535, 'percentage': 9.5}","{'amount': 1504, 'percentage': 9.3}",שנה,2
80-89,"{'amount': 698, 'percentage': 9.6}","{'amount': 625, 'percentage': 8.6}",6 חודשים,3
80-89,"{'amount': 7, 'percentage': 10.1}","{'amount': 8, 'percentage': 11.6}",חודש אחרון,5
80-89,"{'amount': 1606, 'percentage': 9.5}","{'amount': 1579, 'percentage': 9.4}",מתחילת קורונה,1
90+,"{'amount': 761, 'percentage': 4.5}","{'amount': 509, 'percentage': 3}",מתחילת קורונה,1
90+,"{'amount': 2, 'percentage': 2.9}","{'amount': 0, 'percentage': 0}",חודש אחרון,5
90+,"{'amount': 15, 'percentage': 4.8}","{'amount': 4, 'percentage': 1.3}",3 חודשים,4
90+,"{'amount': 296, 'percentage': 4.1}","{'amount': 224, 'percentage': 3.1}",6 חודשים,3
90+,"{'amount': 721, 'percentage': 4.4}","{'amount': 477, 'percentage': 2.9}",שנה,2
