amount,date
233,
0,2020-02-12T00:00:00.000Z
0,2020-02-13T00:00:00.000Z
0,2020-02-14T00:00:00.000Z
0,2020-02-15T00:00:00.000Z
0,2020-02-16T00:00:00.000Z
0,2020-02-17T00:00:00.000Z
0,2020-02-18T00:00:00.000Z
0,2020-02-19T00:00:00.000Z
0,2020-02-20T00:00:00.000Z
0,2020-02-21T00:00:00.000Z
0,2020-02-22T00:00:00.000Z
0,2020-02-23T00:00:00.000Z
0,2020-02-24T00:00:00.000Z
0,2020-02-25T00:00:00.000Z
0,2020-02-26T00:00:00.000Z
0,2020-02-27T00:00:00.000Z
0,2020-02-28T00:00:00.000Z
0,2020-02-29T00:00:00.000Z
0,2020-03-01T00:00:00.000Z
0,2020-03-02T00:00:00.000Z
1,2020-03-03T00:00:00.000Z
1,2020-03-04T00:00:00.000Z
0,2020-03-05T00:00:00.000Z
0,2020-03-06T00:00:00.000Z
0,2020-03-07T00:00:00.000Z
1,2020-03-08T00:00:00.000Z
0,2020-03-09T00:00:00.000Z
0,2020-03-10T00:00:00.000Z
0,2020-03-11T00:00:00.000Z
0,2020-03-12T00:00:00.000Z
1,2020-03-13T00:00:00.000Z
0,2020-03-14T00:00:00.000Z
0,2020-03-15T00:00:00.000Z
0,2020-03-16T00:00:00.000Z
4,2020-03-17T00:00:00.000Z
5,2020-03-18T00:00:00.000Z
10,2020-03-19T00:00:00.000Z
5,2020-03-20T00:00:00.000Z
4,2020-03-21T00:00:00.000Z
8,2020-03-22T00:00:00.000Z
13,2020-03-23T00:00:00.000Z
8,2020-03-24T00:00:00.000Z
12,2020-03-25T00:00:00.000Z
18,2020-03-26T00:00:00.000Z
11,2020-03-27T00:00:00.000Z
24,2020-03-28T00:00:00.000Z
35,2020-03-29T00:00:00.000Z
37,2020-03-30T00:00:00.000Z
68,2020-03-31T00:00:00.000Z
58,2020-04-01T00:00:00.000Z
97,2020-04-02T00:00:00.000Z
94,2020-04-03T00:00:00.000Z
59,2020-04-04T00:00:00.000Z
106,2020-04-05T00:00:00.000Z
107,2020-04-06T00:00:00.000Z
143,2020-04-07T00:00:00.000Z
154,2020-04-08T00:00:00.000Z
117,2020-04-09T00:00:00.000Z
206,2020-04-10T00:00:00.000Z
178,2020-04-11T00:00:00.000Z
370,2020-04-12T00:00:00.000Z
329,2020-04-13T00:00:00.000Z
382,2020-04-14T00:00:00.000Z
311,2020-04-15T00:00:00.000Z
369,2020-04-16T00:00:00.000Z
388,2020-04-17T00:00:00.000Z
388,2020-04-18T00:00:00.000Z
318,2020-04-19T00:00:00.000Z
543,2020-04-20T00:00:00.000Z
470,2020-04-21T00:00:00.000Z
368,2020-04-22T00:00:00.000Z
386,2020-04-23T00:00:00.000Z
512,2020-04-24T00:00:00.000Z
430,2020-04-25T00:00:00.000Z
243,2020-04-26T00:00:00.000Z
557,2020-04-27T00:00:00.000Z
494,2020-04-28T00:00:00.000Z
437,2020-04-29T00:00:00.000Z
408,2020-04-30T00:00:00.000Z
644,2020-05-01T00:00:00.000Z
260,2020-05-02T00:00:00.000Z
158,2020-05-03T00:00:00.000Z
359,2020-05-04T00:00:00.000Z
350,2020-05-05T00:00:00.000Z
208,2020-05-06T00:00:00.000Z
267,2020-05-07T00:00:00.000Z
294,2020-05-08T00:00:00.000Z
105,2020-05-09T00:00:00.000Z
123,2020-05-10T00:00:00.000Z
430,2020-05-11T00:00:00.000Z
198,2020-05-12T00:00:00.000Z
182,2020-05-13T00:00:00.000Z
241,2020-05-14T00:00:00.000Z
227,2020-05-15T00:00:00.000Z
65,2020-05-16T00:00:00.000Z
138,2020-05-17T00:00:00.000Z
283,2020-05-18T00:00:00.000Z
181,2020-05-19T00:00:00.000Z
124,2020-05-20T00:00:00.000Z
209,2020-05-21T00:00:00.000Z
164,2020-05-22T00:00:00.000Z
34,2020-05-23T00:00:00.000Z
108,2020-05-24T00:00:00.000Z
176,2020-05-25T00:00:00.000Z
93,2020-05-26T00:00:00.000Z
98,2020-05-27T00:00:00.000Z
137,2020-05-28T00:00:00.000Z
40,2020-05-29T00:00:00.000Z
29,2020-05-30T00:00:00.000Z
59,2020-05-31T00:00:00.000Z
104,2020-06-01T00:00:00.000Z
47,2020-06-02T00:00:00.000Z
33,2020-06-03T00:00:00.000Z
58,2020-06-04T00:00:00.000Z
36,2020-06-05T00:00:00.000Z
38,2020-06-06T00:00:00.000Z
