amount,date
2174,2020-09-01T00:00:00.000Z
2341,2020-09-02T00:00:00.000Z
2027,2020-09-03T00:00:00.000Z
1879,2020-09-04T00:00:00.000Z
1109,2020-09-05T00:00:00.000Z
1653,2020-09-06T00:00:00.000Z
2709,2020-09-07T00:00:00.000Z
