name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,99.3670883178711,57
יוספטל,,58.46154022216797,0
שמיר,,69.8092041015625,32
וולפסון,,73.06002807617188,19
זיו צפת,,75.21614074707031,49
הלל יפה,,88.34951782226562,29
נהריה,,76.48686218261719,38
ברזילי,,85,55
פוריה,,61.97183227539063,29
סוראסקי,,113.0657577514648,62
בני ציון,,79.90762329101562,53
רבין ק. בילינסון,,92.93413543701172,65
סורוקה,,70.54734802246094,72
מאיר,,78.53470611572266,37
קפלן,,89.89169311523438,17
"רמב""ם",,97.1134033203125,107
הכרמל,,73.41513061523438,81
השרון ק. גולדה,,70.12448120117188,15
הדסה עין כרם,,110.8465576171875,114
הסקוטי,,104.5112762451172,14
סנט וינסנט,,47.01492691040039,7
המשפחה הקדושה,,,0
סנט ג'וזף,,,6
שערי צדק,,,115
אל מקאסד,,,0
לניאדו,,79.94429016113281,17
אוגוסטה ויקטוריה,,,12
מעייני הישועה,,96.51898956298828,16
אסותא אשדוד,,,19
שניידר,,,0
המרכזי בעמק,,76.03448486328125,75
