age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,297207,200678,1538337,19.3,13
20-29,898545,603731,1300361,69.1,46.4
30-39,906190,647397,1197026,75.7,54.1
40-49,894447,718297,1098556,81.4,65.4
50-59,733401,622503,849966,86.3,73.2
60-69,648516,590076,741639,87.4,79.6
70-79,471766,443047,490784,96.1,90.3
80-89,210480,196603,225538,93.3,87.2
90+,49362,45497,51496,95.9,88.4
