name,value
פראמדיקים,0
חובשי רפואת חירום,0
ריפוי בעיסוק,4
פסיכולוגיה,7
קלינאות תקשורת,7
פיזיותרפיה,8
שירות סוציאלי,10
מעבדה,13
מערך לוגיסטי,14
רוקחות,15
כוח עזר,34
סקטורים אחרים,136
מינהל ומשק,270
