section,male,female,period,order_period
0-9,"{'amount': 24, 'percentage': 0.1}","{'amount': 21, 'percentage': 0.1}",שנה,2
0-9,"{'amount': 26, 'percentage': 0.1}","{'amount': 24, 'percentage': 0.1}",מתחילת קורונה,1
0-9,"{'amount': 1, 'percentage': 0.1}","{'amount': 3, 'percentage': 0.4}",חודש אחרון,5
0-9,"{'amount': 2, 'percentage': 0.2}","{'amount': 4, 'percentage': 0.4}",3 חודשים,4
0-9,"{'amount': 8, 'percentage': 0.2}","{'amount': 13, 'percentage': 0.3}",6 חודשים,3
10-19,"{'amount': 10, 'percentage': 0.2}","{'amount': 17, 'percentage': 0.4}",6 חודשים,3
10-19,"{'amount': 1, 'percentage': 0.1}","{'amount': 2, 'percentage': 0.2}",חודש אחרון,5
10-19,"{'amount': 29, 'percentage': 0.2}","{'amount': 47, 'percentage': 0.3}",מתחילת קורונה,1
10-19,"{'amount': 1, 'percentage': 0.1}","{'amount': 3, 'percentage': 0.3}",3 חודשים,4
10-19,"{'amount': 27, 'percentage': 0.2}","{'amount': 43, 'percentage': 0.3}",שנה,2
20-29,"{'amount': 5, 'percentage': 0.6}","{'amount': 2, 'percentage': 0.2}",3 חודשים,4
20-29,"{'amount': 3, 'percentage': 0.4}","{'amount': 1, 'percentage': 0.1}",חודש אחרון,5
20-29,"{'amount': 133, 'percentage': 0.8}","{'amount': 150, 'percentage': 0.9}",שנה,2
20-29,"{'amount': 143, 'percentage': 0.8}","{'amount': 160, 'percentage': 0.9}",מתחילת קורונה,1
20-29,"{'amount': 66, 'percentage': 1.5}","{'amount': 66, 'percentage': 1.5}",6 חודשים,3
30-39,"{'amount': 413, 'percentage': 2.3}","{'amount': 362, 'percentage': 2}",מתחילת קורונה,1
30-39,"{'amount': 366, 'percentage': 2.3}","{'amount': 336, 'percentage': 2.1}",שנה,2
30-39,"{'amount': 11, 'percentage': 1.3}","{'amount': 13, 'percentage': 1.6}",חודש אחרון,5
30-39,"{'amount': 14, 'percentage': 1.5}","{'amount': 17, 'percentage': 1.9}",3 חודשים,4
30-39,"{'amount': 154, 'percentage': 3.4}","{'amount': 160, 'percentage': 3.6}",6 חודשים,3
40-49,"{'amount': 316, 'percentage': 7}","{'amount': 213, 'percentage': 4.7}",6 חודשים,3
40-49,"{'amount': 38, 'percentage': 4.2}","{'amount': 20, 'percentage': 2.2}",3 חודשים,4
40-49,"{'amount': 35, 'percentage': 4.3}","{'amount': 18, 'percentage': 2.2}",חודש אחרון,5
40-49,"{'amount': 890, 'percentage': 5.5}","{'amount': 549, 'percentage': 3.4}",שנה,2
40-49,"{'amount': 963, 'percentage': 5.4}","{'amount': 596, 'percentage': 3.4}",מתחילת קורונה,1
50-59,"{'amount': 45, 'percentage': 5}","{'amount': 45, 'percentage': 5}",3 חודשים,4
50-59,"{'amount': 42, 'percentage': 5.1}","{'amount': 36, 'percentage': 4.4}",חודש אחרון,5
50-59,"{'amount': 1429, 'percentage': 8.9}","{'amount': 941, 'percentage': 5.8}",שנה,2
50-59,"{'amount': 1571, 'percentage': 8.9}","{'amount': 1020, 'percentage': 5.8}",מתחילת קורונה,1
50-59,"{'amount': 392, 'percentage': 8.7}","{'amount': 326, 'percentage': 7.2}",6 חודשים,3
60-69,"{'amount': 451, 'percentage': 10}","{'amount': 380, 'percentage': 8.4}",6 חודשים,3
60-69,"{'amount': 103, 'percentage': 11.4}","{'amount': 62, 'percentage': 6.9}",3 חודשים,4
60-69,"{'amount': 95, 'percentage': 11.6}","{'amount': 52, 'percentage': 6.3}",חודש אחרון,5
60-69,"{'amount': 2216, 'percentage': 12.5}","{'amount': 1369, 'percentage': 7.7}",מתחילת קורונה,1
60-69,"{'amount': 2017, 'percentage': 12.5}","{'amount': 1275, 'percentage': 7.9}",שנה,2
70-79,"{'amount': 487, 'percentage': 10.8}","{'amount': 424, 'percentage': 9.4}",6 חודשים,3
70-79,"{'amount': 128, 'percentage': 15.6}","{'amount': 90, 'percentage': 11}",חודש אחרון,5
70-79,"{'amount': 2356, 'percentage': 13.3}","{'amount': 1654, 'percentage': 9.3}",מתחילת קורונה,1
70-79,"{'amount': 2108, 'percentage': 13.1}","{'amount': 1526, 'percentage': 9.5}",שנה,2
70-79,"{'amount': 132, 'percentage': 14.6}","{'amount': 98, 'percentage': 10.8}",3 חודשים,4
80-89,"{'amount': 1686, 'percentage': 9.5}","{'amount': 1722, 'percentage': 9.7}",מתחילת קורונה,1
80-89,"{'amount': 356, 'percentage': 7.9}","{'amount': 423, 'percentage': 9.4}",6 חודשים,3
80-89,"{'amount': 108, 'percentage': 13.2}","{'amount': 100, 'percentage': 12.2}",חודש אחרון,5
80-89,"{'amount': 118, 'percentage': 13}","{'amount': 108, 'percentage': 11.9}",3 חודשים,4
80-89,"{'amount': 1535, 'percentage': 9.5}","{'amount': 1544, 'percentage': 9.6}",שנה,2
90+,"{'amount': 537, 'percentage': 3}","{'amount': 821, 'percentage': 4.6}",מתחילת קורונה,1
90+,"{'amount': 85, 'percentage': 1.9}","{'amount': 157, 'percentage': 3.5}",6 חודשים,3
90+,"{'amount': 26, 'percentage': 2.9}","{'amount': 62, 'percentage': 6.9}",3 חודשים,4
90+,"{'amount': 24, 'percentage': 2.9}","{'amount': 58, 'percentage': 7.1}",חודש אחרון,5
90+,"{'amount': 474, 'percentage': 2.9}","{'amount': 725, 'percentage': 4.5}",שנה,2
