priod_Desc,visited_country,colorName,color_number,sum_arrived,sum_positived,percent_positive,last_update_date,israeli_positive,foreigner_positive
LastMonth,Algeria,כתום,2,2,0,0,2022-10-13T00:00:00.000Z,0,0
LastMonth,New Guinea,כתום,2,3,0,0,2022-10-13T00:00:00.000Z,0,0
LastMonth,New Zealand ,כתום,2,122,0,0,2022-10-13T00:00:00.000Z,0,0
LastMonth,Senegal ,כתום,2,11,0,0,2022-10-13T00:00:00.000Z,0,0
LastMonth,Oman  ,כתום,2,8,0,0,2022-10-13T00:00:00.000Z,0,0
LastMonth,Tunisia ,כתום,2,26,0,0,2022-10-13T00:00:00.000Z,0,0
LastMonth,Morocco ,כתום,2,3956,98,2.48,2022-10-13T00:00:00.000Z,98,0
LastMonth,Dominican R,כתום,2,35,0,0,2022-10-13T00:00:00.000Z,0,0
LastMonth,Democratic Republic Of The Congo,כתום,2,24,0,0,2022-10-13T00:00:00.000Z,0,0
LastMonth,Botswana  ,כתום,2,6,0,0,2022-10-13T00:00:00.000Z,0,0
LastMonth,Lao,כתום,2,118,0,0,2022-10-13T00:00:00.000Z,0,0
LastMonth,Cambodia  ,כתום,2,273,0,0,2022-10-13T00:00:00.000Z,0,0
LastMonth,Madagascar,כתום,2,33,0,0,2022-10-13T00:00:00.000Z,0,0
LastMonth,Benin ,כתום,2,9,0,0,2022-10-13T00:00:00.000Z,0,0
LastMonth,Paraguay ,כתום,2,21,0,0,2022-10-13T00:00:00.000Z,0,0
LastMonth,Republic Of Kosovo,כתום,2,4,0,0,2022-10-13T00:00:00.000Z,0,0
LastMonth,Sierra Leone,כתום,2,15,0,0,2022-10-13T00:00:00.000Z,0,0
LastMonth,Burkina Faso ,כתום,2,3,0,0,2022-10-13T00:00:00.000Z,0,0
LastMonth,Armenia ,כתום,2,164,0,0,2022-10-13T00:00:00.000Z,0,0
LastMonth,Cayman Islands,כתום,2,1,0,0,2022-10-13T00:00:00.000Z,0,0
LastMonth,Ukraine ,כתום,2,158,9,5.7,2022-10-13T00:00:00.000Z,7,2
LastMonth,Trinidad And Tobago,כתום,2,6,0,0,2022-10-13T00:00:00.000Z,0,0
LastMonth,Austria ,כתום,2,10992,192,1.75,2022-10-13T00:00:00.000Z,192,0
LastMonth,Jordan ,כתום,2,8233,6,0.07,2022-10-13T00:00:00.000Z,5,1
LastMonth,Serbia,כתום,2,567,4,0.71,2022-10-13T00:00:00.000Z,4,0
