period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,8434,1305,15.47
3_Month,0-9,47782,15736,32.93
6_Month,0-9,234700,58237,24.81
1_Year,0-9,1290556,548830,42.53
All,0-9,1712349,766291,44.75
1_Month,10-19,12421,2045,16.46
3_Month,10-19,50985,13265,26.02
6_Month,10-19,251726,55738,22.14
1_Year,10-19,1208133,582686,48.23
All,10-19,1629568,807648,49.56
1_Month,20-29,16843,2060,12.23
3_Month,20-29,72807,20892,28.7
6_Month,20-29,331586,68260,20.59
1_Year,20-29,1083635,426546,39.36
All,20-29,1472160,603009,40.96
1_Month,30-39,17292,2811,16.26
3_Month,30-39,78466,25651,32.69
6_Month,30-39,330251,86970,26.33
1_Year,30-39,1047080,470473,44.93
All,30-39,1371673,611395,44.57
1_Month,40-49,18507,3207,17.33
3_Month,40-49,76196,25631,33.64
6_Month,40-49,318041,87951,27.65
1_Year,40-49,951113,439710,46.23
All,40-49,1218590,555208,45.56
1_Month,50-59,18256,3445,18.87
3_Month,50-59,72626,25205,34.71
6_Month,50-59,286769,82733,28.85
1_Year,50-59,748427,315855,42.2
All,50-59,953964,395420,41.45
1_Month,60-69,20268,4400,21.71
3_Month,60-69,80593,29403,36.48
6_Month,60-69,273208,90152,33
1_Year,60-69,627882,248248,39.54
All,60-69,787453,300453,38.16
1_Month,70-79,21523,5165,24
3_Month,70-79,77347,28387,36.7
6_Month,70-79,210489,80692,38.34
1_Year,70-79,412948,165080,39.98
All,70-79,512271,193128,37.7
1_Month,80-89,15619,2232,14.29
3_Month,80-89,45604,13637,29.9
6_Month,80-89,90552,34494,38.09
1_Year,80-89,160618,66418,41.35
All,80-89,218297,80962,37.09
1_Month,90+,5214,500,9.59
3_Month,90+,14072,3597,25.56
6_Month,90+,23425,8506,36.31
1_Year,90+,38157,16455,43.12
All,90+,56877,21005,36.93
