name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,,8
סנט וינסנט,,,0
שמיר,,63.0751953125,0
וולפסון,,69.10688018798828,4
זיו צפת,,,0
הלל יפה,,81.55339813232422,2
נהריה,,78.08219146728516,1
ברזילי,,75,4
פוריה,,66.19718170166016,0
סוראסקי,,92.14347076416016,0
בני ציון,,75.75057983398438,3
רבין ק. בילינסון,,81.556884765625,9
סורוקה,,71.58992004394531,17
מאיר,,86.63239288330078,1
קפלן,,108.8447647094727,7
"רמב""ם",,88.83197021484375,2
הכרמל,,71.16564178466797,1
הדסה עין כרם,,95.76719665527344,14
הסקוטי,,,0
המשפחה הקדושה,,,0
סנט ג'וזף,,,0
שערי צדק,,89.9262924194336,2
אל מקאסד,,,0
לניאדו,,81.0584945678711,0
אוגוסטה ויקטוריה,,,1
מעייני הישועה,,89.24050903320312,0
אסותא אשדוד,,,1
שניידר,,,0
השרון ק. גולדה,,71.36929321289062,2
יוספטל,,,0
המרכזי בעמק,,77.24137878417969,4
