gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage
זכר,0-9,חודש אחרון,20284,8,0,0,6,1.5,13,1.1
זכר,0-9,6 חודשים,277495,10.9,4,0.1,18,1.1,56,0.8
זכר,0-9,מתחילת קורונה,405870,10.6,7,0.1,30,0.5,108,0.4
זכר,0-9,3 חודשים,262311,10.7,4,0.2,16,1.4,50,0.8
זכר,0-9,שנה,337837,11.3,5,0.1,22,0.9,79,0.7
נקבה,0-9,6 חודשים,211435,8.3,1,0,8,0.5,40,0.5
נקבה,0-9,שנה,265312,8.9,1,0,9,0.4,56,0.5
נקבה,0-9,מתחילת קורונה,322086,8.4,4,0,15,0.3,70,0.2
נקבה,0-9,חודש אחרון,15245,6,0,0,3,0.7,8,0.7
נקבה,0-9,3 חודשים,196496,8,1,0,8,0.7,33,0.6
זכר,10-19,מתחילת קורונה,410620,10.8,7,0.1,23,0.4,77,0.3
זכר,10-19,3 חודשים,258089,10.5,4,0.2,9,0.8,24,0.4
זכר,10-19,שנה,314579,10.5,5,0.1,14,0.6,43,0.4
זכר,10-19,חודש אחרון,19386,7.7,1,0.3,4,1,4,0.3
זכר,10-19,6 חודשים,269011,10.5,5,0.2,13,0.8,32,0.4
נקבה,10-19,חודש אחרון,19117,7.6,0,0,2,0.5,5,0.4
נקבה,10-19,6 חודשים,258579,10.1,3,0.1,13,0.8,22,0.3
נקבה,10-19,מתחילת קורונה,386976,10.2,7,0.1,23,0.4,77,0.3
נקבה,10-19,3 חודשים,246031,10,2,0.1,9,0.8,14,0.2
נקבה,10-19,שנה,303794,10.2,4,0.1,16,0.6,36,0.3
זכר,20-29,3 חודשים,133429,5.4,1,0,9,0.8,35,0.6
זכר,20-29,6 חודשים,137306,5.4,2,0.1,17,1.1,48,0.7
זכר,20-29,מתחילת קורונה,235228,6.2,23,0.2,52,0.9,239,0.9
זכר,20-29,חודש אחרון,14914,5.9,0,0,3,0.7,7,0.6
זכר,20-29,שנה,164289,5.5,5,0.1,25,1,98,0.8
נקבה,20-29,3 חודשים,205694,8.4,5,0.2,10,0.9,22,0.4
נקבה,20-29,שנה,245742,8.2,9,0.2,23,0.9,101,0.8
נקבה,20-29,מתחילת קורונה,328336,8.6,22,0.2,58,1,269,1
נקבה,20-29,חודש אחרון,22589,8.9,0,0,1,0.2,3,0.3
נקבה,20-29,6 חודשים,212239,8.3,7,0.3,16,1,52,0.7
זכר,30-39,6 חודשים,145757,5.7,13,0.5,34,2.1,95,1.3
זכר,30-39,מתחילת קורונה,224515,5.9,51,0.5,101,1.7,622,2.2
זכר,30-39,חודש אחרון,16599,6.6,2,0.6,15,3.7,10,0.9
זכר,30-39,3 חודשים,141411,5.7,9,0.4,25,2.1,51,0.9
זכר,30-39,שנה,171816,5.8,25,0.6,50,2,220,1.8
נקבה,30-39,חודש אחרון,22712,9,0,0,4,1,9,0.8
נקבה,30-39,6 חודשים,226178,8.9,6,0.2,20,1.2,101,1.4
נקבה,30-39,מתחילת קורונה,323009,8.5,36,0.3,99,1.7,581,2.1
נקבה,30-39,3 חודשים,218438,8.9,4,0.2,9,0.8,52,0.9
נקבה,30-39,שנה,261578,8.8,16,0.4,48,1.9,235,2
זכר,40-49,3 חודשים,131998,5.4,14,0.6,40,3.4,125,2.1
