gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,חודש אחרון,578,1.3,0,0,1,0.6,2,0.3,69,2.5
זכר,0-9,6 חודשים,15841,3.9,1,0.1,4,0.6,9,0.3,514,3.4
זכר,0-9,מתחילת קורונה,442966,9.4,8,0.1,35,0.5,126,0.4,3395,3.7
זכר,0-9,שנה,299880,8.9,5,0.1,21,1,67,0.6,1998,4.9
זכר,0-9,3 חודשים,1317,1.3,0,0,1,0.4,2,0.2,116,2.3
נקבה,0-9,6 חודשים,14130,3.4,0,0,2,0.3,8,0.2,377,2.5
נקבה,0-9,מתחילת קורונה,365027,7.7,4,0,18,0.3,79,0.2,2729,2.9
נקבה,0-9,חודש אחרון,509,1.1,0,0,1,0.6,1,0.2,43,1.5
נקבה,0-9,שנה,238526,7.1,2,0.1,11,0.5,43,0.4,1598,3.9
נקבה,0-9,3 חודשים,1398,1.4,0,0,1,0.4,1,0.1,72,1.4
זכר,10-19,6 חודשים,13504,3.3,0,0,1,0.2,5,0.1,121,0.8
זכר,10-19,מתחילת קורונה,442279,9.4,6,0,25,0.4,82,0.2,1099,1.2
זכר,10-19,חודש אחרון,1411,3.2,0,0,0,0,1,0.2,11,0.4
זכר,10-19,שנה,290666,8.7,3,0.1,11,0.5,29,0.3,470,1.1
זכר,10-19,3 חודשים,2906,2.9,0,0,0,0,1,0.1,22,0.4
נקבה,10-19,חודש אחרון,1844,4.2,0,0,0,0,1,0.2,16,0.6
נקבה,10-19,6 חודשים,15624,3.8,0,0,0,0,6,0.2,108,0.7
נקבה,10-19,מתחילת קורונה,434585,9.2,7,0.1,23,0.3,83,0.3,1245,1.3
נקבה,10-19,3 חודשים,4129,4.1,0,0,0,0,3,0.3,26,0.5
נקבה,10-19,שנה,292020,8.7,2,0.1,9,0.4,21,0.2,506,1.2
זכר,20-29,מתחילת קורונה,273022,5.8,26,0.2,61,0.9,254,0.8,1710,1.8
זכר,20-29,6 חודשים,17795,4.3,2,0.2,6,0.9,10,0.3,153,1
זכר,20-29,חודש אחרון,2044,4.6,0,0,1,0.6,3,0.5,22,0.8
זכר,20-29,שנה,171930,5.1,4,0.1,17,0.8,51,0.5,545,1.3
זכר,20-29,3 חודשים,3964,4,1,0.3,4,1.5,4,0.4,38,0.8
נקבה,20-29,6 חודשים,25380,6.2,0,0,8,1.2,13,0.4,512,3.4
נקבה,20-29,מתחילת קורונה,388059,8.2,22,0.2,64,1,286,0.9,5513,5.9
נקבה,20-29,חודש אחרון,2996,6.7,0,0,2,1.2,2,0.3,57,2
נקבה,20-29,שנה,264383,7.9,5,0.1,17,0.8,38,0.4,2269,5.5
נקבה,20-29,3 חודשים,6441,6.5,0,0,2,0.8,4,0.4,110,2.2
זכר,30-39,6 חודשים,22015,5.4,0,0,5,0.8,20,0.6,207,1.4
