period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,9374,1109,11.83
3_Month,0-9,19301,2849,14.76
6_Month,0-9,86617,32686,37.74
1_Year,0-9,1208572,533302,44.13
All,0-9,1715919,767905,44.75
1_Month,10-19,13345,3153,23.63
3_Month,10-19,28414,7087,24.94
6_Month,10-19,92498,31216,33.75
1_Year,10-19,1129441,572045,50.65
All,10-19,1632131,810982,49.69
1_Month,20-29,19126,4843,25.32
3_Month,20-29,41669,10482,25.16
6_Month,20-29,128833,45718,35.49
1_Year,20-29,993442,427547,43.04
All,20-29,1478318,608918,41.19
1_Month,30-39,19015,5273,27.73
3_Month,30-39,40976,11546,28.18
6_Month,30-39,137978,55721,40.38
1_Year,30-39,968648,470557,48.58
All,30-39,1375866,617574,44.89
1_Month,40-49,19684,5773,29.33
3_Month,40-49,42708,12971,30.37
6_Month,40-49,134784,56613,42
1_Year,40-49,886781,441897,49.83
All,40-49,1222598,561959,45.96
1_Month,50-59,20265,5912,29.17
3_Month,50-59,43860,13584,30.97
6_Month,50-59,127320,55603,43.67
1_Year,50-59,697310,322166,46.2
All,50-59,958361,403507,42.1
1_Month,60-69,22620,6327,27.97
3_Month,60-69,49805,15467,31.06
6_Month,60-69,139407,62445,44.79
1_Year,60-69,590231,257479,43.62
All,60-69,792776,310732,39.2
1_Month,70-79,24604,6148,24.99
3_Month,70-79,52118,15773,30.26
6_Month,70-79,130172,58640,45.05
1_Year,70-79,395318,175874,44.49
All,70-79,519103,204345,39.37
1_Month,80-89,20926,3464,16.55
3_Month,80-89,36216,8198,22.64
6_Month,80-89,71088,28165,39.62
1_Year,80-89,156391,72324,46.25
All,80-89,222696,86988,39.06
1_Month,90+,7638,1070,14.01
3_Month,90+,12297,2349,19.1
6_Month,90+,20874,7454,35.71
1_Year,90+,37746,18129,48.03
All,90+,58656,22689,38.68
