age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,28003,4058,1505185,1.9,0.3
20-29,184986,33073,1277634,14.5,2.6
30-39,220229,50988,1186386,18.6,4.3
40-49,389631,75048,1080768,36.1,6.9
50-59,460719,94688,832687,55.3,11.4
60-69,523290,254209,735380,71.2,34.6
70-79,409750,226930,462148,88.7,49.1
80-89,181723,91372,222547,81.7,41.1
90+,42538,20710,50589,84.1,40.9
