amount,date
1485,2020-08-28T00:00:00.000Z
794,2020-08-29T00:00:00.000Z
926,2020-08-30T00:00:00.000Z
1843,2020-08-31T00:00:00.000Z
1907,2020-09-01T00:00:00.000Z
2715,2020-09-02T00:00:00.000Z
1442,2020-09-03T00:00:00.000Z
