coronaOccupancy,isolatedTeam,name,normalOccupancy
97.16981132075472,68,הדסה עין כרם,118.7584381103516
96.36363636363636,40,שערי צדק,96.92874908447266
93.44262295081968,16,שמיר (אסף הרופא),64.4219970703125
86.88524590163934,74,נהריה,74.55048370361328
84.84848484848484,54,"רמב""ם",91.3402099609375
76.19047619047619,81,לניאדו,81.0584945678711
75,92,ברזילי,69.66666412353516
73.33333333333333,46,שיבא,93.60759735107422
67.5,47,רבין ק. בילינסון,93.29341125488281
66.66666666666666,4,הסקוטי,93.61701965332031
63.33333333333333,25,הלל יפה,79.80582427978516
62.96296296296296,6,אסותא אשדוד,
59.09090909090909,3,המשפחה הקדושה,135
58.69565217391305,21,בני ציון,88.22171020507812
57.692307692307686,17,זיו צפת,66.8587875366211
54.054054054054056,0,סנט ג'וזף,
51.85185185185185,25,מעייני הישועה,98.7220458984375
50,20,קפלן,92.41876983642578
47.82608695652174,0,אל מקאסד,
45.67901234567901,47,המרכזי בעמק,74.48275756835938
42.64705882352941,27,וולפסון,64.42166900634766
41.11111111111111,53,סוראסקי,108.1981201171875
39.47368421052632,4,השרון ק. גולדה,55.18672180175781
39.28571428571429,21,הכרמל,73.61962890625
36.84210526315789,108,מאיר,69.92288208007812
35,29,פוריה,65.35211181640625
33.33333333333333,39,סורוקה,74.37010955810547
33.33333333333333,0,אוגוסטה ויקטוריה,
0,2,סנט וינסנט,60.44776153564453
0,13,שניידר,83.96624755859375
