gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,חודש אחרון,480,1.8,0,0,1,1.2,0,0,27,2
זכר,0-9,6 חודשים,29336,4.6,1,0.1,5,0.8,13,0.4,592,3.8
זכר,0-9,שנה,306933,9.2,5,0.1,22,1.1,70,0.7,1970,5.1
זכר,0-9,מתחילת קורונה,441943,9.6,8,0.1,34,0.5,124,0.4,3294,3.7
זכר,0-9,3 חודשים,6621,3.9,0,0,3,0.9,5,0.3,268,3.6
נקבה,0-9,חודש אחרון,573,2.2,0,0,0,0,0,0,21,1.6
נקבה,0-9,6 חודשים,25477,4,0,0,1,0.2,11,0.3,455,2.9
נקבה,0-9,שנה,245394,7.4,2,0.1,10,0.5,48,0.5,1603,4.1
נקבה,0-9,מתחילת קורונה,363656,7.9,5,0,17,0.3,78,0.2,2673,3
נקבה,0-9,3 חודשים,5812,3.4,0,0,1,0.3,3,0.2,206,2.8
זכר,10-19,חודש אחרון,724,2.8,0,0,0,0,0,0,7,0.5
זכר,10-19,6 חודשים,26003,4.1,0,0,1,0.2,5,0.1,135,0.9
זכר,10-19,מתחילת קורונה,439802,9.5,6,0.1,25,0.4,81,0.3,1084,1.2
זכר,10-19,שנה,294429,8.9,3,0.1,12,0.6,30,0.3,478,1.2
זכר,10-19,3 חודשים,5130,3,0,0,1,0.3,2,0.1,63,0.9
נקבה,10-19,חודש אחרון,1061,4,0,0,0,0,0,0,4,0.3
נקבה,10-19,6 חודשים,27685,4.4,1,0.1,2,0.3,6,0.2,152,1
נקבה,10-19,שנה,295524,8.9,3,0.1,10,0.5,22,0.2,525,1.4
נקבה,10-19,מתחילת קורונה,430609,9.3,8,0.1,23,0.4,81,0.3,1222,1.4
נקבה,10-19,3 חודשים,5965,3.5,0,0,0,0,1,0.1,52,0.7
זכר,20-29,חודש אחרון,741,2.8,0,0,1,1.2,2,0.8,12,0.9
זכר,20-29,מתחילת קורונה,269391,5.8,25,0.2,57,0.9,252,0.8,1677,1.9
זכר,20-29,6 חודשים,27241,4.3,1,0.1,3,0.5,14,0.4,177,1.1
זכר,20-29,שנה,170161,5.1,4,0.1,18,0.9,57,0.5,545,1.4
זכר,20-29,3 חודשים,7188,4.3,1,0.2,2,0.6,8,0.5,76,1
נקבה,20-29,חודש אחרון,1269,4.8,0,0,1,1.2,2,0.8,39,2.9
נקבה,20-29,מתחילת קורונה,382217,8.3,22,0.2,63,1,284,0.9,5435,6.1
נקבה,20-29,6 חודשים,38640,6.1,0,0,7,1.1,14,0.4,640,4.1
נקבה,20-29,שנה,261811,7.9,7,0.2,20,1,51,0.5,2344,6
נקבה,20-29,3 חודשים,10230,6.1,0,0,4,1.1,7,0.4,262,3.5
זכר,30-39,חודש אחרון,1105,4.2,0,0,0,0,1,0.4,11,0.8
זכר,30-39,6 חודשים,35096,5.6,0,0,7,1.1,19,0.5,231,1.5
זכר,30-39,שנה,189620,5.7,14,0.4,38,1.8,95,0.9,698,1.8
זכר,30-39,מתחילת קורונה,269873,5.8,53,0.5,106,1.6,643,2,2365,2.7
זכר,30-39,3 חודשים,8878,5.3,0,0,2,0.6,9,0.5,92,1.2
נקבה,30-39,חודש אחרון,1589,6.1,0,0,0,0,3,1.2,31,2.3
נקבה,30-39,6 חודשים,48554,7.7,3,0.3,13,2,17,0.5,663,4.3
נקבה,30-39,שנה,288460,8.7,9,0.2,30,1.4,97,0.9,2339,6
נקבה,30-39,מתחילת קורונה,389683,8.4,40,0.3,114,1.7,601,1.9,5503,6.2
נקבה,30-39,3 חודשים,12293,7.3,1,0.2,7,2,7,0.4,268,3.6
זכר,40-49,חודש אחרון,1126,4.3,0,0,1,1.2,1,0.4,23,1.7
