instituteDesc,occupancy,gOccupancy,occupancyDate
רבין ק. השרון,54.4,44.4,2022-02-26T00:00:00.000Z
הדסה הר הצופים,58.3,80.2,2022-02-26T00:00:00.000Z
מאיר,60.5,81.4,2022-02-26T00:00:00.000Z
סורוקה,62,67.9,2022-02-26T00:00:00.000Z
הכרמל,62.3,74.2,2022-02-26T00:00:00.000Z
לניאדו,65.4,74.7,2022-02-26T00:00:00.000Z
פוריה,69.2,61.7,2022-02-26T00:00:00.000Z
וולפסון,73.8,72.6,2022-02-26T00:00:00.000Z
איכילוב,74,95.5,2022-02-26T00:00:00.000Z
המרכזי בעמק,78.7,67.4,2022-02-26T00:00:00.000Z
ברזילי,80.2,70.5,2022-02-26T00:00:00.000Z
בני ציון,82.6,69.5,2022-02-26T00:00:00.000Z
שמיר,84.9,68.9,2022-02-26T00:00:00.000Z
מ.גריאטרי פרדס חנה,,42.8,2022-02-26T00:00:00.000Z
"רמב""ם",91.9,81.6,2022-02-26T00:00:00.000Z
יוספטל,93.8,44.6,2022-02-26T00:00:00.000Z
זיו צפת,100,67.1,2022-02-26T00:00:00.000Z
הדסה עין כרם,102.9,90.2,2022-02-26T00:00:00.000Z
קפלן,104,97.2,2022-02-26T00:00:00.000Z
נהריה,107.9,77,2022-02-26T00:00:00.000Z
רבין ק. בילינסון,109.7,90.2,2022-02-26T00:00:00.000Z
אסותא אשדוד,113.6,99.3,2022-02-26T00:00:00.000Z
