section,female,male,period,order_period
0-9,"{'amount': 14, 'percentage': 0.2}","{'amount': 28, 'percentage': 0.5}",מתחילת קורונה,1
0-9,"{'amount': 7, 'percentage': 0.6}","{'amount': 14, 'percentage': 1.3}",3 חודשים,4
0-9,"{'amount': 7, 'percentage': 0.4}","{'amount': 19, 'percentage': 1.1}",6 חודשים,3
0-9,"{'amount': 10, 'percentage': 0.4}","{'amount': 21, 'percentage': 0.8}",שנה,2
0-9,"{'amount': 6, 'percentage': 0.7}","{'amount': 12, 'percentage': 1.4}",חודש אחרון,5
10-19,"{'amount': 19, 'percentage': 0.3}","{'amount': 23, 'percentage': 0.4}",מתחילת קורונה,1
10-19,"{'amount': 5, 'percentage': 0.6}","{'amount': 8, 'percentage': 0.9}",חודש אחרון,5
10-19,"{'amount': 7, 'percentage': 0.6}","{'amount': 9, 'percentage': 0.8}",3 חודשים,4
10-19,"{'amount': 12, 'percentage': 0.7}","{'amount': 14, 'percentage': 0.8}",6 חודשים,3
10-19,"{'amount': 14, 'percentage': 0.5}","{'amount': 15, 'percentage': 0.6}",שנה,2
20-29,"{'amount': 25, 'percentage': 0.9}","{'amount': 34, 'percentage': 1.3}",שנה,2
20-29,"{'amount': 15, 'percentage': 0.8}","{'amount': 19, 'percentage': 1.1}",6 חודשים,3
20-29,"{'amount': 12, 'percentage': 1.1}","{'amount': 9, 'percentage': 0.8}",3 חודשים,4
20-29,"{'amount': 10, 'percentage': 1.2}","{'amount': 6, 'percentage': 0.7}",חודש אחרון,5
20-29,"{'amount': 56, 'percentage': 1}","{'amount': 49, 'percentage': 0.9}",מתחילת קורונה,1
30-39,"{'amount': 89, 'percentage': 1.5}","{'amount': 94, 'percentage': 1.6}",מתחילת קורונה,1
30-39,"{'amount': 10, 'percentage': 0.9}","{'amount': 22, 'percentage': 2}",3 חודשים,4
30-39,"{'amount': 27, 'percentage': 1.5}","{'amount': 37, 'percentage': 2.1}",6 חודשים,3
30-39,"{'amount': 55, 'percentage': 2.1}","{'amount': 55, 'percentage': 2.1}",שנה,2
30-39,"{'amount': 7, 'percentage': 0.8}","{'amount': 17, 'percentage': 2}",חודש אחרון,5
40-49,"{'amount': 73, 'percentage': 2.7}","{'amount': 138, 'percentage': 5.2}",שנה,2
40-49,"{'amount': 44, 'percentage': 2.5}","{'amount': 85, 'percentage': 4.8}",6 חודשים,3
40-49,"{'amount': 13, 'percentage': 1.5}","{'amount': 28, 'percentage': 3.3}",חודש אחרון,5
40-49,"{'amount': 138, 'percentage': 2.4}","{'amount': 241, 'percentage': 4.2}",מתחילת קורונה,1
40-49,"{'amount': 20, 'percentage': 1.8}","{'amount': 46, 'percentage': 4.2}",3 חודשים,4
50-59,"{'amount': 143, 'percentage': 5.4}","{'amount': 248, 'percentage': 9.3}",שנה,2
50-59,"{'amount': 88, 'percentage': 4.9}","{'amount': 161, 'percentage': 9}",6 חודשים,3
50-59,"{'amount': 50, 'percentage': 4.6}","{'amount': 88, 'percentage': 8.1}",3 חודשים,4
50-59,"{'amount': 39, 'percentage': 4.6}","{'amount': 64, 'percentage': 7.6}",חודש אחרון,5
50-59,"{'amount': 250, 'percentage': 4.4}","{'amount': 519, 'percentage': 9}",מתחילת קורונה,1
60-69,"{'amount': 239, 'percentage': 9}","{'amount': 339, 'percentage': 12.7}",שנה,2
60-69,"{'amount': 160, 'percentage': 8.9}","{'amount': 220, 'percentage': 12.3}",6 חודשים,3
60-69,"{'amount': 57, 'percentage': 6.7}","{'amount': 100, 'percentage': 11.8}",חודש אחרון,5
60-69,"{'amount': 465, 'percentage': 8.1}","{'amount': 881, 'percentage': 15.3}",מתחילת קורונה,1
60-69,"{'amount': 74, 'percentage': 6.8}","{'amount': 124, 'percentage': 11.4}",3 חודשים,4
70-79,"{'amount': 105, 'percentage': 9.7}","{'amount': 167, 'percentage': 15.4}",3 חודשים,4
70-79,"{'amount': 555, 'percentage': 9.7}","{'amount': 989, 'percentage': 17.2}",מתחילת קורונה,1
70-79,"{'amount': 83, 'percentage': 9.8}","{'amount': 137, 'percentage': 16.2}",חודש אחרון,5
70-79,"{'amount': 190, 'percentage': 10.6}","{'amount': 255, 'percentage': 14.3}",6 חודשים,3
70-79,"{'amount': 273, 'percentage': 10.2}","{'amount': 378, 'percentage': 14.2}",שנה,2
80-89,"{'amount': 227, 'percentage': 8.5}","{'amount': 259, 'percentage': 9.7}",שנה,2
80-89,"{'amount': 118, 'percentage': 10.9}","{'amount': 133, 'percentage': 12.3}",3 חודשים,4
80-89,"{'amount': 160, 'percentage': 8.9}","{'amount': 188, 'percentage': 10.5}",6 חודשים,3
80-89,"{'amount': 97, 'percentage': 11.5}","{'amount': 106, 'percentage': 12.5}",חודש אחרון,5
80-89,"{'amount': 463, 'percentage': 8.1}","{'amount': 612, 'percentage': 10.7}",מתחילת קורונה,1
90+,"{'amount': 45, 'percentage': 2.5}","{'amount': 43, 'percentage': 2.4}",6 חודשים,3
90+,"{'amount': 126, 'percentage': 2.2}","{'amount': 132, 'percentage': 2.3}",מתחילת קורונה,1
90+,"{'amount': 26, 'percentage': 3.1}","{'amount': 25, 'percentage': 3}",חודש אחרון,5
90+,"{'amount': 35, 'percentage': 3.2}","{'amount': 34, 'percentage': 3.1}",3 חודשים,4
90+,"{'amount': 61, 'percentage': 2.3}","{'amount': 57, 'percentage': 2.1}",שנה,2
