city,sickCount,actualSick,verifiedLast7Days,testLast7Days,patientDiffPopulationForTenThousands
ירושלים,158133,1528,889,52821,16
תל אביב - יפו,48099,357,154,40734,8
באר שבע,27412,315,195,18271,16
פתח תקווה,36435,227,141,18504,9
רחובות,20439,227,155,11435,16
בני ברק,61702,209,129,6499,10
לוד,13716,177,123,8052,22
מודיעין עילית,29613,177,135,1920,22
חיפה,28270,172,86,18148,6
רהט,8090,171,81,3244,25
נצרת,12704,167,69,5583,21
ראשון לציון,27533,153,85,17005,6
חולון,26151,146,75,13438,8
נתניה,33497,145,78,15871,7
רמלה,15194,142,76,6604,19
טייבה,8047,131,73,5200,29
בית שמש,27250,129,80,5466,10
אשקלון,20846,126,69,11094,9
בת ים,17342,124,63,9531,10
אום אל-פחם,9658,119,74,3457,21
אשדוד,41558,115,53,14685,5
תל שבע,1531,103,46,1163,49
חדרה,13487,103,52,6111,11
סח'נין,6353,102,74,2168,31
חורה,1667,99,38,960,54
אלעד,15387,98,59,2189,20
צפת,7117,93,65,2505,26
ראש העין,9800,92,60,5434,14
ערד,5616,90,50,2828,33
עפולה,7560,88,46,4421,16
רמת גן,14366,87,58,16243,6
מגאר,3703,86,37,2195,37
שפרעם,5976,83,40,2131,20
קרית גת,11906,82,46,4590,14
אילת,6286,77,46,8117,14
כסיפה,1554,75,45,981,41
קלנסווה,4007,72,27,2174,31
אופקים,7651,71,35,2872,21
כפר מנדא,2320,71,  6-10  ,851,34
ג'סר א-זרקא,1640,68,40,1516,45
טמרה,5985,65,38,3126,19
עכו,7297,65,37,3580,13
נוף הגליל,4561,64,34,3446,14
חריש,3508,63,49,2062,31
"בסמ""ה",1584,63,36,1307,57
טירה,4943,62,19,2304,23
ביתר עילית,14577,60,36,1354,9
רעננה,7619,60,31,5796,8
ערערה,3331,60,31,1068,30
דימונה,4379,60,36,3123,17
מג'ד אל-כרום,2948,58,24,1210,37
שגב-שלום,849,56,34,532,50
הרצליה,8486,55,37,8103,6
טבריה,7793,54,19,2952,12
גדרה,3540,52,38,2987,21
לקיה,1439,52,24,493,33
מסעודין אל-עזאזמה,455,52,26,320,29
בית שאן,3637,50,32,1121,25
יפיע,3071,50,19,1252,26
באקה אל-גרביה,5043,49,27,2202,16
כפר קרע,2841,48,28,1135,25
משהד,1326,48,27,880,54
מודיעין-מכבים-רעות,8519,48,29,7048,5
אור יהודה,7384,47,27,2943,14
עין מאהל,1986,47,27,931,34
דבוריה,1703,47,25,731,44
כעביה-טבאש-חג'אג'רה,877,46,29,720,77
כפר כנא,3197,46,17,1148,20
קרית ים,4597,46,24,3116,12
