section,male,female,period,order_period
0-9,"{'amount': 9, 'percentage': 0.3}","{'amount': 7, 'percentage': 0.2}",שנה,2
0-9,"{'amount': 13, 'percentage': 0.3}","{'amount': 9, 'percentage': 0.2}",מתחילת קורונה,1
0-9,"{'amount': 2, 'percentage': 0.5}","{'amount': 1, 'percentage': 0.2}",חודש אחרון,5
0-9,"{'amount': 5, 'percentage': 0.5}","{'amount': 1, 'percentage': 0.1}",3 חודשים,4
0-9,"{'amount': 6, 'percentage': 0.6}","{'amount': 1, 'percentage': 0.1}",6 חודשים,3
10-19,"{'amount': 8, 'percentage': 0.8}","{'amount': 5, 'percentage': 0.5}",6 חודשים,3
10-19,"{'amount': 6, 'percentage': 1.4}","{'amount': 3, 'percentage': 0.7}",חודש אחרון,5
10-19,"{'amount': 19, 'percentage': 0.4}","{'amount': 12, 'percentage': 0.3}",מתחילת קורונה,1
10-19,"{'amount': 8, 'percentage': 0.8}","{'amount': 4, 'percentage': 0.4}",3 חודשים,4
10-19,"{'amount': 16, 'percentage': 0.5}","{'amount': 8, 'percentage': 0.2}",שנה,2
20-29,"{'amount': 11, 'percentage': 1.2}","{'amount': 9, 'percentage': 0.9}",3 חודשים,4
20-29,"{'amount': 9, 'percentage': 2.1}","{'amount': 6, 'percentage': 1.4}",חודש אחרון,5
20-29,"{'amount': 35, 'percentage': 1.1}","{'amount': 33, 'percentage': 1}",שנה,2
20-29,"{'amount': 41, 'percentage': 0.9}","{'amount': 47, 'percentage': 1}",מתחילת קורונה,1
20-29,"{'amount': 12, 'percentage': 1.1}","{'amount': 9, 'percentage': 0.8}",6 חודשים,3
30-39,"{'amount': 75, 'percentage': 1.6}","{'amount': 85, 'percentage': 1.8}",מתחילת קורונה,1
30-39,"{'amount': 52, 'percentage': 1.6}","{'amount': 67, 'percentage': 2}",שנה,2
30-39,"{'amount': 8, 'percentage': 1.9}","{'amount': 12, 'percentage': 2.8}",חודש אחרון,5
30-39,"{'amount': 18, 'percentage': 1.9}","{'amount': 21, 'percentage': 2.2}",3 חודשים,4
30-39,"{'amount': 20, 'percentage': 1.9}","{'amount': 27, 'percentage': 2.5}",6 חודשים,3
40-49,"{'amount': 70, 'percentage': 6.6}","{'amount': 34, 'percentage': 3.2}",6 חודשים,3
40-49,"{'amount': 56, 'percentage': 5.9}","{'amount': 32, 'percentage': 3.4}",3 חודשים,4
40-49,"{'amount': 36, 'percentage': 8.4}","{'amount': 21, 'percentage': 4.9}",חודש אחרון,5
40-49,"{'amount': 169, 'percentage': 5.1}","{'amount': 93, 'percentage': 2.8}",שנה,2
40-49,"{'amount': 214, 'percentage': 4.6}","{'amount': 117, 'percentage': 2.5}",מתחילת קורונה,1
50-59,"{'amount': 92, 'percentage': 9.7}","{'amount': 50, 'percentage': 5.3}",3 חודשים,4
50-59,"{'amount': 60, 'percentage': 14.1}","{'amount': 29, 'percentage': 6.8}",חודש אחרון,5
50-59,"{'amount': 327, 'percentage': 9.9}","{'amount': 153, 'percentage': 4.6}",שנה,2
50-59,"{'amount': 442, 'percentage': 9.4}","{'amount': 197, 'percentage': 4.2}",מתחילת קורונה,1
50-59,"{'amount': 110, 'percentage': 10.4}","{'amount': 62, 'percentage': 5.8}",6 חודשים,3
60-69,"{'amount': 137, 'percentage': 12.9}","{'amount': 111, 'percentage': 10.5}",6 חודשים,3
60-69,"{'amount': 128, 'percentage': 13.5}","{'amount': 101, 'percentage': 10.6}",3 חודשים,4
60-69,"{'amount': 60, 'percentage': 14.1}","{'amount': 46, 'percentage': 10.8}",חודש אחרון,5
60-69,"{'amount': 762, 'percentage': 16.3}","{'amount': 387, 'percentage': 8.3}",מתחילת קורונה,1
60-69,"{'amount': 519, 'percentage': 15.7}","{'amount': 296, 'percentage': 8.9}",שנה,2
70-79,"{'amount': 142, 'percentage': 13.4}","{'amount': 102, 'percentage': 9.6}",6 חודשים,3
70-79,"{'amount': 33, 'percentage': 7.7}","{'amount': 43, 'percentage': 10.1}",חודש אחרון,5
70-79,"{'amount': 810, 'percentage': 17.3}","{'amount': 442, 'percentage': 9.4}",מתחילת קורונה,1
70-79,"{'amount': 540, 'percentage': 16.3}","{'amount': 326, 'percentage': 9.8}",שנה,2
70-79,"{'amount': 134, 'percentage': 14.1}","{'amount': 90, 'percentage': 9.5}",3 חודשים,4
80-89,"{'amount': 477, 'percentage': 10.2}","{'amount': 344, 'percentage': 7.4}",מתחילת קורונה,1
80-89,"{'amount': 89, 'percentage': 8.4}","{'amount': 81, 'percentage': 7.6}",6 חודשים,3
80-89,"{'amount': 21, 'percentage': 4.9}","{'amount': 21, 'percentage': 4.9}",חודש אחרון,5
80-89,"{'amount': 83, 'percentage': 8.7}","{'amount': 76, 'percentage': 8}",3 חודשים,4
80-89,"{'amount': 298, 'percentage': 9}","{'amount': 250, 'percentage': 7.5}",שנה,2
90+,"{'amount': 96, 'percentage': 2.1}","{'amount': 89, 'percentage': 1.9}",מתחילת קורונה,1
90+,"{'amount': 17, 'percentage': 1.6}","{'amount': 17, 'percentage': 1.6}",6 חודשים,3
90+,"{'amount': 16, 'percentage': 1.7}","{'amount': 16, 'percentage': 1.7}",3 חודשים,4
90+,"{'amount': 5, 'percentage': 1.2}","{'amount': 5, 'percentage': 1.2}",חודש אחרון,5
90+,"{'amount': 59, 'percentage': 1.8}","{'amount': 56, 'percentage': 1.7}",שנה,2
