section,male,female,period,order_period
0-9,"{'amount': 111475, 'percentage': 11.2}","{'amount': 109453, 'percentage': 11}",שנה,2
0-9,"{'amount': 128711, 'percentage': 9.9}","{'amount': 126324, 'percentage': 9.7}",מתחילת קורונה,1
0-9,"{'amount': 10527, 'percentage': 15.9}","{'amount': 10889, 'percentage': 16.5}",חודש אחרון,5
0-9,"{'amount': 62420, 'percentage': 13.7}","{'amount': 62302, 'percentage': 13.7}",3 חודשים,4
0-9,"{'amount': 64717, 'percentage': 13.6}","{'amount': 64571, 'percentage': 13.6}",6 חודשים,3
10-19,"{'amount': 46843, 'percentage': 9.8}","{'amount': 53964, 'percentage': 11.3}",6 חודשים,3
10-19,"{'amount': 7099, 'percentage': 10.7}","{'amount': 8605, 'percentage': 13}",חודש אחרון,5
10-19,"{'amount': 138701, 'percentage': 10.6}","{'amount': 142454, 'percentage': 10.9}",מתחילת קורונה,1
10-19,"{'amount': 44539, 'percentage': 9.8}","{'amount': 51288, 'percentage': 11.3}",3 חודשים,4
10-19,"{'amount': 100762, 'percentage': 10.1}","{'amount': 113531, 'percentage': 11.4}",שנה,2
20-29,"{'amount': 26972, 'percentage': 5.9}","{'amount': 36230, 'percentage': 8}",3 חודשים,4
20-29,"{'amount': 2994, 'percentage': 4.5}","{'amount': 4867, 'percentage': 7.4}",חודש אחרון,5
20-29,"{'amount': 69369, 'percentage': 6.9}","{'amount': 89892, 'percentage': 9}",שנה,2
20-29,"{'amount': 99962, 'percentage': 7.7}","{'amount': 120088, 'percentage': 9.2}",מתחילת קורונה,1
20-29,"{'amount': 28067, 'percentage': 5.9}","{'amount': 37438, 'percentage': 7.9}",6 חודשים,3
30-39,"{'amount': 81654, 'percentage': 6.3}","{'amount': 100502, 'percentage': 7.7}",מתחילת קורונה,1
30-39,"{'amount': 61052, 'percentage': 6.1}","{'amount': 79151, 'percentage': 7.9}",שנה,2
30-39,"{'amount': 3182, 'percentage': 4.8}","{'amount': 5601, 'percentage': 8.5}",חודש אחרון,5
30-39,"{'amount': 26610, 'percentage': 5.9}","{'amount': 37963, 'percentage': 8.4}",3 חודשים,4
30-39,"{'amount': 27785, 'percentage': 5.8}","{'amount': 39470, 'percentage': 8.3}",6 חודשים,3
40-49,"{'amount': 22581, 'percentage': 4.7}","{'amount': 28835, 'percentage': 6.1}",6 חודשים,3
40-49,"{'amount': 21292, 'percentage': 4.7}","{'amount': 27275, 'percentage': 6}",3 חודשים,4
40-49,"{'amount': 2545, 'percentage': 3.9}","{'amount': 3548, 'percentage': 5.4}",חודש אחרון,5
40-49,"{'amount': 49797, 'percentage': 5}","{'amount': 61640, 'percentage': 6.2}",שנה,2
40-49,"{'amount': 67711, 'percentage': 5.2}","{'amount': 81589, 'percentage': 6.2}",מתחילת קורונה,1
50-59,"{'amount': 11755, 'percentage': 2.6}","{'amount': 15091, 'percentage': 3.3}",3 חודשים,4
50-59,"{'amount': 1248, 'percentage': 1.9}","{'amount': 1742, 'percentage': 2.6}",חודש אחרון,5
50-59,"{'amount': 32117, 'percentage': 3.2}","{'amount': 38712, 'percentage': 3.9}",שנה,2
50-59,"{'amount': 46086, 'percentage': 3.5}","{'amount': 53854, 'percentage': 4.1}",מתחילת קורונה,1
50-59,"{'amount': 12597, 'percentage': 2.6}","{'amount': 16086, 'percentage': 3.4}",6 חודשים,3
60-69,"{'amount': 8102, 'percentage': 1.7}","{'amount': 9809, 'percentage': 2.1}",6 חודשים,3
60-69,"{'amount': 7287, 'percentage': 1.6}","{'amount': 8937, 'percentage': 2}",3 חודשים,4
60-69,"{'amount': 691, 'percentage': 1}","{'amount': 1064, 'percentage': 1.6}",חודש אחרון,5
60-69,"{'amount': 30868, 'percentage': 2.4}","{'amount': 33077, 'percentage': 2.5}",מתחילת קורונה,1
60-69,"{'amount': 20649, 'percentage': 2.1}","{'amount': 23621, 'percentage': 2.4}",שנה,2
70-79,"{'amount': 4405, 'percentage': 0.9}","{'amount': 5220, 'percentage': 1.1}",6 חודשים,3
70-79,"{'amount': 376, 'percentage': 0.6}","{'amount': 496, 'percentage': 0.8}",חודש אחרון,5
70-79,"{'amount': 15671, 'percentage': 1.2}","{'amount': 16980, 'percentage': 1.3}",מתחילת קורונה,1
70-79,"{'amount': 10633, 'percentage': 1.1}","{'amount': 12258, 'percentage': 1.2}",שנה,2
70-79,"{'amount': 3889, 'percentage': 0.9}","{'amount': 4707, 'percentage': 1}",3 חודשים,4
80-89,"{'amount': 7087, 'percentage': 0.5}","{'amount': 9706, 'percentage': 0.7}",מתחילת קורונה,1
80-89,"{'amount': 2022, 'percentage': 0.4}","{'amount': 2617, 'percentage': 0.5}",6 חודשים,3
80-89,"{'amount': 190, 'percentage': 0.3}","{'amount': 271, 'percentage': 0.4}",חודש אחרון,5
80-89,"{'amount': 1839, 'percentage': 0.4}","{'amount': 2425, 'percentage': 0.5}",3 חודשים,4
80-89,"{'amount': 4896, 'percentage': 0.5}","{'amount': 6899, 'percentage': 0.7}",שנה,2
90+,"{'amount': 1732, 'percentage': 0.1}","{'amount': 3541, 'percentage': 0.3}",מתחילת קורונה,1
90+,"{'amount': 438, 'percentage': 0.1}","{'amount': 798, 'percentage': 0.2}",6 חודשים,3
90+,"{'amount': 413, 'percentage': 0.1}","{'amount': 736, 'percentage': 0.2}",3 חודשים,4
90+,"{'amount': 46, 'percentage': 0.1}","{'amount': 66, 'percentage': 0.1}",חודש אחרון,5
90+,"{'amount': 1221, 'percentage': 0.1}","{'amount': 2362, 'percentage': 0.2}",שנה,2
