gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,3 חודשים,22994,4.9,0,0,2,0.5,8,0.4,364,3.8
זכר,0-9,שנה,366096,10.1,5,0.1,23,0.9,84,0.6,2177,5
זכר,0-9,6 חודשים,255105,9.8,2,0.1,16,1.1,54,0.7,1523,5.2
זכר,0-9,חודש אחרון,14357,4.9,0,0,2,0.9,3,0.2,260,3.8
זכר,0-9,מתחילת קורונה,435587,9.8,7,0.1,31,0.5,116,0.4,3073,3.7
נקבה,0-9,חודש אחרון,12641,4.3,0,0,1,0.4,7,0.4,203,3
נקבה,0-9,3 חודשים,19795,4.2,0,0,1,0.3,9,0.4,278,2.9
נקבה,0-9,6 חודשים,196133,7.6,2,0.1,10,0.7,39,0.5,1250,4.3
נקבה,0-9,שנה,298939,8.3,2,0,10,0.4,60,0.4,1777,4.1
נקבה,0-9,מתחילת קורונה,357858,8,5,0,17,0.3,79,0.3,2496,3
זכר,10-19,שנה,337527,9.3,5,0.1,15,0.6,45,0.3,577,1.3
זכר,10-19,חודש אחרון,12544,4.3,0,0,0,0,3,0.2,59,0.9
זכר,10-19,מתחילת קורונה,435214,9.8,7,0.1,24,0.4,81,0.3,1031,1.2
זכר,10-19,3 חודשים,21081,4.5,0,0,0,0,4,0.2,83,0.9
זכר,10-19,6 חודשים,229350,8.8,4,0.1,10,0.7,23,0.3,343,1.2
נקבה,10-19,שנה,337897,9.3,4,0.1,15,0.6,35,0.3,666,1.5
נקבה,10-19,3 חודשים,21927,4.7,1,0.3,2,0.5,5,0.2,111,1.1
נקבה,10-19,6 חודשים,219337,8.4,3,0.1,8,0.5,15,0.2,390,1.3
נקבה,10-19,חודש אחרון,13111,4.5,0,0,0,0,3,0.2,78,1.1
נקבה,10-19,מתחילת קורונה,424391,9.5,8,0.1,23,0.4,80,0.3,1185,1.4
זכר,20-29,חודש אחרון,13207,4.5,0,0,2,0.9,0,0,76,1.1
זכר,20-29,3 חודשים,20326,4.4,0,0,2,0.5,6,0.3,113,1.2
זכר,20-29,6 חודשים,126656,4.9,2,0.1,12,0.8,34,0.4,392,1.3
זכר,20-29,שנה,191005,5.3,5,0.1,23,0.9,92,0.7,673,1.5
זכר,20-29,מתחילת קורונה,262176,5.9,24,0.2,56,0.9,244,0.8,1612,1.9
נקבה,20-29,חודש אחרון,17963,6.2,0,0,4,1.8,9,0.6,281,4.1
נקבה,20-29,מתחילת קורונה,372449,8.4,22,0.2,60,1,279,0.9,5226,6.3
נקבה,20-29,3 חודשים,28722,6.2,0,0,4,1,9,0.4,417,4.3
נקבה,20-29,6 חודשים,198269,7.6,5,0.2,13,0.9,27,0.3,1666,5.7
נקבה,20-29,שנה,288181,8,9,0.2,23,0.9,104,0.8,2774,6.4
זכר,30-39,חודש אחרון,16668,5.7,0,0,3,1.3,10,0.6,112,1.6
זכר,30-39,3 חודשים,26513,5.7,0,0,7,1.8,14,0.6,160,1.7
זכר,30-39,6 חודשים,149523,5.8,9,0.3,28,1.9,66,0.8,516,1.8
זכר,30-39,שנה,207864,5.8,24,0.5,50,1.9,228,1.7,993,2.3
זכר,30-39,מתחילת קורונה,260952,5.9,53,0.5,106,1.7,637,2.1,2292,2.8
נקבה,30-39,3 חודשים,36495,7.8,2,0.5,7,1.8,12,0.5,444,4.6
נקבה,30-39,שנה,314803,8.7,16,0.3,38,1.5,220,1.6,2925,6.7
נקבה,30-39,6 חודשים,229913,8.9,7,0.3,17,1.1,62,0.8,1725,5.9
נקבה,30-39,חודש אחרון,22716,7.8,1,0.5,4,1.8,5,0.3,297,4.4
נקבה,30-39,מתחילת קורונה,377822,8.5,39,0.4,107,1.7,598,2,5292,6.4
זכר,40-49,חודש אחרון,16107,5.5,2,1,7,3.1,20,1.2,143,2.1
זכר,40-49,3 חודשים,25971,5.6,2,0.5,11,2.9,29,1.3,202,2.1
זכר,40-49,6 חודשים,140611,5.4,17,0.6,46,3.1,140,1.8,665,2.3
זכר,40-49,שנה,191220,5.3,52,1.1,105,4.1,480,3.5,1360,3.1
זכר,40-49,מתחילת קורונה,235868,5.3,122,1.1,267,4.3,1420,4.6,3642,4.4
נקבה,40-49,3 חודשים,37947,8.1,3,0.8,7,1.8,20,0.9,207,2.1
נקבה,40-49,שנה,283699,7.8,23,0.5,52,2,344,2.5,1519,3.5
נקבה,40-49,6 חודשים,213186,8.2,11,0.4,18,1.2,88,1.1,752,2.6
נקבה,40-49,חודש אחרון,23557,8.1,2,1,3,1.3,14,0.9,143,2.1
נקבה,40-49,מתחילת קורונה,338619,7.6,78,0.7,141,2.3,978,3.2,3617,4.3
זכר,50-59,חודש אחרון,14482,5,3,1.5,9,3.9,39,2.4,229,3.4
זכר,50-59,3 חודשים,23055,4.9,12,3,25,6.5,59,2.6,340,3.5
זכר,50-59,שנה,130844,3.6,139,3,194,7.6,746,5.4,1937,4.5
זכר,50-59,6 חודשים,99963,3.9,66,2.4,102,6.8,313,4,1134,3.9
זכר,50-59,מתחילת קורונה,163978,3.7,392,3.5,555,8.9,2267,7.4,5011,6
נקבה,50-59,3 חודשים,36341,7.8,1,0.3,9,2.3,48,2.1,254,2.6
נקבה,50-59,שנה,195382,5.4,74,1.6,110,4.3,558,4.1,1599,3.7
נקבה,50-59,6 חודשים,154199,5.9,35,1.3,53,3.5,214,2.7,898,3.1
נקבה,50-59,חודש אחרון,22547,7.7,0,0,5,2.2,32,2,168,2.5
נקבה,50-59,מתחילת קורונה,234639,5.3,199,1.8,259,4.1,1602,5.2,3997,4.8
זכר,60-69,חודש אחרון,16188,5.5,11,5.6,31,13.6,130,8.1,504,7.4
זכר,60-69,3 חודשים,25537,5.5,17,4.3,51,13.3,181,8,716,7.4
זכר,60-69,6 חודשים,79199,3.1,177,6.5,178,11.9,678,8.6,2081,7.2
זכר,60-69,שנה,100993,2.8,366,7.9,324,12.6,1303,9.5,3135,7.2
זכר,60-69,מתחילת קורונה,123791,2.8,1010,9.1,955,15.2,3403,11.1,6918,8.3
נקבה,60-69,חודש אחרון,23270,8,2,1,15,6.6,77,4.8,380,5.6
נקבה,60-69,3 חודשים,37687,8.1,10,2.5,27,7,116,5.1,553,5.7
נקבה,60-69,שנה,142466,3.9,256,5.5,220,8.6,951,6.9,2404,5.5
נקבה,60-69,6 חודשים,115723,4.5,106,3.9,103,6.9,466,5.9,1542,5.3
