coronaOccupancy,normalOccupancy,isolatedTeam
100,,0
52,,0
48,,0
46,,0
44,,0
43,,0
40,,0
39,,0
37,,0
36,,0
30,,0
28.999999999999996,,0
28.000000000000004,,0
24,,0
23,,0
23,,0
22,,0
20,,0
17,,0
17,,0
10,,0
9,,0
6,,0
4,,0
3,,0
3,,0
1,,0
0,,0
0,,0
0,,0
0,,0
0,,0
