period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,9013,1092,12.12
3_Month,0-9,19057,2816,14.78
6_Month,0-9,91873,35882,39.06
1_Year,0-9,1213477,534546,44.05
All,0-9,1715602,767812,44.75
1_Month,10-19,13038,3225,24.74
3_Month,10-19,28112,6947,24.71
6_Month,10-19,98448,35038,35.59
1_Year,10-19,1135765,573790,50.52
All,10-19,1631989,810842,49.68
1_Month,20-29,18730,4882,26.07
3_Month,20-29,41082,10130,24.66
6_Month,20-29,135078,49653,36.76
1_Year,20-29,998267,428034,42.88
All,20-29,1477882,608600,41.18
1_Month,30-39,18866,5352,28.37
3_Month,30-39,40454,11228,27.75
6_Month,30-39,145384,60610,41.69
1_Year,30-39,972845,471105,48.43
All,30-39,1375629,617284,44.87
1_Month,40-49,19727,5916,29.99
3_Month,40-49,42207,12635,29.94
6_Month,40-49,142492,61683,43.29
1_Year,40-49,890303,442418,49.69
All,40-49,1222366,561614,45.94
1_Month,50-59,20336,6079,29.89
3_Month,50-59,43324,13301,30.7
6_Month,50-59,133905,60106,44.89
1_Year,50-59,699848,322313,46.05
All,50-59,958131,403171,42.08
1_Month,60-69,22733,6539,28.76
3_Month,60-69,49367,15282,30.96
6_Month,60-69,145781,67085,46.02
1_Year,60-69,592001,257386,43.48
All,60-69,792506,310301,39.15
1_Month,70-79,24772,6381,25.76
3_Month,70-79,51726,15704,30.36
6_Month,70-79,135139,62567,46.3
1_Year,70-79,396218,175603,44.32
All,70-79,518795,203919,39.31
1_Month,80-89,20881,3531,16.91
3_Month,80-89,35691,8073,22.62
6_Month,80-89,72741,29587,40.67
1_Year,80-89,156624,72097,46.03
All,80-89,222488,86714,38.97
1_Month,90+,7623,1086,14.25
3_Month,90+,12127,2285,18.84
6_Month,90+,21171,7777,36.73
1_Year,90+,37744,18040,47.8
All,90+,58550,22593,38.59
