cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
Abu Sinan,קטן מ-15,אין מידע,20,13.98,5.02,צהוב,14306
Afula,קטן מ-15,אין מידע,134,23.57,7.15,כתום,56844
Akko,קטן מ-15,אין מידע,77,15.55,6.84,כתום,49517
Arad,קטן מ-15,אין מידע,43,15.83,6.7,כתום,27170
Ari'el,קטן מ-15,אין מידע,35,17.08,6.83,כתום,20488
Ashdod,38,8.92,426,18.82,6.05,כתום,226329
Ashqelon,32,10.42,307,20.96,6.28,כתום,146442
Azor,קטן מ-15,אין מידע,23,17.39,7.67,אדום,13228
Bat Yam,קטן מ-15,אין מידע,275,21.52,6.47,כתום,127772
Be'er Sheva,44,9.30,473,22.46,6.14,כתום,210624
Be'er Ya'aqov,קטן מ-15,אין מידע,41,14.23,6.66,כתום,28818
Bene Beraq,קטן מ-15,אין מידע,120,5.77,5.82,צהוב,208031
Bet She'an,קטן מ-15,אין מידע,33,17.39,8.32,אדום,18980
Bet Shemesh,קטן מ-15,אין מידע,44,3.33,4.34,ירוק,132210
Binyamina-Giv'at Ada,קטן מ-15,אין מידע,20,12.52,7.71,אדום,15971
Dimona,קטן מ-15,אין מידע,57,16.31,5.86,צהוב,34954
Elat,15,18.29,82,15.62,9.17,אדום,52507
Even Yehuda,0,0,36,25.65,4.61,צהוב,14036
Gan Yavne,קטן מ-15,אין מידע,31,12.98,6.39,כתום,23887
Ganne Tiqwa,קטן מ-15,אין מידע,42,19.53,6.64,כתום,21508
Gedera,קטן מ-15,אין מידע,69,23.95,5.25,צהוב,28805
Giv'at Shemu'el,קטן מ-15,אין מידע,40,14.69,6.38,כתום,27236
Giv'atayim,קטן מ-15,אין מידע,126,20.70,7.23,כתום,60872
Hadera,קטן מ-15,אין מידע,139,14.05,5.83,צהוב,98928
Haifa,35,5.79,605,21.23,6.5,כתום,284981
Harish,קטן מ-15,אין מידע,23,11.73,7.88,אדום,19608
Herzliyya,17,8.95,190,19.15,7.27,כתום,99208
Hod Hasharon,קטן מ-15,אין מידע,104,16.06,6.03,כתום,64755
Holon,21,6.25,336,17.10,5.97,צהוב,196510
Jerusalem,52,5.83,892,9.36,5.26,צהוב,952916
Karmi'el,קטן מ-15,אין מידע,105,22.73,7.75,אדום,46190
Kefar Sava,קטן מ-15,אין מידע,188,18.49,5.43,צהוב,101664
Kefar Weradim,קטן מ-15,אין מידע,16,29.12,6.42,כתום,5495
Kefar Yona,קטן מ-15,אין מידע,41,15.68,6.02,כתום,26140
Lehavim,קטן מ-15,אין מידע,16,24.09,6.05,כתום,6641
Lod,19,20.21,94,11.64,5.26,צהוב,80786
Ma'ale Adummim,קטן מ-15,אין מידע,67,17.72,8.48,אדום,37802
Ma'alot-Tarshiha,קטן מ-15,אין מידע,30,13.54,6.9,כתום,22158
Mazkeret Batya,קטן מ-15,אין מידע,29,19.21,7.61,אדום,15095
Metar,קטן מ-15,אין מידע,16,16.06,6.84,כתום,9963
Mevasseret Ziyyon,קטן מ-15,אין מידע,36,14.79,7.05,כתום,24347
Migdal Haemeq,קטן מ-15,אין מידע,80,31.02,9.09,אדום,25790
Modi'in Illit,קטן מ-15,אין מידע,21,2.67,6.26,כתום,78775
Modi'in-Makkabbim-Re'ut,23,13.14,175,18.47,7.93,אדום,94744
Nahariyya,קטן מ-15,אין מידע,122,20.61,7.38,כתום,59189
Nazareth,קטן מ-15,אין מידע,37,4.76,4.29,ירוק,77734
Nes Ziyyona,קטן מ-15,אין מידע,83,16.43,7.85,אדום,50532
Nesher,קטן מ-15,אין מידע,37,15.45,5.33,צהוב,23947
Netanya,29,7.59,382,17.09,6.18,כתום,223562
Netivot,קטן מ-15,אין מידע,34,8.62,3.91,ירוק,39456
Nof Hagalil,קטן מ-15,אין מידע,137,32.66,9.29,אדום,41950
Ofaqim,קטן מ-15,אין מידע,45,13.90,6.15,כתום,32378
Or Aqiva,קטן מ-15,אין מידע,32,16.48,5.81,צהוב,19417
Or Yehuda,קטן מ-15,אין מידע,58,15.85,5.88,צהוב,36587
Pardes Hanna-Karkur,קטן מ-15,אין מידע,68,15.58,5.52,צהוב,43646
Petah Tiqwa,39,7.44,524,20.92,7.03,כתום,250427
Qadima-Zoran,קטן מ-15,אין מידע,23,10.13,6.38,כתום,22711
Qiryat Atta,קטן מ-15,אין מידע,97,16.36,6.22,כתום,59291
Qiryat Bialik,קטן מ-15,אין מידע,90,21.61,7.81,אדום,41645
Qiryat Eqron,קטן מ-15,אין מידע,16,14.50,4.93,צהוב,11034
Qiryat Gat,15,16.67,90,15.37,6.98,כתום,58550
Qiryat Mal'akhi,קטן מ-15,אין מידע,21,8.63,3.58,ירוק,24346
