section,male,female,period
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
0-9,"{'amount': 124, 'percentage': 0.4}","{'amount': 78, 'percentage': 0.2}",מתחילת קורונה
0-9,"{'amount': 65, 'percentage': 0.6}","{'amount': 44, 'percentage': 0.4}",שנה
0-9,"{'amount': 10, 'percentage': 0.3}","{'amount': 9, 'percentage': 0.3}",6 חודשים
0-9,"{'amount': 2, 'percentage': 0.2}","{'amount': 1, 'percentage': 0.1}",3 חודשים
10-19,"{'amount': 30, 'percentage': 0.3}","{'amount': 21, 'percentage': 0.2}",שנה
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 0.4}",חודש אחרון
10-19,"{'amount': 81, 'percentage': 0.3}","{'amount': 82, 'percentage': 0.3}",מתחילת קורונה
10-19,"{'amount': 5, 'percentage': 0.1}","{'amount': 6, 'percentage': 0.2}",6 חודשים
10-19,"{'amount': 1, 'percentage': 0.1}","{'amount': 1, 'percentage': 0.1}",3 חודשים
20-29,"{'amount': 2, 'percentage': 0.8}","{'amount': 0, 'percentage': 0}",חודש אחרון
20-29,"{'amount': 252, 'percentage': 0.8}","{'amount': 284, 'percentage': 0.9}",מתחילת קורונה
20-29,"{'amount': 52, 'percentage': 0.5}","{'amount': 42, 'percentage': 0.4}",שנה
20-29,"{'amount': 11, 'percentage': 0.3}","{'amount': 14, 'percentage': 0.4}",6 חודשים
20-29,"{'amount': 4, 'percentage': 0.4}","{'amount': 6, 'percentage': 0.6}",3 חודשים
30-39,"{'amount': 0, 'percentage': 0}","{'amount': 2, 'percentage': 0.8}",חודש אחרון
30-39,"{'amount': 643, 'percentage': 2}","{'amount': 602, 'percentage': 1.9}",מתחילת קורונה
30-39,"{'amount': 82, 'percentage': 0.8}","{'amount': 84, 'percentage': 0.8}",שנה
30-39,"{'amount': 16, 'percentage': 0.5}","{'amount': 13, 'percentage': 0.4}",6 חודשים
30-39,"{'amount': 5, 'percentage': 0.5}","{'amount': 7, 'percentage': 0.7}",3 חודשים
40-49,"{'amount': 3, 'percentage': 1.1}","{'amount': 2, 'percentage': 0.8}",חודש אחרון
40-49,"{'amount': 1438, 'percentage': 4.5}","{'amount': 984, 'percentage': 3.1}",מתחילת קורונה
40-49,"{'amount': 189, 'percentage': 1.9}","{'amount': 117, 'percentage': 1.1}",שנה
40-49,"{'amount': 36, 'percentage': 1}","{'amount': 27, 'percentage': 0.8}",6 חודשים
40-49,"{'amount': 6, 'percentage': 0.6}","{'amount': 5, 'percentage': 0.5}",3 חודשים
50-59,"{'amount': 394, 'percentage': 3.9}","{'amount': 281, 'percentage': 2.8}",שנה
50-59,"{'amount': 6, 'percentage': 2.3}","{'amount': 6, 'percentage': 2.3}",חודש אחרון
50-59,"{'amount': 2305, 'percentage': 7.2}","{'amount': 1631, 'percentage': 5.1}",מתחילת קורונה
50-59,"{'amount': 90, 'percentage': 2.6}","{'amount': 71, 'percentage': 2.1}",6 חודשים
50-59,"{'amount': 28, 'percentage': 2.7}","{'amount': 21, 'percentage': 2.1}",3 חודשים
60-69,"{'amount': 19, 'percentage': 7.3}","{'amount': 12, 'percentage': 4.6}",חודש אחרון
60-69,"{'amount': 3516, 'percentage': 11}","{'amount': 2371, 'percentage': 7.4}",מתחילת קורונה
60-69,"{'amount': 869, 'percentage': 8.5}","{'amount': 599, 'percentage': 5.9}",שנה
60-69,"{'amount': 280, 'percentage': 8.1}","{'amount': 171, 'percentage': 5}",6 חודשים
60-69,"{'amount': 77, 'percentage': 7.5}","{'amount': 46, 'percentage': 4.5}",3 חודשים
70-79,"{'amount': 1433, 'percentage': 14.1}","{'amount': 1104, 'percentage': 10.8}",שנה
70-79,"{'amount': 43, 'percentage': 16.5}","{'amount': 42, 'percentage': 16.1}",חודש אחרון
70-79,"{'amount': 4127, 'percentage': 12.9}","{'amount': 3145, 'percentage': 9.8}",מתחילת קורונה
70-79,"{'amount': 503, 'percentage': 14.6}","{'amount': 401, 'percentage': 11.6}",6 חודשים
70-79,"{'amount': 163, 'percentage': 15.9}","{'amount': 129, 'percentage': 12.6}",3 חודשים
80-89,"{'amount': 38, 'percentage': 14.6}","{'amount': 44, 'percentage': 16.9}",חודש אחרון
80-89,"{'amount': 3588, 'percentage': 11.2}","{'amount': 3688, 'percentage': 11.5}",מתחילת קורונה
80-89,"{'amount': 1571, 'percentage': 15.4}","{'amount': 1614, 'percentage': 15.9}",שנה
80-89,"{'amount': 582, 'percentage': 16.9}","{'amount': 583, 'percentage': 16.9}",6 חודשים
80-89,"{'amount': 182, 'percentage': 17.8}","{'amount': 178, 'percentage': 17.4}",3 חודשים
90+,"{'amount': 242, 'percentage': 7}","{'amount': 384, 'percentage': 11.1}",6 חודשים
90+,"{'amount': 20, 'percentage': 7.7}","{'amount': 21, 'percentage': 8}",חודש אחרון
90+,"{'amount': 1259, 'percentage': 3.9}","{'amount': 1880, 'percentage': 5.9}",מתחילת קורונה
90+,"{'amount': 662, 'percentage': 6.5}","{'amount': 926, 'percentage': 9.1}",שנה
90+,"{'amount': 66, 'percentage': 6.5}","{'amount': 95, 'percentage': 9.3}",3 חודשים
