cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
Afula,קטן מ-15,אין מידע,38,6.68,6.91,כתום,56844
Akko,קטן מ-15,אין מידע,26,5.25,3.59,ירוק,49517
Ashdod,22,14.97,147,6.49,5.75,צהוב,226329
Ashqelon,28,15.05,186,12.70,5.62,צהוב,146442
Bat Yam,קטן מ-15,אין מידע,113,8.84,5.43,צהוב,127772
Be'er Sheva,33,16.10,205,9.73,5.28,צהוב,210624
Be'er Ya'aqov,קטן מ-15,אין מידע,16,5.55,8.72,אדום,28818
Bene Beraq,קטן מ-15,אין מידע,28,1.35,3.25,ירוק,208031
Binyamina-Giv'at Ada,קטן מ-15,אין מידע,19,11.90,7.52,אדום,15971
Deir Hanna,קטן מ-15,אין מידע,17,16.25,5.76,צהוב,10459
Dimona,קטן מ-15,אין מידע,58,16.59,7.05,כתום,34954
Elat,קטן מ-15,אין מידע,25,4.76,7.9,אדום,52507
Gan Yavne,קטן מ-15,אין מידע,24,10.05,8.55,אדום,23887
Ganne Tiqwa,קטן מ-15,אין מידע,30,13.95,5.97,צהוב,21508
Gedera,קטן מ-15,אין מידע,21,7.29,4.42,ירוק,28805
Giv'at Shemu'el,קטן מ-15,אין מידע,20,7.34,4.85,צהוב,27236
Giv'atayim,קטן מ-15,אין מידע,65,10.68,7.74,אדום,60872
Hadera,קטן מ-15,אין מידע,111,11.22,4.96,צהוב,98928
Haifa,27,8.41,321,11.26,6.02,כתום,284981
Harish,קטן מ-15,אין מידע,20,10.20,7.68,אדום,19608
Herzliyya,קטן מ-15,אין מידע,99,9.98,5.77,צהוב,99208
Hod Hasharon,קטן מ-15,אין מידע,80,12.35,6.52,כתום,64755
Holon,15,7.28,206,10.48,6.13,כתום,196510
Jerusalem,32,8.47,378,3.97,4.65,צהוב,952916
Karmi'el,קטן מ-15,אין מידע,42,9.09,5.54,צהוב,46190
Kefar Sava,קטן מ-15,אין מידע,168,16.53,6.35,כתום,101664
Kefar Weradim,קטן מ-15,אין מידע,24,43.68,8.5,אדום,5495
Kefar Yona,קטן מ-15,אין מידע,25,9.56,6,כתום,26140
Lod,קטן מ-15,אין מידע,32,3.96,3.76,ירוק,80786
Ma'ale Adummim,קטן מ-15,אין מידע,46,12.17,7.08,כתום,37802
Mevasseret Ziyyon,קטן מ-15,אין מידע,41,16.84,8,אדום,24347
Modi'in-Makkabbim-Re'ut,16,20.25,79,8.34,7.51,אדום,94744
Nahariyya,קטן מ-15,אין מידע,51,8.62,5.99,צהוב,59189
Nazareth,0,0,16,2.06,2.87,ירוק,77734
Nes Ziyyona,קטן מ-15,אין מידע,46,9.10,5.05,צהוב,50532
Nesher,0,0,24,10.02,5.97,צהוב,23947
Netanya,26,10.53,247,11.05,5.27,צהוב,223562
Nof Hagalil,קטן מ-15,אין מידע,33,7.87,6.36,כתום,41950
Ofaqim,קטן מ-15,אין מידע,18,5.56,5.86,צהוב,32378
Or Aqiva,קטן מ-15,אין מידע,21,10.82,7.17,כתום,19417
Or Yehuda,0,0,23,6.29,5.29,צהוב,36587
Pardes Hanna-Karkur,קטן מ-15,אין מידע,31,7.10,5.26,צהוב,43646
Pardesiyya,קטן מ-15,אין מידע,21,31.59,7.28,כתום,6647
Petah Tiqwa,44,15.22,289,11.54,6.29,כתום,250427
Qadima-Zoran,קטן מ-15,אין מידע,24,10.57,7.73,אדום,22711
Qiryat Atta,קטן מ-15,אין מידע,36,6.07,6.29,כתום,59291
Qiryat Bialik,קטן מ-15,אין מידע,52,12.49,6.3,כתום,41645
Qiryat Gat,קטן מ-15,אין מידע,45,7.69,5.01,צהוב,58550
Qiryat Motzkin,קטן מ-15,אין מידע,60,13.20,5.7,צהוב,45461
Qiryat Ono,קטן מ-15,אין מידע,59,14.47,7.19,כתום,40778
Qiryat Shemona,קטן מ-15,אין מידע,17,7.57,5.44,צהוב,22470
Qiryat Yam,קטן מ-15,אין מידע,33,8.38,5.57,צהוב,39389
Ra'annana,קטן מ-15,אין מידע,112,14.55,6.04,כתום,76958
Ramat Gan,קטן מ-15,אין מידע,181,10.85,6.08,כתום,166746
Ramat Hasharon,קטן מ-15,אין מידע,36,7.58,6.13,כתום,47482
Ramla,קטן מ-15,אין מידע,35,4.55,4.44,ירוק,76903
Rehovot,קטן מ-15,אין מידע,126,8.62,5.96,צהוב,146213
Rishon Leziyyon,23,7.88,292,11.41,5.65,צהוב,255891
Rosh Haayin,קטן מ-15,אין מידע,50,7.43,6.49,כתום,67337
Sederot,קטן מ-15,אין מידע,17,5.88,5.3,צהוב,28899
Shoham,קטן מ-15,אין מידע,19,9.04,8.72,אדום,21029
Tel Aviv - Yafo,49,11.48,427,8.52,5.93,צהוב,501015
Tel Mond,קטן מ-15,אין מידע,25,18.57,8.46,אדום,13461
Tiberias,קטן מ-15,אין מידע,56,12.26,5.01,צהוב,45686
Tirat Karmel,קטן מ-15,אין מידע,20,8.24,7.54,אדום,24285
Yavne,קטן מ-15,אין מידע,48,9.65,6.09,כתום,49759
Yehud,קטן מ-15,אין מידע,31,10.33,6.37,כתום,30003
Yoqne'am Illit,קטן מ-15,אין מידע,19,7.90,6.18,כתום,24061
Zikhron Ya'aqov,קטן מ-15,אין מידע,33,14.04,7.86,אדום,23503
