section,male,female,period
0-9,"{'amount': 329, 'percentage': 1.5}","{'amount': 370, 'percentage': 1.7}",חודש אחרון
0-9,"{'amount': 442109, 'percentage': 9.5}","{'amount': 363976, 'percentage': 7.8}",מתחילת קורונה
0-9,"{'amount': 304253, 'percentage': 9.2}","{'amount': 242879, 'percentage': 7.3}",שנה
0-9,"{'amount': 26181, 'percentage': 4.4}","{'amount': 23027, 'percentage': 3.9}",6 חודשים
0-9,"{'amount': 2288, 'percentage': 2.5}","{'amount': 2640, 'percentage': 2.9}",3 חודשים
10-19,"{'amount': 292787, 'percentage': 8.8}","{'amount': 293840, 'percentage': 8.9}",שנה
10-19,"{'amount': 559, 'percentage': 2.6}","{'amount': 785, 'percentage': 3.6}",חודש אחרון
10-19,"{'amount': 440178, 'percentage': 9.5}","{'amount': 431255, 'percentage': 9.3}",מתחילת קורונה
10-19,"{'amount': 24009, 'percentage': 4.1}","{'amount': 25742, 'percentage': 4.4}",6 חודשים
10-19,"{'amount': 2588, 'percentage': 2.8}","{'amount': 3648, 'percentage': 4}",3 חודשים
20-29,"{'amount': 709, 'percentage': 3.2}","{'amount': 1200, 'percentage': 5.5}",חודש אחרון
20-29,"{'amount': 269867, 'percentage': 5.8}","{'amount': 383084, 'percentage': 8.3}",מתחילת קורונה
20-29,"{'amount': 170122, 'percentage': 5.1}","{'amount': 261664, 'percentage': 7.9}",שנה
20-29,"{'amount': 25470, 'percentage': 4.3}","{'amount': 36136, 'percentage': 6.1}",6 חודשים
20-29,"{'amount': 3245, 'percentage': 3.6}","{'amount': 5148, 'percentage': 5.6}",3 חודשים
30-39,"{'amount': 938, 'percentage': 4.3}","{'amount': 1295, 'percentage': 5.9}",חודש אחרון
30-39,"{'amount': 270474, 'percentage': 5.8}","{'amount': 390548, 'percentage': 8.4}",מתחילת קורונה
30-39,"{'amount': 189503, 'percentage': 5.7}","{'amount': 288016, 'percentage': 8.7}",שנה
30-39,"{'amount': 32267, 'percentage': 5.5}","{'amount': 44757, 'percentage': 7.6}",6 חודשים
30-39,"{'amount': 4148, 'percentage': 4.6}","{'amount': 6102, 'percentage': 6.7}",3 חודשים
40-49,"{'amount': 943, 'percentage': 4.3}","{'amount': 1602, 'percentage': 7.3}",חודש אחרון
40-49,"{'amount': 245071, 'percentage': 5.3}","{'amount': 352066, 'percentage': 7.6}",מתחילת קורונה
40-49,"{'amount': 178070, 'percentage': 5.4}","{'amount': 268544, 'percentage': 8.1}",שנה
40-49,"{'amount': 31589, 'percentage': 5.4}","{'amount': 46973, 'percentage': 8}",6 חודשים
40-49,"{'amount': 4256, 'percentage': 4.7}","{'amount': 6911, 'percentage': 7.6}",3 חודשים
50-59,"{'amount': 127110, 'percentage': 3.8}","{'amount': 193519, 'percentage': 5.8}",שנה
50-59,"{'amount': 1048, 'percentage': 4.8}","{'amount': 1859, 'percentage': 8.5}",חודש אחרון
50-59,"{'amount': 172708, 'percentage': 3.7}","{'amount': 248565, 'percentage': 5.4}",מתחילת קורונה
50-59,"{'amount': 28796, 'percentage': 4.9}","{'amount': 46071, 'percentage': 7.8}",6 חודשים
50-59,"{'amount': 4259, 'percentage': 4.7}","{'amount': 7379, 'percentage': 8.1}",3 חודשים
60-69,"{'amount': 1545, 'percentage': 7.1}","{'amount': 2236, 'percentage': 10.2}",חודש אחרון
60-69,"{'amount': 134938, 'percentage': 2.9}","{'amount': 182341, 'percentage': 3.9}",מתחילת קורונה
60-69,"{'amount': 104275, 'percentage': 3.1}","{'amount': 148614, 'percentage': 4.5}",שנה
60-69,"{'amount': 33544, 'percentage': 5.7}","{'amount': 48975, 'percentage': 8.3}",6 חודשים
60-69,"{'amount': 5718, 'percentage': 6.3}","{'amount': 8653, 'percentage': 9.5}",3 חודשים
70-79,"{'amount': 75466, 'percentage': 2.3}","{'amount': 93833, 'percentage': 2.8}",שנה
70-79,"{'amount': 1832, 'percentage': 8.4}","{'amount': 2259, 'percentage': 10.3}",חודש אחרון
70-79,"{'amount': 91109, 'percentage': 2}","{'amount': 111120, 'percentage': 2.4}",מתחילת קורונה
70-79,"{'amount': 33195, 'percentage': 5.6}","{'amount': 42205, 'percentage': 7.2}",6 חודשים
70-79,"{'amount': 6547, 'percentage': 7.2}","{'amount': 8630, 'percentage': 9.5}",3 חודשים
80-89,"{'amount': 811, 'percentage': 3.7}","{'amount': 1111, 'percentage': 5.1}",חודש אחרון
80-89,"{'amount': 36062, 'percentage': 0.8}","{'amount': 49496, 'percentage': 1.1}",מתחילת קורונה
80-89,"{'amount': 28991, 'percentage': 0.9}","{'amount': 39625, 'percentage': 1.2}",שנה
80-89,"{'amount': 13859, 'percentage': 2.4}","{'amount': 18733, 'percentage': 3.2}",6 חודשים
80-89,"{'amount': 2905, 'percentage': 3.2}","{'amount': 4230, 'percentage': 4.6}",3 חודשים
90+,"{'amount': 2737, 'percentage': 0.5}","{'amount': 5227, 'percentage': 0.9}",6 חודשים
90+,"{'amount': 171, 'percentage': 0.8}","{'amount': 291, 'percentage': 1.3}",חודש אחרון
90+,"{'amount': 7711, 'percentage': 0.2}","{'amount': 14784, 'percentage': 0.3}",מתחילת קורונה
90+,"{'amount': 5971, 'percentage': 0.2}","{'amount': 11197, 'percentage': 0.3}",שנה
90+,"{'amount': 631, 'percentage': 0.7}","{'amount': 1210, 'percentage': 1.3}",3 חודשים
