period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,56499,5894,10.43
3_Month,0-9,246133,54724,22.23
6_Month,0-9,1206190,502721,41.68
1_Year,0-9,1489813,627788,42.14
All,0-9,1700190,735772,43.28
1_Month,10-19,59955,7530,12.56
3_Month,10-19,267745,53822,20.1
6_Month,10-19,1129058,541133,47.93
1_Year,10-19,1389811,633059,45.55
All,10-19,1620203,778672,48.06
1_Month,20-29,92068,7640,8.3
3_Month,20-29,367621,60543,16.47
6_Month,20-29,971439,377760,38.89
1_Year,20-29,1224149,440644,36
All,20-29,1454551,562387,38.66
1_Month,30-39,93435,9647,10.32
3_Month,30-39,355353,71471,20.11
6_Month,30-39,945602,409915,43.35
1_Year,30-39,1166523,474401,40.67
All,30-39,1354646,560698,41.39
1_Month,40-49,90254,10233,11.34
3_Month,40-49,340553,69255,20.34
6_Month,40-49,863586,378376,43.81
1_Year,40-49,1045083,428104,40.96
All,40-49,1201842,502324,41.8
1_Month,50-59,85187,9558,11.22
3_Month,50-59,303161,56806,18.74
6_Month,50-59,666910,256175,38.41
1_Year,50-59,809345,284228,35.12
All,50-59,935881,341367,36.48
1_Month,60-69,80375,10325,12.85
3_Month,60-69,270352,50850,18.81
6_Month,60-69,550655,181597,32.98
1_Year,60-69,665931,199378,29.94
All,60-69,766107,237765,31.04
1_Month,70-79,58284,9188,15.76
3_Month,70-79,183318,36761,20.05
6_Month,70-79,347266,103689,29.86
1_Year,70-79,421165,113409,26.93
All,70-79,485827,133822,27.55
1_Month,80-89,26744,3238,12.11
3_Month,80-89,69637,13387,19.22
6_Month,80-89,129478,39434,30.46
1_Year,80-89,161506,44054,27.28
All,80-89,203513,55048,27.05
1_Month,90+,8061,692,8.58
3_Month,90+,17210,3007,17.47
6_Month,90+,30213,9916,32.82
1_Year,90+,38192,11128,29.14
All,90+,52525,14790,28.16
