period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,9425,2009,21.32
3_Month,0-9,75236,32442,43.12
6_Month,0-9,284428,80056,28.15
1_Year,0-9,1327002,561769,42.33
All,0-9,1711693,765999,44.75
1_Month,10-19,12322,2638,21.41
3_Month,10-19,74220,27329,36.82
6_Month,10-19,299388,74683,24.95
1_Year,10-19,1239765,591607,47.72
All,10-19,1628931,807203,49.55
1_Month,20-29,18456,2473,13.4
3_Month,20-29,102123,38914,38.11
6_Month,20-29,397513,90264,22.71
1_Year,20-29,1111901,431242,38.78
All,20-29,1470966,602287,40.94
1_Month,30-39,18700,3283,17.56
3_Month,30-39,114382,48299,42.23
6_Month,30-39,400716,113392,28.3
1_Year,30-39,1068381,475203,44.48
All,30-39,1370735,610435,44.53
1_Month,40-49,19365,3707,19.14
3_Month,40-49,111318,47909,43.04
6_Month,40-49,383753,112608,29.34
1_Year,40-49,967131,442578,45.76
All,40-49,1217735,554136,45.51
1_Month,50-59,19482,3799,19.5
3_Month,50-59,103062,45765,44.41
6_Month,50-59,341996,102587,30
1_Year,50-59,760302,316515,41.63
All,50-59,952970,394101,41.36
1_Month,60-69,22177,4542,20.48
3_Month,60-69,111793,50651,45.31
6_Month,60-69,320593,106437,33.2
1_Year,60-69,636356,247447,38.88
All,60-69,786420,298563,37.96
1_Month,70-79,22633,4850,21.43
3_Month,70-79,102580,45958,44.8
6_Month,70-79,239019,90180,37.73
1_Year,70-79,417242,163200,39.11
All,70-79,510918,190717,37.33
1_Month,80-89,15235,2022,13.27
3_Month,80-89,56584,21223,37.51
6_Month,80-89,98984,37700,38.09
1_Year,80-89,162267,65577,40.41
All,80-89,217511,79849,36.71
1_Month,90+,5032,498,9.9
3_Month,90+,16651,5434,32.63
6_Month,90+,24869,9166,36.86
1_Year,90+,38554,16256,42.16
All,90+,56606,20744,36.65
