age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,286061,177901,1538337,18.6,11.6
20-29,860814,523615,1300361,66.2,40.3
30-39,872293,580876,1197026,72.9,48.5
40-49,870919,677831,1098556,79.3,61.7
50-59,719515,598729,849966,84.7,70.4
60-69,642564,578839,741639,86.6,78
70-79,469243,438243,490784,95.6,89.3
80-89,209216,194598,225538,92.8,86.3
90+,49068,45056,51496,95.3,87.5
