city,sickCount,actualSick,verifiedLast7Days,testLast7Days,patientDiffPopulationForTenThousands
ירושלים,42115,4415,1934,23742,47
בני ברק,24762,3024,1302,9517,151
תל אביב - יפו,10316,1387,340,11211,30
מודיעין עילית,10579,1362,617,6049,177
אשדוד,12247,1314,506,8685,58
נתניה,6799,1063,309,7126,49
פתח תקווה,7576,980,289,7148,40
באר שבע,5600,862,203,7052,44
בית שמש,7569,851,377,3552,67
חולון,5577,721,207,5227,39
ראשון לציון,5321,703,151,6752,29
חיפה,5281,634,179,8573,23
בת ים,3684,614,154,3966,47
אשקלון,4194,602,147,4095,42
אלעד,5425,594,272,1613,125
רחובות,4514,583,177,4387,42
חדרה,2936,573,182,3571,60
רמלה,3186,545,175,2440,72
ביתר עילית,5702,526,278,1846,85
רמת גן,2814,348,93,3484,24
לוד,2933,345,112,2473,45
ראש העין,1929,325,124,1466,55
עכו,1311,279,89,1898,54
נתיבות,2729,256,103,1404,67
אופקים,1540,255,61,1249,80
קרית גת,2220,250,52,1831,43
נצרת,1827,248,66,1146,32
כפר סבא,1577,238,58,2204,24
הרצליה,1740,224,77,2790,24
טבריה,1810,223,54,1211,50
עפולה,1272,212,42,1461,40
קרית אתא,1287,209,60,1953,36
קרית מלאכי,1498,209,72,768,86
אור יהודה,1813,203,64,1435,58
יבנה,1607,180,67,968,39
טמרה,1123,180,71,1017,52
רעננה,1655,177,53,1579,24
רכסים,1371,171,59,865,138
קרית ים,697,170,36,1357,43
שפרעם,984,161,59,1031,39
באר יעקב,949,157,41,704,61
נהריה,1241,155,54,1635,26
בית שאן,669,148,50,1016,77
מודיעין-מכבים-רעות,1823,143,39,1995,16
פרדס חנה-כרכור,930,142,44,1145,34
מג'ד אל-כרום,775,132,43,413,86
גבעת זאב,1221,132,70,732,69
נוף הגליל,674,132,35,1303,30
שדרות,949,132,29,801,49
קרית מוצקין,628,126,34,1113,29
גדרה,681,126,31,668,51
אור עקיבא,622,126,39,611,64
נס ציונה,975,125,41,1082,27
באקה אל-גרביה,1296,124,36,384,42
רהט,1570,122,49,823,18
צפת,1089,120,40,659,33
יהוד,819,119,26,684,41
ערד,843,118,61,1043,44
ירכא,1063,117,38,617,75
מעלה אדומים,1025,114,48,1041,30
מגדל העמק,709,109,26,581,42
אום אל-פחם,2429,104,30,558,19
הוד השרון,949,104,30,1238,17
כרמיאל,817,104,29,1247,22
כפר יונה,522,98, 11-14 ,528,43
דימונה,831,89, 11-14 ,1419,25
ג'דיידה-מכר,716,89,23,605,43
גבעתיים,792,87,20,1050,16
טירה,1596,86,32,468,32
זכרון יעקב,473,85,40,527,38
קרית ביאליק,712,83,35,1072,21
קרית אונו,626,82,23,825,22
קרית שמונה,545,82,  6-10  ,258,37
דבוריה,475,79,19,366,75
קלנסווה,1476,79,31,512,34
טייבה,1775,79,19,783,18
רמת השרון,777,78,24,1087,17
גן יבנה,735,77,18,478,34
אילת,892,75,19,831,13
ערערה,790,74,31,442,37
דייר אל-אסד,761,74, 11-14 ,218,59
טירת כרמל,400,74,  6-10  ,384,32
חריש,426,72,24,312,50
מבשרת ציון,488,71,24,674,31
חצור הגלילית,369,70,21,222,71
ירוחם,331,69,26,668,66
כפר מנדא,669,66,17,170,32
כפר קרע,812,63,30,444,33
מעלה עירון,712,58,17,213,38
גני תקווה,431,58,27,476,29
בענה,484,57,23,179,68
סח'נין,1325,57, 11-14 ,596,17
גבעת שמואל,646,56, 11-14 ,505,22
מגאר,344,55, 11-14 ,333,24
קדימה-צורן,307,54, 11-14 ,347,26
אזור,410,53,20,611,44
בית ג'ן,513,52,20,312,44
ריינה,428,52,20,225,31
עראבה,511,50, 11-14 ,397,19
ג'סר א-זרקא,436,49,17,574,33
פוריידיס,631,49,18,216,37
מעלות-תרשיחא,334,48, 11-14 ,837,21
כפר כנא,536,47,19,256,21
"כפר חב""ד",486,47,25,258,68
כסרא-סמיע,362,46,  1-5  ,211,53
ג'ולס,351,45,  6-10  ,170,72
יקנעם עילית,344,45,19,474,19
אבו סנאן,540,45,15,313,34
בנימינה-גבעת עדה,209,43,20,418,30
שלומי,173,43, 11-14 ,224,65
אכסאל,402,42, 11-14 ,227,28
דייר חנא,254,42,19,321,39
ג'ת,599,42, 11-14 ,244,34
יאנוח-ג'ת,224,42,  6-10  ,312,64
כפר קאסם,1420,40,16,338,17
מג'דל שמס,204,39,20,113,35
אעבלין,293,39,21,298,30
שבלי - אום אל-גנם,227,38,  6-10  ,127,59
קרית עקרון,208,35,  1-5  ,291,33
תפרח,299,35,  1-5  ,99,161
פקיעין (בוקייעה),260,34,  6-10  ,234,58
יפיע,466,34,  6-10  ,190,18
מזכרת בתיה,309,33,  6-10  ,405,22
כוכב יעקב,456,33, 11-14 ,184,37
נשר,321,32, 11-14 ,1014,14
ראמה,209,32, 11-14 ,154,38
חשמונאים,213,31,18,223,103
נחף,333,31,18,190,23
טורעאן,338,31,  6-10  ,171,21
שוהם,425,30,  6-10  ,406,15
תל מונד,195,30,  1-5  ,275,23
כאבול,296,30,  1-5  ,213,24
דאלית אל-כרמל,489,29, 11-14 ,313,17
אריאל,303,29, 11-14 ,655,16
קרית טבעון,167,29,  6-10  ,371,18
עמנואל,241,28, 11-14 ,77,67
חורפיש,193,26, 11-14 ,153,41
אבן יהודה,251,26,  1-5  ,374,20
כפר יאסיף,265,25, 11-14 ,302,23
בית דגן,169,25,  6-10  ,148,38
קרית יערים,392,25,  6-10  ,251,40
אפרת,282,24, 11-14 ,284,21
זמר,254,24, 11-14 ,103,34
עין מאהל,556,23,  1-5  ,115,17
קרית ארבע,174,23,  6-10  ,157,31
אליכין,77,23, 11-14 ,99,67
עספיא,283,22,  6-10  ,181,18
בית אל,115,22,  1-5  ,107,39
קצרין,82,22, 11-14 ,324,29
מיתר,137,21,  1-5  ,198,21
"בסמ""ה",288,21,  1-5  ,133,20
"בני עי""ש",130,20,  6-10  ,183,30
משהד,115,20,  1-5  ,69,23
ג'לג'וליה,377,19,  1-5  ,138,19
יד בנימין,194,19,  1-5  ,87,44
שעב,215,18,  6-10  ,138,25
ניצן,100,18,  1-5  ,58,78
בת חפר,119,18,  1-5  ,140,35
עתלית,105,17,  1-5  ,160,20
סולם,46,17,  1-5  ,51,58
אלפי מנשה,115,16,  6-10  ,140,20
רמת ישי,58,16,  1-5  ,118,22
רבבה,128,16,  1-5  ,69,58
מבוא חורון,122,16,  1-5  ,68,63
יבנאל,168,15,  6-10  ,67,36
שערי תקווה,140,15,  1-5  ,93,27
גבע בנימין,167,15,  6-10  ,99,28
פסוטה,41,15,  1-5  ,273,44
כוכב יאיר,128,15,  1-5  ,152,16
קצר א-סר, קטן מ-15 , קטן מ-15 ,  0  ,4,8
מוקייבלה,171, קטן מ-15 ,  1-5  ,38,21
מייסר,80, קטן מ-15 ,  1-5  ,62,54
עומר,170, קטן מ-15 ,  1-5  ,175,15
צור יצחק,65, קטן מ-15 ,  1-5  ,91,10
ביר הדאג', קטן מ-15 , קטן מ-15 ,  1-5  ,11,4
אבטין,48, קטן מ-15 ,  0  ,42,4
גבעת אבני,46, קטן מ-15 ,  0  ,50,20
כפר ורדים,58, קטן מ-15 ,  1-5  ,165,15
עלי זהב,76, קטן מ-15 ,  1-5  ,48,16
ערערה-בנגב,369, קטן מ-15 ,  1-5  ,132,6
צור הדסה,134, קטן מ-15 ,  1-5  ,230,15
עין נקובא,154, קטן מ-15 ,  1-5  ,60,11
אבו קורינאת (שבט), קטן מ-15 , קטן מ-15 ,  1-5  ,25,2
אבו גוש,211, קטן מ-15 ,  1-5  ,231,4
שילה,67, קטן מ-15 ,  1-5  ,45,2
עלי,77, קטן מ-15 ,  1-5  ,87,7
