age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,359884,327287,1538337,23.4,21.3
20-29,1006912,928170,1300361,77.4,71.4
30-39,974754,914586,1197026,81.4,76.4
40-49,934259,881741,1098556,85,80.3
50-59,760041,718191,849966,89.4,84.5
60-69,670154,641910,741639,90.4,86.6
70-79,481388,466615,490784,98.1,95.1
80-89,216007,209319,225538,95.8,92.8
90+,50735,48463,51496,98.5,94.1
