section,female,male,period
0-9,"{'amount': 57, 'percentage': 7.9}","{'amount': 63, 'percentage': 8.8}",חודש אחרון
0-9,"{'amount': 57218, 'percentage': 7}","{'amount': 60545, 'percentage': 7.5}",שנה
0-9,"{'amount': 41063, 'percentage': 8.4}","{'amount': 43593, 'percentage': 8.9}",6 חודשים
0-9,"{'amount': 4760, 'percentage': 12}","{'amount': 4944, 'percentage': 12.4}",3 חודשים
0-9,"{'amount': 57743, 'percentage': 7}","{'amount': 61082, 'percentage': 7.4}",מתחילת קורונה
10-19,"{'amount': 84165, 'percentage': 10.1}","{'amount': 92274, 'percentage': 11.1}",מתחילת קורונה
10-19,"{'amount': 125, 'percentage': 17.4}","{'amount': 93, 'percentage': 12.9}",חודש אחרון
10-19,"{'amount': 5144, 'percentage': 12.9}","{'amount': 4532, 'percentage': 11.4}",3 חודשים
10-19,"{'amount': 54769, 'percentage': 11.2}","{'amount': 52866, 'percentage': 10.8}",6 חודשים
10-19,"{'amount': 82964, 'percentage': 10.2}","{'amount': 90884, 'percentage': 11.2}",שנה
20-29,"{'amount': 47868, 'percentage': 9.8}","{'amount': 40877, 'percentage': 8.4}",6 חודשים
20-29,"{'amount': 3282, 'percentage': 8.3}","{'amount': 2416, 'percentage': 6.1}",3 חודשים
20-29,"{'amount': 28, 'percentage': 3.9}","{'amount': 35, 'percentage': 4.9}",חודש אחרון
20-29,"{'amount': 81107, 'percentage': 9.8}","{'amount': 77457, 'percentage': 9.3}",מתחילת קורונה
20-29,"{'amount': 79419, 'percentage': 9.8}","{'amount': 75234, 'percentage': 9.3}",שנה
30-39,"{'amount': 59374, 'percentage': 7.3}","{'amount': 54765, 'percentage': 6.7}",שנה
30-39,"{'amount': 36245, 'percentage': 7.4}","{'amount': 32078, 'percentage': 6.6}",6 חודשים
30-39,"{'amount': 3014, 'percentage': 7.6}","{'amount': 2210, 'percentage': 5.6}",3 חודשים
30-39,"{'amount': 37, 'percentage': 5.1}","{'amount': 41, 'percentage': 5.7}",חודש אחרון
30-39,"{'amount': 60348, 'percentage': 7.3}","{'amount': 56072, 'percentage': 6.8}",מתחילת קורונה
40-49,"{'amount': 50854, 'percentage': 6.3}","{'amount': 45517, 'percentage': 5.6}",שנה
40-49,"{'amount': 29655, 'percentage': 6.1}","{'amount': 25840, 'percentage': 5.3}",6 חודשים
40-49,"{'amount': 2149, 'percentage': 5.4}","{'amount': 1835, 'percentage': 4.6}",3 חודשים
40-49,"{'amount': 41, 'percentage': 5.7}","{'amount': 36, 'percentage': 5}",חודש אחרון
40-49,"{'amount': 51784, 'percentage': 6.2}","{'amount': 46662, 'percentage': 5.6}",מתחילת קורונה
50-59,"{'amount': 20444, 'percentage': 4.2}","{'amount': 18434, 'percentage': 3.8}",6 חודשים
50-59,"{'amount': 1345, 'percentage': 3.4}","{'amount': 1045, 'percentage': 2.6}",3 חודשים
50-59,"{'amount': 36822, 'percentage': 4.5}","{'amount': 33667, 'percentage': 4.1}",שנה
50-59,"{'amount': 37746, 'percentage': 4.6}","{'amount': 34739, 'percentage': 4.2}",מתחילת קורונה
50-59,"{'amount': 42, 'percentage': 5.8}","{'amount': 24, 'percentage': 3.3}",חודש אחרון
60-69,"{'amount': 911, 'percentage': 2.3}","{'amount': 667, 'percentage': 1.7}",3 חודשים
60-69,"{'amount': 12488, 'percentage': 2.6}","{'amount': 11740, 'percentage': 2.4}",6 חודשים
60-69,"{'amount': 21, 'percentage': 2.9}","{'amount': 20, 'percentage': 2.8}",חודש אחרון
60-69,"{'amount': 23446, 'percentage': 2.8}","{'amount': 23809, 'percentage': 2.9}",מתחילת קורונה
60-69,"{'amount': 22815, 'percentage': 2.8}","{'amount': 22918, 'percentage': 2.8}",שנה
70-79,"{'amount': 16, 'percentage': 2.2}","{'amount': 11, 'percentage': 1.5}",חודש אחרון
70-79,"{'amount': 488, 'percentage': 1.2}","{'amount': 377, 'percentage': 0.9}",3 חודשים
70-79,"{'amount': 6392, 'percentage': 1.3}","{'amount': 5790, 'percentage': 1.2}",6 חודשים
70-79,"{'amount': 11619, 'percentage': 1.4}","{'amount': 11515, 'percentage': 1.4}",שנה
70-79,"{'amount': 12005, 'percentage': 1.4}","{'amount': 12014, 'percentage': 1.4}",מתחילת קורונה
80-89,"{'amount': 286, 'percentage': 0.7}","{'amount': 191, 'percentage': 0.5}",3 חודשים
80-89,"{'amount': 7048, 'percentage': 0.9}","{'amount': 5097, 'percentage': 0.6}",שנה
80-89,"{'amount': 3983, 'percentage': 0.8}","{'amount': 2696, 'percentage': 0.6}",6 חודשים
80-89,"{'amount': 12, 'percentage': 1.7}","{'amount': 11, 'percentage': 1.5}",חודש אחרון
80-89,"{'amount': 7304, 'percentage': 0.9}","{'amount': 5314, 'percentage': 0.6}",מתחילת קורונה
90+,"{'amount': 2952, 'percentage': 0.4}","{'amount': 1418, 'percentage': 0.2}",מתחילת קורונה
90+,"{'amount': 5, 'percentage': 0.7}","{'amount': 2, 'percentage': 0.3}",חודש אחרון
90+,"{'amount': 95, 'percentage': 0.2}","{'amount': 53, 'percentage': 0.1}",3 חודשים
90+,"{'amount': 1485, 'percentage': 0.3}","{'amount': 766, 'percentage': 0.2}",6 חודשים
90+,"{'amount': 2792, 'percentage': 0.3}","{'amount': 1346, 'percentage': 0.2}",שנה
